ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr6:4061934-4062446|+|4061888|4062533	ENSG00000112739.17_3	PRPF4B	chr6	+	4061888	4062533	4061888	4061934	4062446	4062533	chr6:4061934-4062446|+|4061888|4062533	193,129,147	68,75,65	155,161,105	46,46,49	200	100	0.131344117377	0.526327385468	0.587,0.462,0.531	0.628,0.636,0.517	-0.067
chr11:67782929-67785996|+|67782766|67786064	ENSG00000006534.16_4	ALDH3B1	chr11	+	67782766	67786064	67782766	67782929	67785996	67786064	chr11:67782929-67785996|+|67782766|67786064	14,15,33	57,113,70	4,9,8	14,9,11	200	100	0.0434273128503	0.242380489911	0.109,0.062,0.191	0.125,0.333,0.267	-0.121
chr1:228333325-228333713|+|228333211|228333768	ENSG00000143774.16_3	GUK1	chr1	+	228333211	228333768	228333211	228333325	228333713	228333768	chr1:228333325-228333713|+|228333211|228333768	375,301,408	63,86,52	267,288,238	33,47,57	200	100	0.696796866388	1.0	0.749,0.636,0.797	0.802,0.754,0.676	-0.017
chr1:228333350-228333726|+|228333210|228333768	ENSG00000143774.16_3	GUK1	chr1	+	228333210	228333768	228333210	228333350	228333726	228333768	chr1:228333350-228333726|+|228333210|228333768	390,310,444	117,77,131	273,294,265	103,92,112	200	100	0.029958484512	0.185263348769	0.625,0.668,0.629	0.57,0.615,0.542	0.065
chr1:228335245-228335321|+|228335106|228335400	ENSG00000143774.16_3	GUK1	chr1	+	228335106	228335400	228335106	228335245	228335321	228335400	chr1:228335245-228335321|+|228335106|228335400	414,348,481	71,70,99	367,372,415	79,82,102	176	100	0.194552209415	0.68638470298	0.768,0.739,0.734	0.725,0.72,0.698	0.033
chr11:95521727-95522555|-|95521662|95522946	ENSG00000077458.13_3	FAM76B	chr11	-	95521662	95522946	95521662	95521727	95522555	95522946	chr11:95521727-95522555|-|95521662|95522946	8,5,8	73,35,89	5,26,16	86,56,60	200	100	0.00726168645913	0.0640653783801	0.052,0.067,0.043	0.028,0.188,0.118	-0.057
chr1:154557820-154558228|-|154557692|154558341	ENSG00000160710.17_7	ADAR	chr1	-	154557692	154558341	154557692	154557820	154558228	154558341	chr1:154557820-154558228|-|154557692|154558341	125,154,145	1264,1051,1562	124,146,94	1160,1161,814	200	100	0.678930450184	1.0	0.047,0.068,0.044	0.051,0.059,0.055	-0.002
chr1:154574724-154574860|-|154573516|154575102	ENSG00000160710.17_7	ADAR	chr1	-	154573516	154575102	154573516	154574724	154574860	154575102	chr1:154574724-154574860|-|154573516|154575102	2070,1311,2388	118,47,160	1848,2046,1076	98,115,55	200	100	0.88759341378	1.0	0.898,0.933,0.882	0.904,0.899,0.907	0.001
chr1:243349374-243349560|-|243349080|243349724	ENSG00000143702.16_5	CEP170	chr1	-	243349080	243349724	243349080	243349374	243349560	243349724	chr1:243349374-243349560|-|243349080|243349724	97,58,98	222,97,214	261,207,135	547,479,268	200	100	0.879889299368	1.0	0.179,0.23,0.186	0.193,0.178,0.201	0.008
chr17:42398599-42398801|-|42398425|42398926	ENSG00000013306.16_5	SLC25A39	chr17	-	42398425	42398926	42398425	42398599	42398801	42398926	chr17:42398599-42398801|-|42398425|42398926	1977,1294,2053	8193,7812,9476	1639,1516,1765	6001,6019,7105	200	100	0.0082159650105	0.0704791907579	0.108,0.076,0.098	0.12,0.112,0.11	-0.02
chr19:1357093-1358392|+|1357007|1358463	ENSG00000160953.16_4	PWWP3A	chr19	+	1357007	1358463	1357007	1357093	1358392	1358463	chr19:1357093-1358392|+|1357007|1358463	62,34,63	55,66,76	67,41,45	84,84,79	200	100	0.198222369596	0.692959192885	0.36,0.205,0.293	0.285,0.196,0.222	0.052
chr8:21959362-21959685|+|21959218|21959826	ENSG00000158863.22_3	FAM160B2	chr8	+	21959218	21959826	21959218	21959362	21959685	21959826	chr8:21959362-21959685|+|21959218|21959826	97,101,118	206,222,275	60,76,54	194,197,156	200	100	0.049629603658	0.267528789251	0.191,0.185,0.177	0.134,0.162,0.148	0.036
chr8:145657843-145658970|-|145657667|145659142	ENSG00000160949.17_3	TONSL	chr8	-	145657667	145659142	145657667	145657843	145658970	145659142	chr8:145657843-145658970|-|145657667|145659142	621,182,421	982,717,954	165,92,112	262,207,341	200	100	0.628330625733	1.0	0.24,0.113,0.181	0.239,0.182,0.141	-0.009
chr8:17921977-17924728|-|17921965|17924807	ENSG00000104763.19_7	ASAH1	chr8	-	17921965	17924807	17921965	17921977	17924728	17924807	chr8:17921977-17924728|-|17921965|17924807	333,325,319	11,12,20	258,305,184	17,19,13	200	100	0.0817088148665	0.380336316447	0.938,0.931,0.889	0.884,0.889,0.876	0.036
chr8:17921980-17924728|-|17921965|17924807	ENSG00000104763.19_7	ASAH1	chr8	-	17921965	17924807	17921965	17921980	17924728	17924807	chr8:17921980-17924728|-|17921965|17924807	324,311,303	13,9,8	244,292,171	4,6,15	200	100	0.84092909304	1.0	0.926,0.945,0.95	0.968,0.961,0.851	0.014
chr8:17922040-17924728|-|17921965|17924807	ENSG00000104763.19_7	ASAH1	chr8	-	17921965	17924807	17921965	17922040	17924728	17924807	chr8:17922040-17924728|-|17921965|17924807	200,197,141	191,147,196	91,125,55	193,223,156	200	100	3.77729573064e-07	2.14188382409e-05	0.344,0.401,0.265	0.191,0.219,0.15	0.15
chr1:147119368-147120047|-|147119169|147120213	ENSG00000162836.12_5	ACP6	chr1	-	147119169	147120213	147119169	147119368	147120047	147120213	chr1:147119368-147120047|-|147119169|147120213	269,436,370	550,1299,978	241,418,198	384,980,625	200	100	0.318511734471	0.933275646845	0.196,0.144,0.159	0.239,0.176,0.137	-0.018
chr3:52852184-52852272|-|52852067|52852299	ENSG00000055955.16_4	ITIH4	chr3	-	52852067	52852299	52852067	52852184	52852272	52852299	chr3:52852184-52852272|-|52852067|52852299	10,28,26	1,6,5	10,8,9	2,4,2	188	100	0.49924826745	1.0	0.842,0.713,0.734	0.727,0.515,0.705	0.114
chr3:52853808-52853955|-|52853769|52854006	ENSG00000055955.16_4	ITIH4	chr3	-	52853769	52854006	52853769	52853808	52853955	52854006	chr3:52853808-52853955|-|52853769|52854006	2,17,22	0,0,1	11,12,8	0,0,1	200	100	1	1.0	1.0,1.0,0.917	1.0,1.0,0.8	0.039
chr22:46438520-46439442|-|46438453|46439579	ENSG00000231711.2_6	LINC00899	chr22	-	46438453	46439579	46438453	46438520	46439442	46439579	chr22:46438520-46439442|-|46438453|46439579	17,9,4	12,12,26	11,14,2	11,12,17	200	100	0.916368021537	1.0	0.415,0.273,0.071	0.333,0.368,0.056	0.001
chr1:150482238-150482397|+|150482136|150482478	ENSG00000143369.15_4	ECM1	chr1	+	150482136	150482478	150482136	150482238	150482397	150482478	chr1:150482238-150482397|+|150482136|150482478	15,8,16	25,35,29	12,22,10	84,136,86	200	100	0.000111684841906	0.00243949121406	0.231,0.103,0.216	0.067,0.075,0.055	0.118
chr7:128116929-128117135|+|128116782|128117227	ENSG00000165055.15_5	METTL2B	chr7	+	128116782	128117227	128116782	128116929	128117135	128117227	chr7:128116929-128117135|+|128116782|128117227	149,97,157	487,426,519	121,136,84	347,335,257	200	100	0.030322069579	0.186782642015	0.133,0.102,0.131	0.148,0.169,0.14	-0.03
chr1:27683240-27683499|-|27683080|27683605	ENSG00000142733.17_6	MAP3K6	chr1	-	27683080	27683605	27683080	27683240	27683499	27683605	chr1:27683240-27683499|-|27683080|27683605	55,52,72	140,165,203	109,63,68	159,131,175	200	100	0.0118366911754	0.0927799940247	0.164,0.136,0.151	0.255,0.194,0.163	-0.054
chr21:48080874-48081711|+|48080744|48081848	ENSG00000160310.18_3	PRMT2	chr21	+	48080744	48081848	48080744	48080874	48081711	48081848	chr21:48080874-48081711|+|48080744|48081848	114,169,122	53,68,85	123,146,143	82,95,112	200	100	0.0540264250093	0.284666329243	0.518,0.554,0.418	0.429,0.435,0.39	0.079
chr13:45970150-45973074|-|45967450|45973213	ENSG00000174032.17_4	SLC25A30	chr13	-	45967450	45973213	45967450	45970150	45973074	45973213	chr13:45970150-45973074|-|45967450|45973213	26,21,37	0,0,5	26,35,26	0,3,0	200	100	0.268864191986	0.842943527797	1.0,1.0,0.787	1.0,0.854,1.0	-0.022
chr1:153963278-153963389|+|153963238|153963510	ENSG00000177954.14_5	RPS27	chr1	+	153963238	153963510	153963238	153963278	153963389	153963510	chr1:153963278-153963389|+|153963238|153963510	588,964,668	19,80,31	276,365,390	7,23,23	200	100	0.500826394051	1.0	0.939,0.858,0.915	0.952,0.888,0.894	-0.007
chr22:20386675-20387158|-|20386516|20387279	ENSG00000274602.5_4	PI4KAP1	chr22	-	20386516	20387279	20386516	20386675	20387158	20387279	chr22:20386675-20387158|-|20386516|20387279	51,34,42	3,3,3	32,23,43	0,1,1	200	100	1	1.0	0.895,0.85,0.875	1.0,0.92,0.956	-0.085
chr19:45322983-45323961|+|45322838|45324079	ENSG00000187244.11_3	BCAM	chr19	+	45322838	45324079	45322838	45322983	45323961	45324079	chr19:45322983-45323961|+|45322838|45324079	178,191,183	108,257,155	235,342,283	154,296,216	200	100	0.349084121878	0.989541036434	0.452,0.271,0.371	0.433,0.366,0.396	-0.034
chr2:27425748-27426100|-|27425680|27426213	ENSG00000138074.15_7	SLC5A6	chr2	-	27425680	27426213	27425680	27425748	27426100	27426213	chr2:27425748-27426100|-|27425680|27426213	101,59,95	535,392,443	41,40,32	268,208,226	200	100	0.301705267904	0.903894428394	0.086,0.07,0.097	0.071,0.088,0.066	0.009
chr1:155180418-155181917|+|155180338|155182010	ENSG00000173171.14_4	MTX1	chr1	+	155180338	155182010	155180338	155180418	155181917	155182010	chr1:155180418-155181917|+|155180338|155182010	86,77,91	1140,967,1022	71,81,52	556,550,609	200	100	0.0035983573186	0.0379327263483	0.036,0.038,0.043	0.06,0.069,0.041	-0.018
chr9:77684018-77684810|-|77683911|77684958	ENSG00000106733.21_3	NMRK1	chr9	-	77683911	77684958	77683911	77684018	77684810	77684958	chr9:77684018-77684810|-|77683911|77684958	10,13,5	8,7,4	13,14,6	4,8,3	200	100	0.326476946045	0.948650544617	0.385,0.481,0.385	0.619,0.467,0.5	-0.112
chr1:155581082-155581339|+|155581006|155581394	ENSG00000125459.15_4	MSTO1	chr1	+	155581006	155581394	155581006	155581082	155581339	155581394	chr1:155581082-155581339|+|155581006|155581394	71,59,73	11,1,9	83,66,43	9,10,8	200	100	0.299640871538	0.900243588331	0.763,0.967,0.802	0.822,0.767,0.729	0.071
chr1:155581146-155581339|+|155581006|155581394	ENSG00000125459.15_4	MSTO1	chr1	+	155581006	155581394	155581006	155581146	155581339	155581394	chr1:155581146-155581339|+|155581006|155581394	76,50,61	34,44,53	62,32,40	50,58,35	200	100	0.0899374847765	0.405860132098	0.528,0.362,0.365	0.383,0.216,0.364	0.097
chr3:123674812-123674892|-|123674689|123674962	ENSG00000175455.15_6	CCDC14	chr3	-	123674689	123674962	123674689	123674812	123674892	123674962	chr3:123674812-123674892|-|123674689|123674962	44,24,37	172,105,149	59,48,35	189,117,101	180	100	0.0324859607028	0.195889863972	0.124,0.113,0.121	0.148,0.186,0.161	-0.046
chr3:123674812-123675586|-|123674689|123675642	ENSG00000175455.15_6	CCDC14	chr3	-	123674689	123675642	123674689	123674812	123675586	123675642	chr3:123674812-123675586|-|123674689|123675642	156,94,161	7,0,5	190,138,87	6,0,9	200	100	0.527735693628	1.0	0.918,1.0,0.942	0.941,1.0,0.829	0.03
chr3:123675274-123675586|-|123675201|123675642	ENSG00000175455.15_6	CCDC14	chr3	-	123675201	123675642	123675201	123675274	123675586	123675642	chr3:123675274-123675586|-|123675201|123675642	160,97,159	393,193,320	192,147,85	276,198,149	200	100	0.00168767321795	0.0215279244692	0.169,0.201,0.199	0.258,0.271,0.222	-0.061
chr8:144462155-144462231|+|144461998|144462345	ENSG00000158106.14_4	RHPN1	chr8	+	144461998	144462345	144461998	144462155	144462231	144462345	chr8:144462155-144462231|+|144461998|144462345	578,361,512	257,493,351	226,209,183	95,159,127	176	100	0.404134588266	1.0	0.561,0.294,0.453	0.575,0.428,0.45	-0.048
chr1:40026794-40027744|-|40026487|40027875	ENSG00000090621.14_5	PABPC4	chr1	-	40026487	40027875	40026487	40026794	40027744	40027875	chr1:40026794-40027744|-|40026487|40027875	68,55,69	12,3,8	53,33,36	0,0,2	200	100	5.02232383537e-06	0.000190346590593	0.739,0.902,0.812	1.0,1.0,0.9	-0.149
chr17:7761797-7761923|+|7761720|7762142	ENSG00000182224.12_4	CYB5D1	chr17	+	7761720	7762142	7761720	7761797	7761923	7762142	chr17:7761797-7761923|+|7761720|7762142	59,52,64	228,118,273	42,37,24	133,130,116	200	100	0.651714352615	1.0	0.115,0.181,0.105	0.136,0.125,0.094	0.015
chr1:111964083-111964186|-|111963897|111964295	ENSG00000085465.12_2	OVGP1	chr1	-	111963897	111964295	111963897	111964083	111964186	111964295	chr1:111964083-111964186|-|111963897|111964295	63,57,65	41,32,50	6,20,14	10,22,17	200	100	0.0105766024661	0.0853075277632	0.434,0.471,0.394	0.231,0.313,0.292	0.154
chr3:12571372-12573068|+|12571260|12573158	ENSG00000154743.17_5	TSEN2	chr3	+	12571260	12573158	12571260	12571372	12573068	12573158	chr3:12571372-12573068|+|12571260|12573158	68,79,42	332,482,458	43,45,49	342,271,279	200	100	0.861828012411	1.0	0.093,0.076,0.044	0.059,0.077,0.081	-0.001
chr17:2266199-2266282|+|2266131|2266428	ENSG00000141258.13_4	SGSM2	chr17	+	2266131	2266428	2266131	2266199	2266282	2266428	chr17:2266199-2266282|+|2266131|2266428	115,82,119	101,171,106	126,122,80	135,173,103	183	100	0.757695120023	1.0	0.384,0.208,0.38	0.338,0.278,0.298	0.019
chr17:26874427-26874694|-|26873725|26874867	ENSG00000109103.11_5	UNC119	chr17	-	26873725	26874867	26873725	26874427	26874694	26874867	chr17:26874427-26874694|-|26873725|26874867	106,186,197	249,375,360	98,68,94	187,273,249	200	100	0.0239160040821	0.156802577272	0.175,0.199,0.215	0.208,0.111,0.159	0.037
chr2:99225189-99226105|+|99225041|99226502	ENSG00000115446.11_2	UNC50	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502	chr2:99225189-99226105|+|99225041|99226502	76,99,95	73,122,88	60,129,57	73,70,64	200	100	0.454499303293	1.0	0.342,0.289,0.351	0.291,0.48,0.308	-0.032
chr2:99225189-99226218|+|99225041|99226502	ENSG00000115446.11_2	UNC50	chr2	+	99225041	99226502	99225041	99225189	99226218	99226502	chr2:99225189-99226218|+|99225041|99226502	208,259,211	283,315,268	203,236,159	282,384,325	200	100	0.0173104275394	0.123123510606	0.269,0.291,0.282	0.265,0.235,0.197	0.048
chr2:131100508-131100658|+|131100466|131100767	ENSG00000136718.9_5	IMP4	chr2	+	131100466	131100767	131100466	131100508	131100658	131100767	chr2:131100508-131100658|+|131100466|131100767	109,61,143	1252,829,1220	58,67,84	163,154,327	200	100	0	0.0	0.042,0.035,0.055	0.151,0.179,0.114	-0.104
chr2:131100535-131100658|+|131100466|131100767	ENSG00000136718.9_5	IMP4	chr2	+	131100466	131100767	131100466	131100535	131100658	131100767	chr2:131100535-131100658|+|131100466|131100767	154,74,165	321,222,286	73,76,104	54,58,96	200	100	6.05204775184e-12	1.136333721e-09	0.193,0.143,0.224	0.403,0.396,0.351	-0.197
chr15:80445183-80445367|+|80445135|80445477	ENSG00000103876.12_4	FAH	chr15	+	80445135	80445477	80445135	80445183	80445367	80445477	chr15:80445183-80445367|+|80445135|80445477	149,96,170	9,16,25	103,62,97	25,7,6	200	100	0.736152207415	1.0	0.892,0.75,0.773	0.673,0.816,0.89	0.012
chr11:64874844-64875052|+|64874658|64875199	ENSG00000149823.9_6	VPS51	chr11	+	64874658	64875199	64874658	64874844	64875052	64875199	chr11:64874844-64875052|+|64874658|64875199	40,52,60	1,2,5	47,47,36	0,0,1	200	100	0.00223356660423	0.0264811483899	0.952,0.929,0.857	1.0,1.0,0.947	-0.07
chr11:64875199-64875274|+|64875052|64875494	ENSG00000149823.9_6	VPS51	chr11	+	64875052	64875494	64875052	64875199	64875274	64875494	chr11:64875199-64875274|+|64875052|64875494	79,56,98	807,836,1091	67,48,52	403,528,481	175	100	0.0151848524599	0.111562738147	0.053,0.037,0.049	0.087,0.049,0.058	-0.018
chr2:86849950-86850938|-|86849783|86850988	ENSG00000239305.7_4	RNF103	chr2	-	86849783	86850988	86849783	86849950	86850938	86850988	chr2:86849950-86850938|-|86849783|86850988	81,125,79	2,3,6	74,117,88	1,5,3	200	100	0.633113718106	1.0	0.953,0.954,0.868	0.974,0.921,0.936	-0.019
chr2:105959431-105959557|+|105959304|105959680	ENSG00000135974.10_3	C2orf49	chr2	+	105959304	105959680	105959304	105959431	105959557	105959680	chr2:105959431-105959557|+|105959304|105959680	550,539,509	111,123,78	455,478,404	74,50,77	200	100	0.0612052909782	0.310292865862	0.712,0.687,0.765	0.755,0.827,0.724	-0.047
chr1:32670221-32670794|+|32670198|32670988	ENSG00000160050.14_3	CCDC28B	chr1	+	32670198	32670988	32670198	32670221	32670794	32670988	chr1:32670221-32670794|+|32670198|32670988	21,44,44	59,69,60	44,49,59	96,108,137	200	100	0.207732593526	0.716003294404	0.151,0.242,0.268	0.186,0.185,0.177	0.038
chr19:3610969-3611901|-|3610642|3612411	ENSG00000105298.14_4	CACTIN	chr19	-	3610642	3612411	3610642	3610969	3611901	3612411	chr19:3610969-3611901|-|3610642|3612411	522,576,566	44,78,47	336,349,429	32,17,44	200	100	0.199773901325	0.696596488787	0.856,0.787,0.858	0.84,0.911,0.83	-0.027
chr11:118971848-118972204|-|118971727|118972570	ENSG00000172269.19_4	DPAGT1	chr11	-	118971727	118972570	118971727	118971848	118972204	118972570	chr11:118971848-118972204|-|118971727|118972570	90,131,155	878,872,827	89,99,79	778,801,829	200	100	0.022173228196	0.148279523995	0.049,0.07,0.086	0.054,0.058,0.045	0.016
chr9:139726313-139726713|+|139726172|139726822	ENSG00000196642.19_5	RABL6	chr9	+	139726172	139726822	139726172	139726313	139726713	139726822	chr9:139726313-139726713|+|139726172|139726822	55,34,48	28,20,11	18,25,21	4,7,11	200	100	0.518247648097	1.0	0.495,0.459,0.686	0.692,0.641,0.488	-0.06
chr2:111881446-111881626|+|111881309|111881716	ENSG00000153094.23_5	BCL2L11	chr2	+	111881309	111881716	111881309	111881446	111881626	111881716	chr2:111881446-111881626|+|111881309|111881716	139,76,167	34,45,71	38,35,25	42,17,32	200	100	0.00523670004028	0.0503568848138	0.671,0.458,0.54	0.311,0.507,0.281	0.19
chr1:151338322-151338750|-|151338243|151338929	ENSG00000143416.21_6	SELENBP1	chr1	-	151338243	151338929	151338243	151338322	151338750	151338929	chr1:151338322-151338750|-|151338243|151338929	50,88,53	205,649,480	80,78,36	328,553,333	200	100	0.548695355913	1.0	0.109,0.063,0.052	0.109,0.066,0.051	-0.001
chr1:151341665-151341917|-|151341479|151342030	ENSG00000143416.21_6	SELENBP1	chr1	-	151341479	151342030	151341479	151341665	151341917	151342030	chr1:151341665-151341917|-|151341479|151342030	161,326,308	144,414,253	209,306,183	196,462,260	200	100	0.0554905315937	0.289866153752	0.359,0.282,0.378	0.348,0.249,0.26	0.054
chr1:151342030-151342188|-|151341479|151342245	ENSG00000143416.21_6	SELENBP1	chr1	-	151341479	151342245	151341479	151342030	151342188	151342245	chr1:151342030-151342188|-|151341479|151342245	93,165,92	222,605,404	71,139,81	289,638,387	200	100	0.0293888015607	0.182568751897	0.173,0.12,0.102	0.109,0.098,0.095	0.031
chr15:44166137-44166316|-|44165472|44166660	ENSG00000171877.21_6	FRMD5	chr15	-	44165472	44166660	44165472	44166137	44166316	44166660	chr15:44166137-44166316|-|44165472|44166660	257,244,271	19,14,25	197,168,233	11,14,21	200	100	0.96080661269	1.0	0.871,0.897,0.844	0.9,0.857,0.847	0.003
chr3:9965704-9965915|+|9965564|9965975	ENSG00000163702.20_5	IL17RC	chr3	+	9965564	9965975	9965564	9965704	9965915	9965975	chr3:9965704-9965915|+|9965564|9965975	83,231,84	316,596,496	159,334,182	733,1677,964	200	100	0.00968637972659	0.0797647035843	0.116,0.162,0.078	0.098,0.091,0.086	0.027
chr3:9965821-9965915|+|9965564|9965975	ENSG00000163702.20_5	IL17RC	chr3	+	9965564	9965975	9965564	9965821	9965915	9965975	chr3:9965821-9965915|+|9965564|9965975	65,174,51	6,57,7	148,292,153	14,25,6	194	100	0.00185184567677	0.0230235718753	0.848,0.611,0.79	0.845,0.858,0.929	-0.128
chr2:220073070-220073147|+|220072977|220073208	ENSG00000158552.13_7	ZFAND2B	chr2	+	220072977	220073208	220072977	220073070	220073147	220073208	chr2:220073070-220073147|+|220072977|220073208	95,71,98	502,688,527	64,78,72	380,438,509	177	100	0.763425181194	1.0	0.097,0.055,0.095	0.087,0.091,0.074	-0.002
chr5:139918668-139921756|+|139918503|139921866	ENSG00000254996.5_4	ANKHD1-EIF4EBP3	chr5	+	139918503	139921866	139918503	139918668	139921756	139921866	chr5:139918668-139921756|+|139918503|139921866	22,17,10	133,134,168	27,6,16	147,163,215	200	100	0.41582891225	1.0	0.076,0.06,0.029	0.084,0.018,0.036	0.009
chr15:40582873-40582961|-|40582777|40583038	ENSG00000137841.12_6	PLCB2	chr15	-	40582777	40583038	40582777	40582873	40582961	40583038	chr15:40582873-40582961|-|40582777|40583038	5,0,3	19,4,13	18,10,21	18,13,20	188	100	7.11841191079e-05	0.00169240663704	0.123,0.0,0.109	0.347,0.29,0.358	-0.254
chr3:183904424-183904583|+|183904294|183904663	ENSG00000161204.11_4	ABCF3	chr3	+	183904294	183904663	183904294	183904424	183904583	183904663	chr3:183904424-183904583|+|183904294|183904663	148,134,205	4,3,5	137,128,124	6,5,2	200	100	0.487185335444	1.0	0.949,0.957,0.953	0.919,0.928,0.969	0.014
chr3:183905231-183905451|+|183905184|183905549	ENSG00000161204.11_4	ABCF3	chr3	+	183905184	183905549	183905184	183905231	183905451	183905549	chr3:183905231-183905451|+|183905184|183905549	159,183,170	1085,1108,1179	212,231,150	1043,1106,935	200	100	0.0292326777932	0.182029065223	0.068,0.076,0.067	0.092,0.095,0.074	-0.017
chr17:39673216-39673334|-|39673059|39673417	ENSG00000171346.16_5	KRT15	chr17	-	39673059	39673417	39673059	39673216	39673334	39673417	chr17:39673216-39673334|-|39673059|39673417	92,332,135	233,1866,580	118,289,123	71,389,177	200	100	1.87272419794e-12	4.07799545612e-10	0.165,0.082,0.104	0.454,0.271,0.258	-0.211
chr14:23389940-23390196|-|23389737|23390265	ENSG00000100462.16_6	PRMT5	chr14	-	23389737	23390265	23389737	23389940	23390196	23390265	chr14:23389940-23390196|-|23389737|23390265	3412,3002,3485	95,85,90	2592,2442,3490	99,59,125	200	100	0.123741279761	0.505024158421	0.947,0.946,0.951	0.929,0.954,0.933	0.009
chr14:23397420-23397705|-|23397334|23397824	ENSG00000100462.16_6	PRMT5	chr14	-	23397334	23397824	23397334	23397420	23397705	23397824	chr14:23397420-23397705|-|23397334|23397824	120,128,163	1485,1091,1531	174,153,123	1291,1153,1165	200	100	0.0527424601721	0.279781103765	0.039,0.055,0.051	0.063,0.062,0.05	-0.01
chr14:23397450-23397705|-|23397334|23397824	ENSG00000100462.16_6	PRMT5	chr14	-	23397334	23397824	23397334	23397450	23397705	23397824	chr14:23397450-23397705|-|23397334|23397824	122,110,130	16,6,12	183,145,108	5,3,7	200	100	0.00107933129569	0.0150001778749	0.792,0.902,0.844	0.948,0.96,0.885	-0.085
chr2:128047077-128047264|-|128046912|128047400	ENSG00000163161.13_3	ERCC3	chr2	-	128046912	128047400	128046912	128047077	128047264	128047400	chr2:128047077-128047264|-|128046912|128047400	170,132,152	582,534,681	147,118,114	439,476,409	200	100	0.288060139317	0.878503454629	0.127,0.11,0.1	0.143,0.11,0.122	-0.013
chr2:128047095-128047264|-|128046912|128047400	ENSG00000163161.13_3	ERCC3	chr2	-	128046912	128047400	128046912	128047095	128047264	128047400	chr2:128047095-128047264|-|128046912|128047400	169,137,156	38,35,17	146,124,109	15,14,11	200	100	0.0105047693272	0.0848520667275	0.69,0.662,0.821	0.83,0.816,0.832	-0.102
chr2:128391864-128392170|+|128391750|128392258	ENSG00000169994.18_3	MYO7B	chr2	+	128391750	128392258	128391750	128391864	128392170	128392258	chr2:128391864-128392170|+|128391750|128392258	74,29,82	346,242,323	52,8,41	177,57,155	200	100	0.159587464203	0.599021283441	0.097,0.057,0.113	0.128,0.066,0.117	-0.015
chr2:128392258-128393296|+|128391750|128393482	ENSG00000169994.18_3	MYO7B	chr2	+	128391750	128393482	128391750	128392258	128393296	128393482	chr2:128392258-128393296|+|128391750|128393482	74,28,55	5,1,5	47,18,38	3,0,1	200	100	0.0788186296688	0.371301125249	0.881,0.933,0.846	0.887,1.0,0.95	-0.059
chr2:128397720-128397844|-|128397644|128397893	ENSG00000072163.19_4	LIMS2	chr2	-	128397644	128397893	128397644	128397720	128397844	128397893	chr2:128397720-128397844|-|128397644|128397893	27,2,19	94,134,130	7,10,11	111,113,143	200	100	0.0290512814935	0.181114045442	0.126,0.007,0.068	0.031,0.042,0.037	0.03
chr2:128397893-128398470|-|128397844|128398563	ENSG00000072163.19_4	LIMS2	chr2	-	128397844	128398563	128397844	128397893	128398470	128398563	chr2:128397893-128398470|-|128397844|128398563	31,6,26	107,118,120	20,10,12	126,106,149	200	100	0.0299531064053	0.185263348769	0.127,0.025,0.098	0.074,0.045,0.039	0.031
chr2:128398563-128400497|-|128398470|128400647	ENSG00000072163.19_4	LIMS2	chr2	-	128398470	128400647	128398470	128398563	128400497	128400647	chr2:128398563-128400497|-|128398470|128400647	24,17,13	16,13,27	20,16,16	17,13,12	200	100	0.47037597362	1.0	0.429,0.395,0.194	0.37,0.381,0.4	-0.044
chr2:128412118-128412403|-|128411997|128412470	ENSG00000072163.19_4	LIMS2	chr2	-	128411997	128412470	128411997	128412118	128412403	128412470	chr2:128412118-128412403|-|128411997|128412470	7,82,11	73,76,72	9,12,9	93,82,104	200	100	0.00288161007577	0.0320962870455	0.046,0.35,0.071	0.046,0.068,0.041	0.104
chr7:2419146-2419838|+|2419028|2420375	ENSG00000106263.18_3	EIF3B	chr7	+	2419028	2420375	2419028	2419146	2419838	2420375	chr7:2419146-2419838|+|2419028|2420375	426,255,388	1731,1878,2041	209,209,274	1131,1126,1464	200	100	0.948427359591	1.0	0.11,0.064,0.087	0.085,0.085,0.086	0.002
chr7:2419146-2419913|+|2419028|2420375	ENSG00000106263.18_3	EIF3B	chr7	+	2419028	2420375	2419028	2419146	2419913	2420375	chr7:2419146-2419913|+|2419028|2420375	1950,1634,1942	1557,1616,1641	1043,1028,1292	1091,1057,1378	200	100	0.0384344008846	0.222182711686	0.385,0.336,0.372	0.323,0.327,0.319	0.041
chr2:136511137-136511728|+|136511108|136511847	ENSG00000144224.17_3	UBXN4	chr2	+	136511108	136511847	136511108	136511137	136511728	136511847	chr2:136511137-136511728|+|136511108|136511847	73,43,93	312,310,434	89,100,50	277,296,207	200	100	0.00116807383937	0.0159681594958	0.105,0.065,0.097	0.138,0.145,0.108	-0.041
chr7:102724277-102724476|+|102724128|102724509	ENSG00000170632.14_4	ARMC10	chr7	+	102724128	102724509	102724128	102724277	102724476	102724509	chr7:102724277-102724476|+|102724128|102724509	3,14,12	17,19,13	6,7,10	9,13,19	200	100	0.7553054078	1.0	0.081,0.269,0.316	0.25,0.212,0.208	-0.001
