ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr1:1602947-1603068|-|1599911|1606901	ENSG00000189339.11_2	SLC35E2B	chr1	-	1602947	1603068	1599765	1599911	1606901	1607029	chr1:1602947-1603068|-|1599911|1606901	213,235,253	0,0,1	340,504,296	10,21,15	200	100	8.67707572461e-10	1.41851224339e-07	1.0,1.0,0.992	0.944,0.923,0.908	0.072
chr22:38759058-38759109|-|38757565|38776374	ENSG00000244627.5_6	TPTEP2	chr22	-	38759058	38759109	38757385	38757565	38776374	38776428	chr22:38759058-38759109|-|38757565|38776374	0,12,4	31,30,32	0,2,0	34,35,20	151	100	9.20437834737e-05	0.00346829435246	0.0,0.209,0.076	0.0,0.036,0.0	0.083
chr1:86822126-86822285|-|86820542|86824469	ENSG00000122417.15_8	ODF2L	chr1	-	86822126	86822285	86820456	86820542	86824469	86824574	chr1:86822126-86822285|-|86820542|86824469	117,105,123	35,17,21	131,85,79	53,57,50	200	100	6.56771147134e-06	0.000390941489487	0.626,0.755,0.745	0.553,0.427,0.441	0.235
chr1:155028177-155028328|+|155026982|155028407	ENSG00000143537.13_3	ADAM15	chr1	+	155028177	155028328	155026789	155026982	155028407	155028476	chr1:155028177-155028328|+|155026982|155028407	2420,2833,2969	59,25,66	1749,2539,2017	94,132,116	200	100	0	0.0	0.954,0.983,0.957	0.903,0.906,0.897	0.063
chr1:155028262-155028328|+|155026982|155028407	ENSG00000143537.13_3	ADAM15	chr1	+	155028262	155028328	155026789	155026982	155028407	155028476	chr1:155028262-155028328|+|155026982|155028407	2444,2843,2963	59,25,66	1754,2560,2020	94,132,116	166	100	0	0.0	0.961,0.986,0.964	0.918,0.921,0.913	0.053
chr1:155028262-155028328|+|155026982|155028861	ENSG00000143537.13_3	ADAM15	chr1	+	155028262	155028328	155026789	155026982	155028861	155028946	chr1:155028262-155028328|+|155026982|155028861	28,24,22	0,0,0	18,33,20	4,8,0	166	100	2.52683520385e-06	0.000173637117296	1.0,1.0,1.0	0.731,0.713,1.0	0.185
chr1:155033890-155033965|+|155033308|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155033890	155033965	155033238	155033308	155034720	155034845	chr1:155033890-155033965|+|155033308|155034720	300,442,306	1602,2346,1990	28,21,26	1864,2763,2607	175	100	0	0.0	0.097,0.097,0.081	0.009,0.004,0.006	0.085
chr1:155033893-155033965|+|155032819|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155033893	155033965	155032680	155032819	155034720	155034845	chr1:155033893-155033965|+|155032819|155034720	124,209,120	57,26,74	5,3,4	24,27,38	172	100	1.11022302463e-16	4.19321118607e-14	0.558,0.824,0.485	0.108,0.061,0.058	0.547
chr1:155033893-155033965|+|155033308|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155033893	155033965	155033238	155033308	155034720	155034845	chr1:155033893-155033965|+|155033308|155034720	297,487,304	1602,2346,1990	45,33,37	1864,2763,2607	172	100	0	0.0	0.097,0.108,0.082	0.014,0.007,0.008	0.086
chr1:155034379-155034451|+|155032819|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155034379	155034451	155032680	155032819	155034720	155034845	chr1:155034379-155034451|+|155032819|155034720	1179,1259,1083	57,26,74	154,139,213	24,27,38	172	100	1.33226762955e-15	4.61679658722e-13	0.923,0.966,0.895	0.789,0.75,0.765	0.16
chr1:155034379-155034451|+|155033308|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155034379	155034451	155033238	155033308	155034720	155034845	chr1:155034379-155034451|+|155033308|155034720	2621,2583,2491	1602,2346,1990	406,335,528	1864,2763,2607	172	100	0	0.0	0.487,0.39,0.421	0.112,0.066,0.105	0.338
chr1:155034379-155034593|+|155033308|155034720	ENSG00000143537.13_3	ADAM15	chr1	+	155034379	155034593	155033238	155033308	155034720	155034845	chr1:155034379-155034593|+|155033308|155034720	1272,1121,1200	1602,2346,1990	303,233,374	1864,2763,2607	200	100	0	0.0	0.284,0.193,0.232	0.075,0.04,0.067	0.176
chr2:113956316-113956461|+|113955490|113956659	ENSG00000125637.15_5	PSD4	chr2	+	113956316	113956461	113954771	113955490	113956659	113956803	chr2:113956316-113956461|+|113955490|113956659	214,245,276	64,43,53	27,61,40	22,29,31	200	100	5.98832990417e-07	5.03159166208e-05	0.626,0.74,0.723	0.38,0.513,0.392	0.268
chr6:43480806-43480836|-|43480612|43481096	ENSG00000137207.12_5	YIPF3	chr6	-	43480806	43480836	43480498	43480612	43481096	43481189	chr6:43480806-43480836|-|43480612|43481096	331,513,438	39,24,24	353,603,604	58,68,83	130	100	8.33696270941e-06	0.000478805507216	0.867,0.943,0.934	0.824,0.872,0.848	0.067
chr3:183898432-183898438|+|183898039|183898636	ENSG00000161203.13_4	AP2M1	chr3	+	183898432	183898438	183897851	183898039	183898636	183898669	chr3:183898432-183898438|+|183898039|183898636	2560,3426,3626	2265,1244,2686	4098,3803,4171	5493,5360,5878	106	100	3.33956956799e-06	0.000219501905906	0.516,0.722,0.56	0.413,0.401,0.401	0.194
chr16:24939004-24939053|-|24931581|24940933	ENSG00000140750.17_5	ARHGAP17	chr16	-	24939004	24939053	24930715	24931581	24940933	24940981	chr16:24939004-24939053|-|24931581|24940933	53,49,43	0,0,0	42,40,43	3,7,5	149	100	2.6345098858e-07	2.45581964841e-05	1.0,1.0,1.0	0.904,0.793,0.852	0.15
chr4:48396592-48396670|+|48385801|48422141	ENSG00000109171.15_3	SLAIN2	chr4	+	48396592	48396670	48385663	48385801	48422141	48422460	chr4:48396592-48396670|+|48385801|48422141	340,383,357	286,176,269	172,234,202	319,370,288	178	100	3.59548146811e-09	5.25837021482e-07	0.4,0.55,0.427	0.232,0.262,0.283	0.2
chr16:46715990-46716087|-|46715432|46717419	ENSG00000069329.17_4	VPS35	chr16	-	46715990	46716087	46715288	46715432	46717419	46717518	chr16:46715990-46716087|-|46715432|46717419	791,627,900	32,15,30	828,927,640	102,79,44	197	100	8.27160562267e-12	1.83028670302e-09	0.926,0.955,0.938	0.805,0.856,0.881	0.092
chr1:48771458-48771550|-|48764565|48821341	ENSG00000132122.12_6	SPATA6	chr1	-	48771458	48771550	48761044	48764565	48821341	48821441	chr1:48771458-48771550|-|48764565|48821341	12,16,10	0,0,0	84,84,78	4,12,0	192	100	0.000139812396655	0.00485488732656	1.0,1.0,1.0	0.916,0.785,1.0	0.1
chr8:107749747-107749828|+|107738537|107751685	ENSG00000164830.18_6	OXR1	chr8	+	107749747	107749828	107738334	107738537	107751685	107751811	chr8:107749747-107749828|+|107738537|107751685	207,205,178	91,106,67	210,196,130	174,208,166	181	100	2.83762791042e-10	5.01878844122e-08	0.557,0.517,0.595	0.4,0.342,0.302	0.208
chr2:70008651-70008706|+|69969307|70031664	ENSG00000196975.16_3	ANXA4	chr2	+	70008651	70008706	69969105	69969307	70031664	70031721	chr2:70008651-70008706|+|69969307|70031664	61,72,83	0,0,0	45,67,58	1,6,3	155	100	0.000251934517008	0.00776840311166	1.0,1.0,1.0	0.967,0.878,0.926	0.076
chr1:9991948-9992030|-|9982416|9994819	ENSG00000162441.12_3	LZIC	chr1	-	9991948	9992030	9982170	9982416	9994819	9994918	chr1:9991948-9992030|-|9982416|9994819	13,11,18	1,0,0	30,18,36	4,5,4	182	100	4.05289601219e-05	0.00178432732343	0.877,1.0,1.0	0.805,0.664,0.832	0.192
chr14:95624529-95624571|+|95624195|95625212	ENSG00000235706.8_6	DICER1-AS1	chr14	+	95624529	95624571	95624014	95624195	95625212	95625372	chr14:95624529-95624571|+|95624195|95625212	7,29,16	0,2,0	10,18,11	8,0,3	142	100	0.000341172129193	0.00984682612851	1.0,0.911,1.0	0.468,1.0,0.721	0.241
chr1:5934530-5934717|-|5933395|5934933	ENSG00000131697.18_5	NPHP4	chr1	-	5934530	5934717	5933311	5933395	5934933	5935160	chr1:5934530-5934717|-|5933395|5934933	332,355,378	3,0,3	247,181,242	10,12,11	200	100	1.71885194966e-09	2.66504605754e-07	0.982,1.0,0.984	0.925,0.883,0.917	0.08
chr13:52991191-52991276|-|52990228|52997708	ENSG00000136100.14_4	VPS36	chr13	-	52991191	52991276	52990151	52990228	52997708	52997774	chr13:52991191-52991276|-|52990228|52997708	153,139,135	0,0,0	154,153,194	13,7,8	185	100	5.67148616959e-09	7.97831486535e-07	1.0,1.0,1.0	0.865,0.922,0.929	0.095
chr12:113772247-113772640|-|113770765|113772797	ENSG00000089060.11_4	SLC8B1	chr12	-	113772247	113772640	113770527	113770765	113772797	113772924	chr12:113772247-113772640|-|113770765|113772797	467,340,440	10,2,11	336,285,287	12,18,17	200	100	5.06129173348e-05	0.00214484213802	0.959,0.988,0.952	0.933,0.888,0.894	0.061
chr12:113772247-113772643|-|113770765|113772797	ENSG00000089060.11_4	SLC8B1	chr12	-	113772247	113772643	113770527	113770765	113772797	113772835	chr12:113772247-113772643|-|113770765|113772797	471,343,444	10,2,11	340,285,290	12,18,17	200	100	4.95628721487e-05	0.00210645640866	0.959,0.988,0.953	0.934,0.888,0.895	0.061
chr16:57819375-57819578|-|57806200|57828910	ENSG00000140859.16_5	KIFC3	chr16	-	57819375	57819578	57806134	57806200	57828910	57829053	chr16:57819375-57819578|-|57806200|57828910	121,84,78	192,143,247	56,26,31	166,138,200	200	100	7.97413226672e-07	6.41370772153e-05	0.24,0.227,0.136	0.144,0.086,0.072	0.1
chr16:57822486-57822625|-|57806200|57828910	ENSG00000140859.16_5	KIFC3	chr16	-	57822486	57822625	57806134	57806200	57828910	57829053	chr16:57822486-57822625|-|57806200|57828910	83,31,49	192,143,247	17,15,10	166,138,200	200	100	3.85776410816e-10	6.66545569302e-08	0.178,0.098,0.09	0.049,0.052,0.024	0.08
chr16:57824841-57824978|-|57806200|57828910	ENSG00000140859.16_5	KIFC3	chr16	-	57824841	57824978	57806134	57806200	57828910	57829053	chr16:57824841-57824978|-|57806200|57828910	85,73,121	192,143,247	45,36,38	166,138,200	200	100	1.37613401863e-06	0.00010283617483	0.181,0.203,0.197	0.119,0.115,0.087	0.087
chr1:151534566-151534641|+|151512902|151535060	ENSG00000143367.16_5	TUFT1	chr1	+	151534566	151534641	151512784	151512902	151535060	151535162	chr1:151534566-151534641|+|151512902|151535060	719,409,670	50,21,45	92,58,81	88,53,74	175	100	0	0.0	0.892,0.918,0.895	0.374,0.385,0.385	0.52
chr1:151534566-151534641|+|151512902|151536379	ENSG00000143367.16_5	TUFT1	chr1	+	151534566	151534641	151512784	151512902	151536379	151536466	chr1:151534566-151534641|+|151512902|151536379	319,149,276	7,4,15	25,16,29	4,4,16	175	100	4.41188503508e-08	4.9965249704e-06	0.963,0.955,0.913	0.781,0.696,0.509	0.282
chr19:49669297-49669472|+|49661516|49671516	ENSG00000130529.16_5	TRPM4	chr19	+	49669297	49669472	49661448	49661516	49671516	49671680	chr19:49669297-49669472|+|49661516|49671516	139,206,194	4,6,2	121,134,118	11,14,11	200	100	2.19183253591e-06	0.000154139454546	0.946,0.945,0.98	0.846,0.827,0.843	0.118
chr3:113388967-113389050|-|113383256|113392194	ENSG00000176542.10_4	USF3	chr3	-	113388967	113389050	113383159	113383256	113392194	113392223	chr3:113388967-113389050|-|113383256|113392194	96,40,90	0,1,0	96,111,35	9,7,0	183	100	9.59866807482e-06	0.000539744686198	1.0,0.956,1.0	0.854,0.897,1.0	0.068
chrX:62736789-62736962|-|62619783|62780711	ENSG00000235437.8_6	LINC01278	chrX	-	62736789	62736962	62617549	62619783	62780711	62780795	chrX:62736789-62736962|-|62619783|62780711	67,45,71	0,1,0	82,62,65	2,3,6	200	100	0.000301813416134	0.0089648084772	1.0,0.957,1.0	0.953,0.912,0.844	0.083
chr11:6964313-6964446|+|6962884|6976920	ENSG00000149054.16_5	ZNF215	chr11	+	6964313	6964446	6962801	6962884	6976920	6977013	chr11:6964313-6964446|+|6962884|6976920	90,43,91	1,4,0	29,20,16	3,2,7	200	100	0.000145787574584	0.00502143556955	0.978,0.843,1.0	0.829,0.833,0.533	0.209
chr7:108158633-108158745|-|108155891|108166472	ENSG00000135241.17_6	PNPLA8	chr7	-	108158633	108158745	108154879	108155891	108166472	108166638	chr7:108158633-108158745|-|108155891|108166472	7,4,6	8,9,6	1,1,0	16,26,8	200	100	6.70202875419e-08	7.29127949088e-06	0.304,0.182,0.333	0.03,0.019,0.0	0.257
chr7:108161919-108161965|-|108155891|108166472	ENSG00000135241.17_6	PNPLA8	chr7	-	108161919	108161965	108154879	108155891	108166472	108166579	chr7:108161919-108161965|-|108155891|108166472	93,76,137	8,9,6	59,57,40	16,26,8	146	100	1.42186151042e-06	0.000105814995711	0.888,0.853,0.94	0.716,0.6,0.774	0.197
chr7:108161919-108161965|-|108156018|108166472	ENSG00000135241.17_6	PNPLA8	chr7	-	108161919	108161965	108154879	108156018	108166472	108166579	chr7:108161919-108161965|-|108156018|108166472	163,104,205	31,21,61	112,101,89	42,69,49	146	100	2.86413034882e-05	0.00134207152945	0.783,0.772,0.697	0.646,0.501,0.554	0.184
chr1:61851542-61851596|+|61849037|61869775	ENSG00000162599.17_6	NFIA	chr1	+	61851542	61851596	61848908	61849037	61869775	61869898	chr1:61851542-61851596|+|61849037|61869775	13,6,22	87,80,112	4,3,1	56,83,39	154	100	0.000209867254626	0.00672059506996	0.088,0.046,0.113	0.044,0.023,0.016	0.055
chr1:231071903-231072010|-|231069607|231075131	ENSG00000143643.13_4	TTC13	chr1	-	231071903	231072010	231069524	231069607	231075131	231075242	chr1:231071903-231072010|-|231069607|231075131	59,45,96	75,53,69	43,64,33	126,87,78	200	100	0.000287591822229	0.0086267701487	0.282,0.298,0.41	0.146,0.269,0.175	0.133
chr14:105707601-105707751|-|105695250|105718843	ENSG00000185024.17_7	BRF1	chr14	-	105707601	105707751	105695156	105695250	105718843	105718916	chr14:105707601-105707751|-|105695250|105718843	221,231,343	13,13,24	385,359,344	44,65,53	200	100	9.74397002418e-07	7.64669766342e-05	0.895,0.899,0.877	0.814,0.734,0.764	0.12
chr1:70646768-70646892|-|70644676|70650467	ENSG00000066557.6_3	LRRC40	chr1	-	70646768	70646892	70644533	70644676	70650467	70650597	chr1:70646768-70646892|-|70644676|70650467	381,175,346	10,3,4	339,318,212	18,16,15	200	100	3.50534304814e-05	0.00158191207066	0.95,0.967,0.977	0.904,0.909,0.876	0.068
chr1:70650467-70650597|-|70644676|70671072	ENSG00000066557.6_3	LRRC40	chr1	-	70650467	70650597	70644533	70644676	70671072	70671262	chr1:70650467-70650597|-|70644676|70671072	16,8,13	0,0,0	40,26,28	1,11,3	200	100	4.23814105233e-06	0.000269830659878	1.0,1.0,1.0	0.952,0.542,0.824	0.227
chr1:70654774-70654956|-|70650597|70671072	ENSG00000066557.6_3	LRRC40	chr1	-	70654774	70654956	70650467	70650597	70671072	70671262	chr1:70654774-70654956|-|70650597|70671072	340,223,338	6,5,9	322,270,190	22,10,13	200	100	0.000321065941406	0.00938487497523	0.966,0.957,0.949	0.88,0.931,0.88	0.06
chr8:43051572-43051683|+|43048986|43052090	ENSG00000165102.15_5	HGSNAT	chr8	+	43051572	43051683	43048899	43048986	43052090	43052168	chr8:43051572-43051683|+|43048986|43052090	88,87,105	101,75,146	25,10,19	227,205,199	200	100	0	0.0	0.303,0.367,0.264	0.052,0.024,0.046	0.271
chr1:19244855-19244996|-|19243536|19246171	ENSG00000255275.3	RP13-279N23.2	chr1	-	19244855	19244996	19243396	19243536	19246171	19246267	chr1:19244855-19244996|-|19243536|19246171	510,295,502	5,4,14	545,396,562	29,30,26	200	100	1.66156740034e-07	1.62960600631e-05	0.981,0.974,0.947	0.904,0.868,0.915	0.072
chr5:178046838-178046897|-|178045779|178049393	ENSG00000113240.13_4	CLK4	chr5	-	178046838	178046897	178043882	178045779	178049393	178049460	chr5:178046838-178046897|-|178045779|178049393	26,31,31	0,0,0	48,63,49	6,4,2	159	100	4.59675745885e-05	0.00198277997365	1.0,1.0,1.0	0.834,0.908,0.939	0.106
chr5:178046838-178047674|-|178045779|178049393	ENSG00000113240.13_4	CLK4	chr5	-	178046838	178047674	178045556	178045779	178049393	178049460	chr5:178046838-178047674|-|178045779|178049393	28,39,45	0,0,0	52,65,61	6,4,2	200	100	2.39081639228e-05	0.0011554168378	1.0,1.0,1.0	0.813,0.89,0.938	0.12
chr19:53233158-53233258|-|53219166|53238253	ENSG00000213020.10_5	ZNF611	chr19	-	53233158	53233258	53219084	53219166	53238253	53238264	chr19:53233158-53233258|-|53219166|53238253	47,17,42	1,1,2	27,67,31	7,9,8	200	100	5.95715919927e-05	0.00245000854101	0.959,0.895,0.913	0.659,0.788,0.66	0.22
chr1:23694465-23694558|-|23693661|23695858	ENSG00000125945.15_3	ZNF436	chr1	-	23694465	23694558	23693534	23693661	23695858	23696329	chr1:23694465-23694558|-|23693661|23695858	73,79,80	0,3,1	94,125,62	12,14,6	193	100	6.56854248438e-07	5.4430517477e-05	1.0,0.932,0.976	0.802,0.822,0.843	0.147
chr1:169293630-169293738|-|169279318|169336945	ENSG00000143156.14_5	NME7	chr1	-	169293630	169293738	169279207	169279318	169336945	169336968	chr1:169293630-169293738|-|169279318|169336945	305,476,324	14,11,5	278,265,241	17,22,13	200	100	0.000199246104185	0.0064403237207	0.916,0.956,0.97	0.891,0.858,0.903	0.063
chr8:73942570-73942630|+|73939287|73944276	ENSG00000147601.14_3	TERF1	chr8	+	73942570	73942630	73939174	73939287	73944276	73944368	chr8:73942570-73942630|+|73939287|73944276	490,428,447	354,346,359	211,173,223	548,441,480	160	100	0	0.0	0.464,0.436,0.438	0.194,0.197,0.225	0.241
chr2:114475329-114475425|-|114472772|114476730	ENSG00000115084.14_3	SLC35F5	chr2	-	114475329	114475425	114472223	114472772	114476730	114476821	chr2:114475329-114475425|-|114472772|114476730	285,290,313	25,1,11	293,393,296	28,52,16	196	100	0.000163443198403	0.00551133340321	0.853,0.993,0.936	0.842,0.794,0.904	0.081
chr2:111997378-111997573|-|111966238|112005724	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	111997378	111997573	111965390	111966238	112005724	112005818	chr2:111997378-111997573|-|111966238|112005724	22,66,47	0,0,0	24,16,9	4,3,12	200	100	5.79133518919e-10	9.74281751232e-08	1.0,1.0,1.0	0.75,0.727,0.273	0.417
chr2:111997378-111997573|-|111966554|112005724	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	111997378	111997573	111966332	111966554	112005724	112005818	chr2:111997378-111997573|-|111966554|112005724	22,66,47	0,0,0	22,13,9	2,5,6	200	100	1.94469551573e-09	2.99101777453e-07	1.0,1.0,1.0	0.846,0.565,0.429	0.387
chr2:112005724-112005818|-|111966238|112101637	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	112005724	112005818	111965349	111966238	112101637	112101814	chr2:112005724-112005818|-|111966238|112101637	20,66,44	2,4,1	67,56,60	31,49,36	194	100	1.58872914824e-13	4.31567226597e-11	0.838,0.895,0.958	0.527,0.371,0.462	0.444
chr2:112005724-112005818|-|111966513|112101637	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	112005724	112005818	111966332	111966513	112101637	112101814	chr2:112005724-112005818|-|111966513|112101637	20,66,44	0,0,0	65,54,48	3,3,4	194	100	0.00016711104993	0.00561402698519	1.0,1.0,1.0	0.918,0.903,0.861	0.106
chr2:112005724-112005818|-|111991316|112101637	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	112005724	112005818	111991204	111991316	112101637	112101814	chr2:112005724-112005818|-|111991316|112101637	21,66,44	0,0,0	63,54,50	9,22,23	194	100	6.63913368726e-14	1.88355477787e-11	1.0,1.0,1.0	0.783,0.559,0.528	0.377
chr2:112005724-112005818|-|111997573|112101637	ENSG00000172965.16_7	MIR4435-2HG	chr2	-	112005724	112005818	111994558	111997573	112101637	112101814	chr2:112005724-112005818|-|111997573|112101637	42,132,90	4,11,9	85,66,55	26,27,16	194	100	1.76414084008e-07	1.71648329169e-05	0.844,0.861,0.838	0.628,0.558,0.639	0.239
chr8:129007128-129007339|+|129001537|129008806	ENSG00000249859.11_5	PVT1	chr8	+	129007128	129007339	129001407	129001537	129008806	129008844	chr8:129007128-129007339|+|129001537|129008806	19,12,20	75,23,80	3,1,8	63,35,30	200	100	0.000217794545748	0.00692959023371	0.112,0.207,0.111	0.023,0.014,0.118	0.092
chr8:129007128-129007339|+|129001537|129021835	ENSG00000249859.11_5	PVT1	chr8	+	129007128	129007339	129001407	129001537	129021835	129021964	chr8:129007128-129007339|+|129001537|129021835	11,10,20	69,68,90	1,1,8	54,47,73	200	100	0.000198977508062	0.00643299779254	0.074,0.068,0.1	0.009,0.011,0.052	0.057
chr8:22423338-22423385|+|22422867|22423857	ENSG00000120896.13_4	SORBS3	chr8	+	22423338	22423385	22422778	22422867	22423857	22423997	chr8:22423338-22423385|+|22422867|22423857	246,361,382	55,38,85	107,135,188	49,53,59	147	100	1.01749334982e-05	0.000567466717566	0.753,0.866,0.754	0.598,0.634,0.684	0.152
chr8:22423338-22423385|+|22422867|22424173	ENSG00000120896.13_4	SORBS3	chr8	+	22423338	22423385	22422778	22422867	22424173	22424381	chr8:22423338-22423385|+|22422867|22424173	63,74,86	11,8,7	42,50,58	18,17,18	147	100	2.61972924892e-05	0.00124466563084	0.796,0.863,0.893	0.613,0.667,0.687	0.195
chr7:23383336-23383472|-|23358873|23385558	ENSG00000136231.14_3	IGF2BP3	chr7	-	23383336	23383472	23358756	23358873	23385558	23385681	chr7:23383336-23383472|-|23358873|23385558	208,215,269	2,1,0	656,394,359	26,13,14	200	100	3.28417968376e-08	3.84430781036e-06	0.981,0.991,1.0	0.927,0.938,0.928	0.06
chr7:23383336-23383472|-|23381808|23385558	ENSG00000136231.14_3	IGF2BP3	chr7	-	23383336	23383472	23381682	23381808	23385558	23385681	chr7:23383336-23383472|-|23381808|23385558	373,373,445	7,10,27	1057,693,678	159,88,79	200	100	6.99440505514e-15	2.19333242775e-12	0.964,0.949,0.892	0.769,0.797,0.811	0.143
chr2:241513191-241513308|+|241512678|241513931	ENSG00000142327.13_6	RNPEPL1	chr2	+	241513191	241513308	241512526	241512678	241513931	241514045	chr2:241513191-241513308|+|241512678|241513931	246,340,266	6,3,6	177,234,215	17,12,9	200	100	2.3748380953e-05	0.0011493249507	0.953,0.983,0.957	0.839,0.907,0.923	0.075
chr14:70809374-70809446|-|70795953|70826235	ENSG00000133983.16_5	COX16	chr14	-	70809374	70809446	70795890	70795953	70826235	70826400	chr14:70809374-70809446|-|70795953|70826235	3904,3714,3659	359,325,338	3662,3719,4100	468,620,575	172	100	3.90742940004e-07	3.48256316638e-05	0.863,0.869,0.863	0.82,0.777,0.806	0.064
chr3:140685189-140685276|+|140682069|140689768	ENSG00000114120.12_4	SLC25A36	chr3	+	140685189	140685276	140681968	140682069	140689768	140689835	chr3:140685189-140685276|+|140682069|140689768	31,33,41	89,71,88	11,14,14	98,95,48	187	100	6.64671026374e-06	0.000394818194312	0.157,0.199,0.199	0.057,0.073,0.135	0.097
chr3:140687524-140687572|+|140685878|140689768	ENSG00000114120.12_4	SLC25A36	chr3	+	140687524	140687572	140685775	140685878	140689768	140689835	chr3:140687524-140687572|+|140685878|140689768	4,9,15	49,77,105	1,1,0	38,33,33	148	100	2.95390500966e-05	0.00137702025824	0.052,0.073,0.088	0.017,0.02,0.0	0.059
chr1:79115870-79116337|+|79115590|79119927	ENSG00000137965.11_3	IFI44	chr1	+	79115870	79116337	79115515	79115590	79119927	79119964	chr1:79115870-79116337|+|79115590|79119927	149,164,176	24,7,11	113,180,127	32,27,30	200	100	0.000162640391005	0.00549332250169	0.756,0.921,0.889	0.638,0.769,0.679	0.16
chr3:48999044-48999112|+|48960244|49004557	ENSG00000177479.19_2	ARIH2	chr3	+	48999044	48999112	48960180	48960244	49004557	49004584	chr3:48999044-48999112|+|48960244|49004557	8,5,17	0,0,2	8,14,8	7,3,2	168	100	9.21174985888e-05	0.00347064558412	1.0,1.0,0.835	0.405,0.735,0.704	0.33
chr4:27023115-27023234|+|27019606|27024140	ENSG00000109689.16_5	STIM2	chr4	+	27023115	27023234	27019332	27019606	27024140	27024462	chr4:27023115-27023234|+|27019606|27024140	20,18,37	78,69,75	28,41,30	211,271,171	200	100	8.79723055418e-05	0.0033490301049	0.114,0.115,0.198	0.062,0.07,0.081	0.071
chr8:145112350-145112616|-|145112223|145112758	ENSG00000178814.17_4	OPLAH	chr8	-	145112350	145112616	145112110	145112223	145112758	145112826	chr8:145112350-145112616|-|145112223|145112758	522,806,594	4,11,8	262,301,276	17,15,10	200	100	8.76935968286e-08	9.3059898766e-06	0.985,0.973,0.974	0.885,0.909,0.932	0.069
chr7:152508781-152508818|+|152498816|152511634	ENSG00000133627.18_3	ACTR3B	chr7	+	152508781	152508818	152498705	152498816	152511634	152511730	chr7:152508781-152508818|+|152498816|152511634	40,92,72	113,122,135	25,31,20	255,177,189	137	100	9.10382880193e-15	2.82591876125e-12	0.205,0.355,0.28	0.067,0.113,0.072	0.196
chr2:238678268-238678461|+|238668848|238678585	ENSG00000124831.19_5	LRRFIP1	chr2	+	238678268	238678461	238668706	238668848	238678585	238678635	chr2:238678268-238678461|+|238668848|238678585	42,64,53	4,18,9	123,108,119	60,79,66	200	100	1.08993254393e-05	0.00060091032688	0.84,0.64,0.746	0.506,0.406,0.474	0.28
chr10:81841395-81841490|+|81838542|81841596	ENSG00000133678.14_4	TMEM254	chr10	+	81841395	81841490	81838401	81838542	81841596	81841700	chr10:81841395-81841490|+|81838542|81841596	78,162,60	437,555,442	59,79,61	848,873,855	195	100	2.50910403565e-14	7.47091816673e-12	0.084,0.13,0.065	0.034,0.044,0.035	0.055
chr2:220093155-220093207|-|220092775|220094256	ENSG00000198925.12_5	ATG9A	chr2	-	220093155	220093207	220092643	220092775	220094256	220094316	chr2:220093155-220093207|-|220092775|220094256	135,206,262	33,39,36	182,256,150	55,75,62	152	100	0.000261989667736	0.00801239541779	0.729,0.777,0.827	0.685,0.692,0.614	0.114
chr3:49054044-49054106|-|49053944|49054206	ENSG00000178149.17_5	DALRD3	chr3	-	49054044	49054106	49053861	49053944	49054206	49054280	chr3:49054044-49054106|-|49053944|49054206	532,944,756	39,25,31	745,1124,952	92,102,73	162	100	2.75554581375e-08	3.29853461315e-06	0.894,0.959,0.938	0.833,0.872,0.89	0.065
chr12:30864672-30864716|-|30864563|30866718	ENSG00000110888.17_5	CAPRIN2	chr12	-	30864672	30864716	30864499	30864563	30866718	30866819	chr12:30864672-30864716|-|30864563|30866718	14,34,37	182,190,204	39,32,11	542,517,467	144	100	4.86742911532e-08	5.46001279529e-06	0.051,0.111,0.112	0.048,0.041,0.016	0.056
chr9:97401422-97401616|-|97382773|97402325	ENSG00000165140.10_4	FBP1	chr9	-	97401422	97401616	97382610	97382773	97402325	97402531	chr9:97401422-97401616|-|97382773|97402325	514,883,782	331,297,338	81,78,54	141,102,137	200	100	2.22044604925e-15	7.46685851551e-13	0.437,0.598,0.536	0.223,0.277,0.165	0.302
chr2:131785517-131785657|+|131704208|131796425	ENSG00000136002.18_4	ARHGEF4	chr2	+	131785517	131785657	131704081	131704208	131796425	131796605	chr2:131785517-131785657|+|131704208|131796425	200,213,294	8,4,0	113,118,61	8,9,11	200	100	6.4332828198e-07	5.34686000431e-05	0.926,0.964,1.0	0.876,0.868,0.735	0.137
