ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr9:133507588-133507665:133510053-133510125|+|133507409|133511385	ENSG00000107164.16_4	FUBP3	chr9	+	133507588	133507665	133510053	133510125	133507328	133507409	133511385	133511513	chr9:133507588-133507665:133510053-133510125|+|133507409|133511385	734,546,756	405,362,472	602,666,642	264,255,268	177	172	6.89666984859e-05	0.00201836161925	0.638,0.594,0.609	0.689,0.717,0.7	-0.088
chr7:103801519-103801630:103805682-103805730|-|103777340|103807219	ENSG00000164815.11_3	ORC5	chr7	-	103801519	103801630	103805682	103805730	103777227	103777340	103807219	103807332	chr7:103801519-103801630:103805682-103805730|-|103777340|103807219	117,95,128	426,371,410	161,144,118	318,317,322	148	200	0.000126128648254	0.00330978438162	0.271,0.257,0.297	0.406,0.38,0.331	-0.097
chr19:18271863-18271995:18272088-18272305|+|18271779|18272775	ENSG00000105647.17_4	PIK3R2	chr19	+	18271863	18271995	18272088	18272305	18271728	18271779	18272775	18272861	chr19:18271863-18271995:18272088-18272305|+|18271779|18272775	288,384,379	108,121,137	279,307,302	53,75,62	200	200	0.000116537621249	0.00309852403131	0.727,0.76,0.734	0.84,0.804,0.83	-0.084
chr2:113984731-113984833:113994177-113994298|-|113977755|113999127	ENSG00000125618.17_5	PAX8	chr2	-	113984731	113984833	113994177	113994298	113977668	113977755	113999127	113999303	chr2:113984731-113984833:113994177-113994298|-|113977755|113999127	11,6,14	32,31,44	77,102,79	50,99,91	200	200	3.55699784071e-08	3.10670218462e-06	0.256,0.162,0.241	0.606,0.507,0.465	-0.306
chr12:88910110-88910267:88912473-88912644|-|88900914|88926217	ENSG00000049130.16_5	KITLG	chr12	-	88910110	88910267	88912473	88912644	88900804	88900914	88926217	88926280	chr12:88910110-88910267:88912473-88912644|-|88900914|88926217	216,75,252	47,16,44	933,757,610	113,83,55	200	200	0.000133910075553	0.00346245895294	0.821,0.824,0.851	0.892,0.901,0.917	-0.071
chr6:4996455-4996654:5000042-5000138|-|4996319|5000796	ENSG00000124787.13_3	RPP40	chr6	-	4996455	4996654	5000042	5000138	4996184	4996319	5000796	5000865	chr6:4996455-4996654:5000042-5000138|-|4996319|5000796	540,212,361	807,402,576	270,284,275	210,190,309	196	200	3.66890852477e-07	2.46007960145e-05	0.406,0.35,0.39	0.567,0.604,0.476	-0.167
chr2:191777918-191778090:191784940-191784974|+|191775047|191785749	ENSG00000115419.12_6	GLS	chr2	+	191777918	191778090	191784940	191784974	191774988	191775047	191785749	191785782	chr2:191777918-191778090:191784940-191784974|+|191775047|191785749	56,27,51	7,2,10	46,15,34	0,1,2	200	134	0.000193446946902	0.00463250743009	0.843,0.9,0.774	1.0,0.91,0.919	-0.104
chr11:75163860-75164015:75167801-75167861|-|75161028|75173830	ENSG00000158555.15_4	GDPD5	chr11	-	75163860	75164015	75167801	75167861	75160929	75161028	75173830	75173934	chr11:75163860-75164015:75167801-75167861|-|75161028|75173830	68,40,86	18,6,26	111,105,170	6,3,8	160	200	4.53924342558e-10	5.84967165775e-08	0.825,0.893,0.805	0.959,0.978,0.964	-0.126
chr3:52018062-52018174:52019222-52019287|+|52012390|52019376	ENSG00000114786.16_6	ABHD14A-ACY1	chr3	+	52018062	52018174	52019222	52019287	52012274	52012390	52019376	52019481	chr3:52018062-52018174:52019222-52019287|+|52012390|52019376	31,34,20	521,713,586	47,51,39	255,294,299	200	165	3.17523785043e-14	7.58404676928e-12	0.047,0.038,0.027	0.132,0.125,0.097	-0.081
chr3:52018076-52018174:52019222-52019287|+|52012390|52019376	ENSG00000114786.16_6	ABHD14A-ACY1	chr3	+	52018076	52018174	52019222	52019287	52012274	52012390	52019376	52019481	chr3:52018076-52018174:52019222-52019287|+|52012390|52019376	31,35,21	521,713,586	46,52,38	255,294,299	198	165	1.1990408666e-13	2.66145726148e-11	0.047,0.039,0.029	0.131,0.128,0.096	-0.08
chr3:52019376-52019481:52019867-52019962|+|52018174|52020270	ENSG00000114786.16_6	ABHD14A-ACY1	chr3	+	52019376	52019481	52019867	52019962	52018062	52018174	52020270	52020347	chr3:52019376-52019481:52019867-52019962|+|52018174|52020270	32,38,21	765,1147,833	50,54,40	428,475,520	200	195	1.74971148681e-12	3.36205756436e-10	0.039,0.031,0.024	0.102,0.1,0.07	-0.059
chr7:99950995-99951106:99954372-99954506|+|99950893|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99950995	99951106	99954372	99954506	99950832	99950893	99955842	99955989	chr7:99950995-99951106:99954372-99954506|+|99950893|99955842	531,477,533	159,206,201	440,531,345	5,1,5	200	200	0	0.0	0.77,0.698,0.726	0.989,0.998,0.986	-0.26
chr7:99950995-99951635:99954372-99954506|+|99950893|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99950995	99951635	99954372	99954506	99950832	99950893	99955842	99955989	chr7:99950995-99951635:99954372-99954506|+|99950893|99955842	531,475,533	159,206,201	439,536,344	5,1,5	200	200	0	0.0	0.77,0.698,0.726	0.989,0.998,0.986	-0.26
chr7:99951517-99951635:99954372-99954506|+|99951106|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99951517	99951635	99954372	99954506	99950995	99951106	99955842	99955989	chr7:99951517-99951635:99954372-99954506|+|99951106|99955842	7,16,9	159,209,197	5,14,9	7,1,5	200	200	4.80349093834e-12	8.63689138829e-10	0.042,0.071,0.044	0.417,0.933,0.643	-0.612
chr7:99952765-99952863:99954372-99954506|+|99950893|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99952765	99952863	99954372	99954506	99950832	99950893	99955842	99955989	chr7:99952765-99952863:99954372-99954506|+|99950893|99955842	72,140,107	159,206,201	83,66,55	5,1,5	198	200	0	0.0	0.314,0.407,0.35	0.944,0.985,0.917	-0.592
chr7:99952765-99952863:99954372-99954506|+|99951635|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99952765	99952863	99954372	99954506	99950995	99951635	99955842	99955989	chr7:99952765-99952863:99954372-99954506|+|99951635|99955842	379,417,477	157,207,197	379,425,357	7,5,4	198	200	0	0.0	0.709,0.67,0.71	0.982,0.988,0.989	-0.29
chr7:99952765-99952863:99954016-99954506|+|99951635|99955842	ENSG00000121716.20_5	PILRB	chr7	+	99952765	99952863	99954016	99954506	99951517	99951635	99955842	99955882	chr7:99952765-99952863:99954016-99954506|+|99951635|99955842	379,417,477	160,206,197	379,425,357	5,4,4	198	200	0	0.0	0.705,0.672,0.71	0.987,0.991,0.989	-0.293
chr7:1519952-1520077:1520470-1520569|-|1519320|1520977	ENSG00000164880.16_3	INTS1	chr7	-	1519952	1520077	1520470	1520569	1519065	1519320	1520977	1521124	chr7:1519952-1520077:1520470-1520569|-|1519320|1520977	751,650,840	600,619,673	756,722,598	402,423,421	199	200	0.000307163790442	0.00668994525148	0.557,0.513,0.556	0.654,0.632,0.588	-0.083
chr17:27412621-27412666:27413455-27413595|-|27409456|27413953	ENSG00000196535.16_7	MYO18A	chr17	-	27412621	27412666	27413455	27413595	27409333	27409456	27413953	27414139	chr17:27412621-27412666:27413455-27413595|-|27409456|27413953	415,736,628	42,117,70	449,504,350	24,26,21	200	145	6.22344066281e-08	5.11952556505e-06	0.878,0.82,0.867	0.931,0.934,0.924	-0.075
chr1:1274741-1274819:1274961-1275029|-|1274033|1275115	ENSG00000107404.20_5	DVL1	chr1	-	1274741	1274819	1274961	1275029	1273901	1274033	1275115	1275192	chr1:1274741-1274819:1274961-1275029|-|1274033|1275115	1794,1567,1736	2507,1927,2383	841,876,1137	779,700,1142	168	178	1.38997290284e-05	0.000545564364365	0.431,0.463,0.436	0.534,0.57,0.513	-0.096
chr2:238427181-238427291:238436019-238436159|+|238419744|238448990	ENSG00000115648.14_4	MLPH	chr2	+	238427181	238427291	238436019	238436159	238419631	238419744	238448990	238449176	chr2:238427181-238427291:238436019-238436159|+|238419744|238448990	825,774,1143	632,902,1010	950,1219,926	414,547,411	200	200	5.63205038162e-12	1.00147813001e-09	0.566,0.462,0.531	0.696,0.69,0.693	-0.173
chr2:238428552-238428672:238436019-238436159|+|238427291|238448990	ENSG00000115648.14_4	MLPH	chr2	+	238428552	238428672	238436019	238436159	238427181	238427291	238448990	238449176	chr2:238428552-238428672:238436019-238436159|+|238427291|238448990	879,981,1092	632,902,1011	923,1293,906	414,546,412	200	200	8.4443563253e-13	1.67507925011e-10	0.582,0.521,0.519	0.69,0.703,0.687	-0.153
chr2:238434243-238434448:238436019-238436159|+|238427291|238448990	ENSG00000115648.14_4	MLPH	chr2	+	238434243	238434448	238436019	238436159	238426937	238427291	238448990	238449176	chr2:238434243-238434448:238436019-238436159|+|238427291|238448990	187,181,256	632,902,1011	323,415,384	414,546,412	200	200	0	0.0	0.228,0.167,0.202	0.438,0.432,0.482	-0.252
chr3:100030676-100030721:100034942-100035031|+|100029386|100037912	ENSG00000036054.13_4	TBC1D23	chr3	+	100030676	100030721	100034942	100035031	100029246	100029386	100037912	100038048	chr3:100030676-100030721:100034942-100035031|+|100029386|100037912	124,132,103	593,496,669	170,168,151	449,431,375	145	189	5.62614375088e-08	4.66694424284e-06	0.214,0.258,0.167	0.33,0.337,0.344	-0.124
chr3:100030676-100030721:100034942-100035031|+|100029386|100039620	ENSG00000036054.13_4	TBC1D23	chr3	+	100030676	100030721	100034942	100035031	100029246	100029386	100039620	100039815	chr3:100030676-100030721:100034942-100035031|+|100029386|100039620	120,132,103	268,125,294	168,169,151	57,73,51	145	189	3.17442738762e-11	4.92974405165e-09	0.369,0.579,0.313	0.793,0.751,0.794	-0.359
chr9:140695331-140695436:140705912-140706067|+|140693366|140707457	ENSG00000181090.21_6	EHMT1	chr9	+	140695331	140695436	140705912	140706067	140693264	140693366	140707457	140707625	chr9:140695331-140695436:140705912-140706067|+|140693366|140707457	326,306,427	283,282,373	319,328,269	186,174,170	200	200	7.83153868593e-05	0.00224051620095	0.535,0.52,0.534	0.632,0.653,0.613	-0.103
chr17:74086409-74086478:74087223-74087316|-|74085401|74090494	ENSG00000182473.22_4	EXOC7	chr17	-	74086409	74086478	74087223	74087316	74085255	74085401	74090494	74090662	chr17:74086409-74086478:74087223-74087316|-|74085401|74090494	152,46,148	226,67,202	297,333,304	70,66,61	193	169	0	0.0	0.371,0.375,0.391	0.788,0.815,0.814	-0.427
chr10:71690155-71690308:71695105-71695147|+|71689843|71696511	ENSG00000197467.14_4	COL13A1	chr10	+	71690155	71690308	71695105	71695147	71689798	71689843	71696511	71696538	chr10:71690155-71690308:71695105-71695147|+|71689843|71696511	843,2994,1691	344,977,604	1503,1723,1613	421,402,405	200	142	0.000171166444892	0.00419413173114	0.635,0.685,0.665	0.717,0.753,0.739	-0.075
chr3:100523635-100523710:100543701-100543785|-|100515312|100551107	ENSG00000154175.17_5	ABI3BP	chr3	-	100523635	100523710	100543701	100543785	100515252	100515312	100551107	100551158	chr3:100523635-100523710:100543701-100543785|-|100515312|100551107	4,36,6	23,206,31	138,222,50	192,462,139	184	175	3.48300140396e-07	2.3557795756e-05	0.142,0.143,0.155	0.406,0.314,0.255	-0.178
chr3:100527004-100527079:100529255-100529321|-|100523710|100530073	ENSG00000154175.17_5	ABI3BP	chr3	-	100527004	100527079	100529255	100529321	100523635	100523710	100530073	100530121	chr3:100527004-100527079:100529255-100529321|-|100523710|100530073	16,49,27	53,522,110	236,462,180	674,1543,519	166	175	9.33875299084e-05	0.00258942722387	0.241,0.09,0.206	0.27,0.24,0.268	-0.08
chr3:100541432-100541516:100542301-100542358|-|100527079|100543701	ENSG00000154175.17_5	ABI3BP	chr3	-	100541432	100541516	100542301	100542358	100527004	100527079	100543701	100543785	chr3:100541432-100541516:100542301-100542358|-|100527079|100543701	11,54,38	3,33,2	319,572,156	16,39,15	157	184	0.000195330125344	0.00466891948325	0.811,0.657,0.957	0.959,0.945,0.924	-0.134
chr3:100542301-100542358:100548424-100548508|-|100541516|100549421	ENSG00000154175.17_5	ABI3BP	chr3	-	100542301	100542358	100548424	100548508	100541432	100541516	100549421	100549478	chr3:100542301-100542358:100548424-100548508|-|100541516|100549421	3,4,4	17,72,25	123,179,80	350,653,214	184	157	4.93209939811e-06	0.00022972448499	0.131,0.045,0.12	0.231,0.19,0.242	-0.122
chr3:100543701-100543785:100548424-100548508|-|100542358|100549421	ENSG00000154175.17_5	ABI3BP	chr3	-	100543701	100543785	100548424	100548508	100542301	100542358	100549421	100549478	chr3:100543701-100543785:100548424-100548508|-|100542358|100549421	3,4,2	17,76,45	123,179,78	437,839,253	184	184	8.68702594747e-07	5.18964139433e-05	0.15,0.05,0.043	0.22,0.176,0.236	-0.13
chr3:100548424-100548508:100549421-100549478|-|100541516|100551107	ENSG00000154175.17_5	ABI3BP	chr3	-	100548424	100548508	100549421	100549478	100541432	100541516	100551107	100551194	chr3:100548424-100548508:100549421-100549478|-|100541516|100551107	3,9,3	21,77,31	61,126,35	207,308,105	157	184	7.31693385847e-06	0.000320946605617	0.143,0.12,0.102	0.257,0.324,0.281	-0.166
chr3:100548424-100548508:100549421-100549478|-|100542358|100551107	ENSG00000154175.17_5	ABI3BP	chr3	-	100548424	100548508	100549421	100549478	100542301	100542358	100551107	100551194	chr3:100548424-100548508:100549421-100549478|-|100542358|100551107	3,9,3	21,77,29	61,125,37	207,308,103	157	184	8.11243531307e-06	0.000349529759774	0.143,0.12,0.108	0.257,0.322,0.296	-0.168
chr3:100548424-100548508:100549421-100549478|-|100543785|100551107	ENSG00000154175.17_5	ABI3BP	chr3	-	100548424	100548508	100549421	100549478	100543701	100543785	100551107	100551194	chr3:100548424-100548508:100549421-100549478|-|100543785|100551107	3,10,3	21,85,36	63,130,40	220,338,113	157	184	3.6972323415e-06	0.000180227827204	0.143,0.121,0.089	0.251,0.311,0.293	-0.167
chr3:100548424-100548508:100549421-100549478|-|100547296|100551107	ENSG00000154175.17_5	ABI3BP	chr3	-	100548424	100548508	100549421	100549478	100547236	100547296	100551107	100551194	chr3:100548424-100548508:100549421-100549478|-|100547296|100551107	3,9,3	31,113,46	61,132,40	351,545,184	157	184	2.82568716778e-05	0.000982920740286	0.102,0.085,0.071	0.169,0.221,0.203	-0.112
chr12:123687796-123687922:123694602-123694709|-|123687631|123702922	ENSG00000051825.14_5	MPHOSPH9	chr12	-	123687796	123687922	123694602	123694709	123687170	123687631	123702922	123703046	chr12:123687796-123687922:123694602-123694709|-|123687631|123702922	42,33,31	122,92,93	94,80,61	163,102,73	200	200	1.42216183862e-05	0.00055667107055	0.256,0.264,0.25	0.366,0.44,0.455	-0.164
chr3:58124008-58124256:58127584-58127623|+|58121895|58128376	ENSG00000136068.14_4	FLNB	chr3	+	58124008	58124256	58127584	58127623	58121705	58121895	58128376	58128479	chr3:58124008-58124256:58127584-58127623|+|58121895|58128376	3911,3666,4789	291,467,465	7074,6585,5045	114,167,67	200	139	0	0.0	0.903,0.845,0.877	0.977,0.965,0.981	-0.099
chr3:58124008-58124256:58127584-58127656|+|58121895|58128376	ENSG00000136068.14_4	FLNB	chr3	+	58124008	58124256	58127584	58127656	58121705	58121895	58128376	58128479	chr3:58124008-58124256:58127584-58127656|+|58121895|58128376	3911,3666,4789	2486,2337,2657	7074,6585,5045	1433,2037,1153	200	172	0	0.0	0.575,0.574,0.608	0.809,0.735,0.79	-0.192
chr3:65438932-65439015:65455957-65456159|-|65428524|65464266	ENSG00000151276.23_3	MAGI1	chr3	-	65438932	65439015	65455957	65456159	65428466	65428524	65464266	65464309	chr3:65438932-65439015:65455957-65456159|-|65428524|65464266	39,43,52	28,42,71	76,140,55	31,41,3	200	183	7.84033012957e-07	4.73027611853e-05	0.56,0.484,0.401	0.692,0.758,0.944	-0.316
chr3:12783952-12784006:12790153-12790291|-|12780087|12791258	ENSG00000088726.16_5	TMEM40	chr3	-	12783952	12784006	12790153	12790291	12780051	12780087	12791258	12791339	chr3:12783952-12784006:12790153-12790291|-|12780087|12791258	382,350,378	398,368,375	17,29,45	10,5,20	200	154	0.000324133331415	0.00699094070805	0.425,0.423,0.437	0.567,0.817,0.634	-0.244
chr14:36225998-36226114:36231915-36231959|-|36221368|36240147	ENSG00000174373.16_4	RALGAPA1	chr14	-	36225998	36226114	36231915	36231959	36221229	36221368	36240147	36240205	chr14:36225998-36226114:36231915-36231959|-|36221368|36240147	9,3,2	59,29,52	38,42,18	105,89,64	144	200	2.61281780911e-06	0.000134013611452	0.175,0.126,0.051	0.335,0.396,0.281	-0.22
chr3:124536467-124536557:124538585-124538681|-|124515664|124540159	ENSG00000082781.12_4	ITGB5	chr3	-	124536467	124536557	124538585	124538681	124515234	124515664	124540159	124540305	chr3:124536467-124536557:124538585-124538681|-|124515664|124540159	904,399,693	77,41,82	854,851,834	38,37,39	196	190	2.06722849949e-08	1.92235227964e-06	0.919,0.904,0.891	0.956,0.957,0.954	-0.051
chr21:46380014-46380083:46386948-46387096|+|46363707|46393111	ENSG00000160256.13_4	FAM207A	chr21	+	46380014	46380083	46386948	46387096	46363598	46363707	46393111	46393180	chr21:46380014-46380083:46386948-46387096|+|46363707|46393111	581,573,505	1120,1168,1148	308,272,378	332,360,491	169	200	8.25210841882e-08	6.57004599777e-06	0.38,0.367,0.342	0.523,0.472,0.477	-0.128
chr21:46380014-46380083:46386948-46387096|+|46363752|46393111	ENSG00000160256.13_4	FAM207A	chr21	+	46380014	46380083	46386948	46387096	46363598	46363752	46393111	46393180	chr21:46380014-46380083:46386948-46387096|+|46363752|46393111	565,556,578	1123,1169,1148	320,315,363	332,361,490	169	200	2.0947903856e-08	1.94296335909e-06	0.373,0.36,0.373	0.533,0.508,0.467	-0.134
chr14:105944602-105944697:105945067-105945208|+|105941242|105945315	ENSG00000182809.10_2	CRIP2	chr14	+	105944602	105944697	105945067	105945208	105940486	105941242	105945315	105945384	chr14:105944602-105944697:105945067-105945208|+|105941242|105945315	350,604,586	476,760,608	1085,1873,1556	803,1400,1625	195	200	0.000289053418043	0.00637313530379	0.43,0.449,0.497	0.581,0.578,0.495	-0.093
chr3:171405160-171405374:171406465-171406666|-|171395484|171410121	ENSG00000075651.16_4	PLD1	chr3	-	171405160	171405374	171406465	171406666	171395355	171395484	171410121	171410232	chr3:171405160-171405374:171406465-171406666|-|171395484|171410121	27,85,14	41,95,41	79,214,48	45,78,33	200	200	3.9898163976e-06	0.000191707252782	0.397,0.472,0.255	0.637,0.733,0.593	-0.28
chr16:30731482-30731652:30732033-30732299|+|30727800|30733442	ENSG00000282034.1_8	AC106886.5	chr16	+	30731482	30731652	30732033	30732299	30727613	30727800	30733442	30733607	chr16:30731482-30731652:30732033-30732299|+|30727800|30733442	152,114,260	64,38,81	216,199,112	37,36,27	200	200	0.000131947055654	0.00342365231887	0.704,0.75,0.762	0.854,0.847,0.806	-0.097
chr17:57089688-57089807:57092970-57093160|-|57076820|57094656	ENSG00000108395.14_6	TRIM37	chr17	-	57089688	57089807	57092970	57093160	57075560	57076820	57094656	57094785	chr17:57089688-57089807:57092970-57093160|-|57076820|57094656	290,382,349	81,160,100	288,318,288	43,37,33	200	200	1.592093124e-11	2.61436312224e-09	0.782,0.705,0.777	0.87,0.896,0.897	-0.133
chr10:81815671-81815882:81816074-81816161|-|81813342|81820545	ENSG00000230091.6_5	TMEM254-AS1	chr10	-	81815671	81815882	81816074	81816161	81813151	81813342	81820545	81820689	chr10:81815671-81815882:81816074-81816161|-|81813342|81820545	51,44,77	168,146,209	43,27,17	42,28,34	187	200	8.742531948e-05	0.00245316818436	0.245,0.244,0.283	0.523,0.508,0.348	-0.202
chr3:160073800-160073938:160075276-160075366|-|160037727|160083830	ENSG00000248710.1_6	AC079594.2	chr3	-	160073800	160073938	160075276	160075366	160037547	160037727	160083830	160083940	chr3:160073800-160073938:160075276-160075366|-|160037727|160083830	79,55,110	108,93,112	119,157,87	84,131,59	190	200	0.000498288324608	0.00979180625203	0.435,0.384,0.508	0.599,0.558,0.608	-0.146
chr8:144887103-144887184:144888576-144888654|-|144886995|144889093	ENSG00000180900.19_4	SCRIB	chr8	-	144887103	144887184	144888576	144888654	144886737	144886995	144889093	144889183	chr8:144887103-144887184:144888576-144888654|-|144886995|144889093	1455,1269,1479	946,833,1079	835,755,690	359,349,303	178	181	4.99345717631e-06	0.000232142566721	0.61,0.608,0.582	0.703,0.687,0.698	-0.096
chr8:144887281-144887605:144888576-144888654|-|144887184|144889093	ENSG00000180900.19_4	SCRIB	chr8	-	144887281	144887605	144888576	144888654	144887103	144887184	144889093	144889183	chr8:144887281-144887605:144888576-144888654|-|144887184|144889093	1472,1280,1491	1203,1045,1289	833,755,698	384,383,413	178	200	2.17224748411e-07	1.55883579211e-05	0.579,0.579,0.565	0.709,0.689,0.655	-0.11
chr3:196802707-196802741:196803456-196803556|-|196793625|196807921	ENSG00000075711.21_6	DLG1	chr3	-	196802707	196802741	196803456	196803556	196793574	196793625	196807921	196807988	chr3:196802707-196802741:196803456-196803556|-|196793625|196807921	302,285,245	37,67,61	457,386,385	31,57,27	200	134	2.04124379389e-05	0.000747623687128	0.845,0.74,0.729	0.908,0.819,0.905	-0.106
chr3:196802707-196802741:196803456-196803553|-|196796131|196807921	ENSG00000075711.21_6	DLG1	chr3	-	196802707	196802741	196803456	196803553	196796089	196796131	196807921	196807988	chr3:196802707-196802741:196803456-196803553|-|196796131|196807921	520,513,608	151,270,221	655,629,610	128,187,127	197	134	0.000336437982483	0.00719127110491	0.701,0.564,0.652	0.777,0.696,0.766	-0.107
chr3:196802707-196802741:196803456-196803556|-|196796131|196807921	ENSG00000075711.21_6	DLG1	chr3	-	196802707	196802741	196803456	196803556	196796089	196796131	196807921	196807988	chr3:196802707-196802741:196803456-196803556|-|196796131|196807921	660,660,706	151,270,221	905,845,799	128,187,127	200	134	4.88369972862e-06	0.00022821324975	0.745,0.621,0.682	0.826,0.752,0.808	-0.113
chr11:376250-376351:376420-377327|+|376174|379417	ENSG00000182272.12_4	B4GALNT4	chr11	+	376250	376351	376420	377327	376073	376174	379417	379701	chr11:376250-376351:376420-377327|+|376174|379417	316,331,439	280,377,321	151,183,163	41,64,97	200	200	1.72321149861e-06	9.40823784271e-05	0.53,0.468,0.578	0.786,0.741,0.627	-0.193
chr3:194134487-194134568:194140607-194140696|-|194126845|194146070	ENSG00000133657.15_5	ATP13A3	chr3	-	194134487	194134568	194140607	194140696	194123400	194126845	194146070	194146258	chr3:194134487-194134568:194140607-194140696|-|194126845|194146070	107,33,20	290,179,359	106,109,54	195,238,139	189	181	8.03617655309e-07	4.836733845e-05	0.261,0.15,0.051	0.342,0.305,0.271	-0.152
chr11:122026258-122026340:122051043-122051106|-|121962448|122073471	ENSG00000255248.9_6	MIR100HG	chr11	-	122026258	122026340	122051043	122051106	121960060	121962448	122073471	122075071	chr11:122026258-122026340:122051043-122051106|-|121962448|122073471	20,28,16	246,448,207	32,56,43	307,431,250	163	182	0.000334718545188	0.00716641701439	0.083,0.065,0.079	0.104,0.127,0.161	-0.055
chr1:32681984-32682118:32682489-32682548|-|32681882|32682859	ENSG00000160055.19_2	TMEM234	chr1	-	32681984	32682118	32682489	32682548	32681447	32681882	32682859	32682952	chr1:32681984-32682118:32682489-32682548|-|32681882|32682859	41,44,57	42,40,35	79,89,83	26,38,25	159	200	3.27540969155e-05	0.00110909059361	0.551,0.58,0.672	0.793,0.747,0.807	-0.181
chr3:53886025-53886153:53886897-53887024|+|53883822|53890870	ENSG00000056736.10_5	IL17RB	chr3	+	53886025	53886153	53886897	53887024	53883681	53883822	53890870	53891013	chr3:53886025-53886153:53886897-53887024|+|53883822|53890870	101,48,91	15,15,22	46,53,45	1,3,3	200	200	4.59307249778e-06	0.000216836139848	0.871,0.762,0.805	0.979,0.946,0.938	-0.142
chr20:35796523-35796646:35800314-35800460|-|35788579|35807625	ENSG00000101353.14_5	MROH8	chr20	-	35796523	35796646	35800314	35800460	35788499	35788579	35807625	35807741	chr20:35796523-35796646:35800314-35800460|-|35788579|35807625	0,3,0	17,8,10	10,11,9	22,15,25	200	200	5.83666067657e-05	0.00176263592658	0.0,0.273,0.0	0.313,0.423,0.265	-0.243
chr20:31424439-31424647:31427540-31427662|+|31421668|31434423	ENSG00000101367.9_3	MAPRE1	chr20	+	31424439	31424647	31427540	31427662	31421522	31421668	31434423	31434576	chr20:31424439-31424647:31427540-31427662|+|31421668|31434423	1671,1047,1626	1878,1363,2239	2454,2073,1905	2159,1819,1907	200	200	0.000212170279512	0.00499630542974	0.471,0.434,0.421	0.532,0.533,0.5	-0.08
chr4:76714842-76715054:76716488-76716509|+|76711950|76720774	ENSG00000138768.14_4	USO1	chr4	+	76714842	76715054	76716488	76716509	76711795	76711950	76720774	76720885	chr4:76714842-76715054:76716488-76716509|+|76711950|76720774	403,304,368	115,140,139	803,872,625	5,7,7	200	121	0	0.0	0.68,0.568,0.616	0.99,0.987,0.982	-0.365
chr4:83348342-83348457:83348585-83348717|-|83347786|83349170	ENSG00000152795.17_6	HNRNPDL	chr4	-	83348342	83348457	83348585	83348717	83347615	83347786	83349170	83349332	chr4:83348342-83348457:83348585-83348717|-|83347786|83349170	2014,1350,2100	2545,1880,3005	2675,2755,2292	2090,2373,2104	200	200	4.07138960323e-08	3.48968507004e-06	0.442,0.418,0.411	0.561,0.537,0.521	-0.116
chr2:220082391-220082529:220082846-220085174|-|220081554|220085468	ENSG00000284820.1_2	AC068946.2	chr2	-	220082391	220082529	220082846	220085174	220081085	220081554	220085468	220085614	chr2:220082391-220082529:220082846-220085174|-|220081554|220085468	350,499,513	89,128,93	412,509,486	61,53,41	200	200	3.12023782367e-08	2.7837797465e-06	0.797,0.796,0.847	0.871,0.906,0.922	-0.086
chr11:65307483-65307624:65307715-65307853|-|65307352|65307956	ENSG00000168056.16_5	LTBP3	chr11	-	65307483	65307624	65307715	65307853	65307190	65307352	65307956	65308085	chr11:65307483-65307624:65307715-65307853|-|65307352|65307956	1957,2227,2728	106,244,155	930,1748,1622	4,17,31	200	200	0	0.0	0.949,0.901,0.946	0.996,0.99,0.981	-0.057
chr10:32128564-32128639:32132388-32132514|-|32120728|32150322	ENSG00000165322.17_5	ARHGAP12	chr10	-	32128564	32128639	32132388	32132514	32120666	32120728	32150322	32150586	chr10:32128564-32128639:32132388-32132514|-|32120728|32150322	23,19,27	48,51,51	30,41,19	24,41,18	200	175	0.000102379945935	0.00279068266773	0.295,0.246,0.317	0.522,0.467,0.48	-0.204
chr22:38691392-38691453:38694790-38694939|-|38690540|38695899	ENSG00000213923.12_6	CSNK1E	chr22	-	38691392	38691453	38694790	38694939	38690347	38690540	38695899	38696070	chr22:38691392-38691453:38694790-38694939|-|38690540|38695899	1467,1445,1618	221,194,241	1608,1811,1585	34,32,50	200	161	0	0.0	0.842,0.857,0.844	0.974,0.979,0.962	-0.124
chr10:73585593-73585650:73587770-73587914|-|73581764|73588633	ENSG00000197746.14_4	PSAP	chr10	-	73585593	73585650	73587770	73587914	73581632	73581764	73588633	73588834	chr10:73585593-73585650:73587770-73587914|-|73581764|73588633	4251,5534,5773	1680,2472,2386	7603,12717,8148	1720,2885,2092	200	157	1.19854126623e-11	2.01963615988e-09	0.665,0.637,0.655	0.776,0.776,0.754	-0.116
