ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr5:306716-306875|+|272887|314531	ENSG00000286001.1_1	AC021087.5	chr5	+	306716	306875	272825	272887	314531	315070	chr5:306716-306875|+|272887|314531	1,0,1	14,20,22	3,3,13	25,20,32	200	100	4.13226943902e-05	0.0018140639177	0.034,0.0,0.022	0.057,0.07,0.169	-0.08
chr5:253122-253195|+|251583|254472	ENSG00000073578.17_5	SDHA	chr5	+	253122	253195	251455	251583	254472	254621	chr5:253122-253195|+|251583|254472	7,0,4	38,21,47	24,6,19	16,27,20	173	100	2.36372020701e-06	0.000164454975428	0.096,0.0,0.047	0.464,0.114,0.354	-0.263
chr19:3567142-3567240|-|3551192|3573553	ENSG00000161091.13_4	MFSD12	chr19	-	3567142	3567240	3550985	3551192	3573553	3573627	chr19:3567142-3567240|-|3551192|3573553	1,6,1	6,15,13	16,5,5	7,8,4	198	100	0.000345752345683	0.00995279314209	0.078,0.168,0.037	0.536,0.24,0.387	-0.293
chr12:68710360-68710390|-|68710033|68715126	ENSG00000111554.14_2	MDM1	chr12	-	68710360	68710390	68709857	68710033	68715126	68715226	chr12:68710360-68710390|-|68710033|68715126	13,20,7	33,29,33	54,26,34	30,6,15	130	100	4.20870209794e-08	4.81083042455e-06	0.233,0.347,0.14	0.581,0.769,0.636	-0.422
chr3:37402733-37402796|+|37396678|37407570	ENSG00000144674.16_6	GOLGA4	chr3	+	37402733	37402796	37396591	37396678	37407570	37408242	chr3:37402733-37402796|+|37396678|37407570	784,763,716	521,962,423	799,742,1054	298,265,379	163	100	1.98349898117e-06	0.00014169796996	0.48,0.327,0.509	0.622,0.632,0.63	-0.189
chr4:183837571-183837692|-|183836728|183838440	ENSG00000129187.14_7	DCTD	chr4	-	183837571	183837692	183836613	183836728	183838440	183838542	chr4:183837571-183837692|-|183836728|183838440	199,66,203	353,320,381	166,138,126	131,135,151	200	100	3.50503570612e-09	5.13834548533e-07	0.22,0.093,0.21	0.388,0.338,0.294	-0.166
chr4:183837571-183837692|-|183836728|183838463	ENSG00000129187.14_7	DCTD	chr4	-	183837571	183837692	183836613	183836728	183838463	183838596	chr4:183837571-183837692|-|183836728|183838463	164,55,166	133,137,142	148,129,128	62,72,52	200	100	2.21885946489e-05	0.00108697147679	0.381,0.167,0.369	0.544,0.473,0.552	-0.217
chr7:148543561-148543690|-|148529842|148581255	ENSG00000106462.10_4	EZH2	chr7	-	148543561	148543690	148529725	148529842	148581255	148581337	chr7:148543561-148543690|-|148529842|148581255	290,180,267	23,16,45	227,174,185	8,6,13	200	100	0.000137671236822	0.00479792082554	0.863,0.849,0.748	0.934,0.935,0.877	-0.095
chr14:92547296-92547405|-|92537397|92548643	ENSG00000066427.23_6	ATXN3	chr14	-	92547296	92547405	92537281	92537397	92548643	92548810	chr14:92547296-92547405|-|92537397|92548643	150,167,143	4,0,9	217,191,196	0,0,0	200	100	0.000311756833498	0.0091889615071	0.949,1.0,0.888	1.0,1.0,1.0	-0.054
chr8:38279314-38279459|-|38277253|38280542	ENSG00000077782.20_5	FGFR1	chr8	-	38279314	38279459	38277050	38277253	38280542	38280693	chr8:38279314-38279459|-|38277253|38280542	116,48,68	3,5,2	347,431,385	0,0,0	200	100	0.000279314401874	0.00842876486655	0.951,0.828,0.944	1.0,1.0,1.0	-0.092
chr9:36390463-36390613|-|36376124|36400093	ENSG00000137075.18_4	RNF38	chr9	-	36390463	36390613	36375930	36376124	36400093	36400266	chr9:36390463-36390613|-|36376124|36400093	30,20,28	1,3,5	22,37,18	0,1,0	200	100	7.30629716347e-05	0.00289238640193	0.938,0.769,0.737	1.0,0.949,1.0	-0.168
chr13:24863136-24863316|+|24861088|24864789	ENSG00000273167.1_6	AL359736.1	chr13	+	24863136	24863316	24860902	24861088	24864789	24865022	chr13:24863136-24863316|+|24861088|24864789	248,206,365	8,8,6	145,136,80	0,0,0	200	100	5.14900271307e-05	0.00217509903176	0.939,0.928,0.968	1.0,1.0,1.0	-0.055
chr9:95773495-95773554|+|95768462|95776133	ENSG00000127084.19_4	FGD3	chr9	+	95773495	95773554	95768305	95768462	95776133	95776280	chr9:95773495-95773554|+|95768462|95776133	50,62,72	7,2,11	8,16,14	0,1,0	159	100	0.000153027650573	0.0052291125366	0.818,0.951,0.805	1.0,0.91,1.0	-0.112
chr4:153456092-153456185|-|153333681|153456278	ENSG00000109670.16_6	FBXW7	chr4	-	153456092	153456185	153333631	153333681	153456278	153456343	chr4:153456092-153456185|-|153333681|153456278	18,21,18	3,5,7	11,17,11	1,0,0	193	100	2.84306488429e-06	0.000191580380842	0.757,0.685,0.571	0.851,1.0,1.0	-0.279
chr5:34182784-34182972|-|34179202|34218399	ENSG00000215158.9_6	AC138409.2	chr5	-	34182784	34182972	34179117	34179202	34218399	34218448	chr5:34182784-34182972|-|34179202|34218399	28,8,24	1,0,20	58,53,23	0,0,0	200	100	7.2048596844e-05	0.00285836066779	0.933,1.0,0.375	1.0,1.0,1.0	-0.231
chr7:150066830-150066957|+|150066030|150068316	ENSG00000214022.11_7	REPIN1	chr7	+	150066830	150066957	150065897	150066030	150068316	150069331	chr7:150066830-150066957|+|150066030|150068316	128,112,71	220,225,281	56,91,69	45,95,118	200	100	0.000173159456215	0.00576897889516	0.225,0.199,0.112	0.384,0.324,0.226	-0.133
chr7:150066830-150066957|+|150066030|150068319	ENSG00000214022.11_7	REPIN1	chr7	+	150066830	150066957	150065897	150066030	150068319	150069251	chr7:150066830-150066957|+|150066030|150068319	37,30,48	35,51,52	30,25,39	9,12,16	200	100	1.29645883413e-05	0.000697551714992	0.346,0.227,0.316	0.625,0.51,0.549	-0.265
chr7:150066830-150066957|+|150066102|150068319	ENSG00000214022.11_7	REPIN1	chr7	+	150066830	150066957	150065985	150066102	150068319	150069251	chr7:150066830-150066957|+|150066102|150068319	33,27,42	6,0,6	23,20,34	0,0,0	200	100	4.7723846861e-06	0.000298028669814	0.733,1.0,0.778	1.0,1.0,1.0	-0.163
chr7:150067848-150067973|+|150066030|150068316	ENSG00000214022.11_7	REPIN1	chr7	+	150067848	150067973	150065878	150066030	150068316	150068892	chr7:150067848-150067973|+|150066030|150068316	63,26,59	220,225,281	39,49,33	45,95,118	200	100	2.01686112123e-05	0.00100412508598	0.125,0.055,0.095	0.302,0.205,0.123	-0.118
chr3:45748271-45748399|+|45746701|45750989	ENSG00000211456.11_3	SACM1L	chr3	+	45748271	45748399	45746626	45746701	45750989	45751135	chr3:45748271-45748399|+|45746701|45750989	593,354,690	19,32,26	873,839,562	9,15,16	200	100	2.31152788444e-06	0.000161336124087	0.94,0.847,0.93	0.98,0.965,0.946	-0.058
chr22:51014964-51015066|-|51014764|51015752	ENSG00000254413.8_3	CHKB-CPT1B	chr22	-	51014964	51015066	51014626	51014764	51015752	51015892	chr22:51014964-51015066|-|51014764|51015752	97,95,101	1,3,11	113,89,64	0,0,0	200	100	8.99920321806e-06	0.000511001784657	0.98,0.941,0.821	1.0,1.0,1.0	-0.086
chr1:47051545-47051646|-|47050475|47059784	ENSG00000079277.21_7	MKNK1	chr1	-	47051545	47051646	47050218	47050475	47059784	47059878	chr1:47051545-47051646|-|47050475|47059784	91,43,50	13,1,0	67,36,61	0,0,0	200	100	1.42015111781e-05	0.000751318001666	0.778,0.956,1.0	1.0,1.0,1.0	-0.089
chr2:33359859-33360027|+|33335818|33411922	ENSG00000049323.16_5	LTBP1	chr2	+	33359859	33360027	33335648	33335818	33411922	33412147	chr2:33359859-33360027|+|33335818|33411922	379,185,544	18,19,17	1887,1777,1100	33,43,21	200	100	2.61918925724e-05	0.0012446018862	0.913,0.83,0.941	0.966,0.954,0.963	-0.066
chr2:102477286-102477448|+|102476326|102480282	ENSG00000071054.16_6	MAP4K4	chr2	+	102477286	102477448	102476104	102476326	102480282	102480513	chr2:102477286-102477448|+|102476326|102480282	685,300,626	196,53,144	851,721,647	136,90,90	200	100	7.79236774301e-05	0.003048217221	0.636,0.739,0.685	0.758,0.8,0.782	-0.093
chr2:102477286-102477448|+|102476326|102481391	ENSG00000071054.16_6	MAP4K4	chr2	+	102477286	102477448	102476104	102476326	102481391	102481498	chr2:102477286-102477448|+|102476326|102481391	929,542,940	710,615,770	1443,1451,1208	621,723,611	200	100	5.51833245765e-10	9.3193270362e-08	0.395,0.306,0.379	0.537,0.501,0.497	-0.152
chr2:102480282-102480513|+|102472600|102481391	ENSG00000071054.16_6	MAP4K4	chr2	+	102480282	102480513	102472438	102472600	102481391	102481465	chr2:102480282-102480513|+|102472600|102481391	373,71,217	22,12,31	396,243,247	7,8,22	200	100	0.000339130639353	0.0097989711824	0.894,0.747,0.778	0.966,0.938,0.849	-0.111
chr2:102484490-102484499|+|102483771|102486083	ENSG00000071054.16_6	MAP4K4	chr2	+	102484490	102484499	102483673	102483771	102486083	102486259	chr2:102484490-102484499|+|102483771|102486083	403,233,339	1767,1106,1710	801,606,607	1657,1689,1409	109	100	1.40332190313e-13	3.84609274228e-11	0.173,0.162,0.154	0.307,0.248,0.283	-0.116
chr2:102487955-102488147|+|102486877|102490108	ENSG00000071054.16_6	MAP4K4	chr2	+	102487955	102488147	102486756	102486877	102490108	102490226	chr2:102487955-102488147|+|102486877|102490108	2591,1423,2193	1423,1023,1198	3740,3503,3137	836,864,810	200	100	0	0.0	0.477,0.41,0.478	0.691,0.67,0.659	-0.218
chr5:90445846-90446038|+|90398157|90449037	ENSG00000164199.18_8	ADGRV1	chr5	+	90445846	90446038	90398035	90398157	90449037	90449215	chr5:90445846-90446038|+|90398157|90449037	39,67,81	8,23,29	88,114,123	9,15,11	200	100	2.38428823002e-05	0.00115317053434	0.709,0.593,0.583	0.83,0.792,0.848	-0.195
chr3:176878658-176878776|-|176828675|176914908	ENSG00000177565.16_3	TBL1XR1	chr3	-	176878658	176878776	176828596	176828675	176914908	176915013	chr3:176878658-176878776|-|176828675|176914908	18,6,37	5,6,4	22,19,14	0,0,2	200	100	3.50919465409e-05	0.00158337113799	0.643,0.333,0.822	1.0,1.0,0.778	-0.327
chr19:36692878-36692952|-|36686058|36705789	ENSG00000196357.11_5	ZNF565	chr19	-	36692878	36692952	36685728	36686058	36705789	36705983	chr19:36692878-36692952|-|36686058|36705789	21,16,19	4,0,4	23,16,11	0,1,0	174	100	0.000288658009432	0.00864860117455	0.751,1.0,0.732	1.0,0.902,1.0	-0.14
chr5:127412638-127412785|-|127396936|127418661	ENSG00000245937.8_6	LINC01184	chr5	-	127412638	127412785	127396835	127396936	127418661	127418762	chr5:127412638-127412785|-|127396936|127418661	15,7,9	42,63,47	23,20,27	20,33,51	200	100	1.13456178465e-05	0.000623013573725	0.152,0.053,0.087	0.365,0.233,0.209	-0.172
chr7:76247813-76247932|-|76247617|76254838	ENSG00000146707.14_4	POMZP3	chr7	-	76247813	76247932	76247499	76247617	76254838	76255000	chr7:76247813-76247932|-|76247617|76254838	64,61,52	169,175,165	35,51,51	31,56,51	200	100	7.28280435958e-10	1.20340886585e-07	0.159,0.148,0.136	0.361,0.313,0.333	-0.188
chr7:22986570-22986866|-|22985782|22999874	ENSG00000122591.11_4	FAM126A	chr7	-	22986570	22986866	22980887	22985782	22999874	23000034	chr7:22986570-22986866|-|22985782|22999874	105,42,118	252,159,238	270,314,213	462,458,302	200	100	3.70784093501e-05	0.00165884638534	0.172,0.117,0.199	0.226,0.255,0.261	-0.085
chr11:124747056-124747080|+|124746356|124747162	ENSG00000154134.15_3	ROBO3	chr11	+	124747056	124747080	124746016	124746356	124747162	124747205	chr11:124747056-124747080|+|124746356|124747162	27,36,30	2,2,8	65,75,61	0,0,0	124	100	1.40978733199e-06	0.000105043884332	0.916,0.936,0.752	1.0,1.0,1.0	-0.132
chr6:30852314-30852487|+|30850760|30853401	ENSG00000204580.13_3	DDR1	chr6	+	30852314	30852487	30850704	30850760	30853401	30853457	chr6:30852314-30852487|+|30850760|30853401	224,191,241	5,7,6	78,88,79	0,0,0	200	100	0.000268505821198	0.00817888641998	0.957,0.932,0.953	1.0,1.0,1.0	-0.053
chr6:30852314-30852487|+|30850760|30856464	ENSG00000204580.13_3	DDR1	chr6	+	30852314	30852487	30850704	30850760	30856464	30856591	chr6:30852314-30852487|+|30850760|30856464	174,140,172	152,162,207	130,138,106	1,8,2	200	100	0	0.0	0.364,0.302,0.294	0.985,0.896,0.964	-0.628
chr6:30852314-30852487|+|30850942|30856464	ENSG00000204580.13_3	DDR1	chr6	+	30852314	30852487	30850861	30850942	30856464	30856591	chr6:30852314-30852487|+|30850942|30856464	150,113,140	22,30,21	130,138,106	0,0,0	200	100	0	0.0	0.773,0.653,0.769	1.0,1.0,1.0	-0.268
chr6:30853401-30853457|+|30850760|30856464	ENSG00000204580.13_3	DDR1	chr6	+	30853401	30853457	30850731	30850760	30856464	30856591	chr6:30853401-30853457|+|30850760|30856464	211,150,216	152,162,207	73,118,87	1,8,2	156	100	0	0.0	0.471,0.372,0.401	0.979,0.904,0.965	-0.535
chr9:139973707-139973901|+|139973600|139974453	ENSG00000197355.11_3	UAP1L1	chr9	+	139973707	139973901	139973427	139973600	139974453	139974594	chr9:139973707-139973901|+|139973600|139974453	85,81,84	5,17,0	244,236,163	1,0,5	200	100	3.95090562588e-06	0.000253915232999	0.895,0.704,1.0	0.992,1.0,0.942	-0.112
chr1:227921114-227921382|-|227920377|227922351	ENSG00000081692.12_3	JMJD4	chr1	-	227921114	227921382	227918889	227920377	227922351	227922517	chr1:227921114-227921382|-|227920377|227922351	30,14,25	3,6,5	25,22,9	0,0,0	200	100	8.7145508032e-08	9.26385446475e-06	0.833,0.538,0.714	1.0,1.0,1.0	-0.305
chr16:28993221-28993377|+|28992936|28993676	ENSG00000169682.18_5	SPNS1	chr16	+	28993221	28993377	28992775	28992936	28993676	28993866	chr16:28993221-28993377|+|28992936|28993676	752,686,574	58,76,79	747,851,854	50,53,54	200	100	0.000219231620224	0.00696519729083	0.866,0.819,0.784	0.882,0.889,0.888	-0.063
chr1:11888514-11888681|+|11888276|11889252	ENSG00000011021.23_5	CLCN6	chr1	+	11888514	11888681	11888162	11888276	11889252	11889379	chr1:11888514-11888681|+|11888276|11889252	11,40,15	31,20,40	53,112,43	19,40,18	200	100	0.000107314921495	0.00392057436779	0.151,0.5,0.158	0.582,0.583,0.544	-0.3
chr2:47185633-47185691|+|47184146|47202111	ENSG00000068724.17_5	TTC7A	chr2	+	47185633	47185691	47183977	47184146	47202111	47202242	chr2:47185633-47185691|+|47184146|47202111	7,2,4	277,200,289	45,33,26	96,80,82	158	100	0	0.0	0.016,0.006,0.009	0.229,0.207,0.167	-0.191
chr1:144854164-144854211|-|144852499|144855739	ENSG00000178104.19_4	PDE4DIP	chr1	-	144854164	144854211	144851423	144852499	144855739	144855883	chr1:144854164-144854211|-|144852499|144855739	22,17,27	6,0,2	27,18,26	0,0,0	147	100	0.000276837575509	0.00837214592693	0.714,1.0,0.902	1.0,1.0,1.0	-0.128
chr15:25654234-25654354|-|25650649|25683635	ENSG00000114062.20_7	UBE3A	chr15	-	25654234	25654354	25650607	25650649	25683635	25684146	chr15:25654234-25654354|-|25650649|25683635	229,140,284	246,167,295	215,211,114	102,74,76	200	100	3.08669118043e-07	2.82432238758e-05	0.318,0.295,0.325	0.513,0.588,0.429	-0.197
chr3:13542212-13542289|+|13540055|13543370	ENSG00000163517.15_5	HDAC11	chr3	+	13542212	13542289	13540012	13540055	13543370	13543433	chr3:13542212-13542289|+|13540055|13543370	165,111,165	16,12,9	209,204,213	9,2,7	177	100	0.00017157403803	0.00572507712471	0.854,0.839,0.912	0.929,0.983,0.945	-0.084
chr19:3664854-3664912|-|3661999|3667319	ENSG00000186111.9_3	PIP5K1C	chr19	-	3664854	3664912	3661927	3661999	3667319	3667342	chr19:3664854-3664912|-|3661999|3667319	108,66,170	7,2,5	51,106,68	0,0,0	158	100	0.000237777395197	0.00742065334751	0.907,0.954,0.956	1.0,1.0,1.0	-0.061
chr4:104084635-104084710|-|104084413|104095892	ENSG00000138778.11_3	CENPE	chr4	-	104084635	104084710	104084293	104084413	104095892	104096060	chr4:104084635-104084710|-|104084413|104095892	62,22,56	77,42,60	127,97,40	83,25,27	175	100	0.000230936775967	0.00725738755379	0.315,0.23,0.348	0.466,0.689,0.458	-0.24
chr2:61147708-61147777|+|61147244|61148897	ENSG00000162924.14_6	REL	chr2	+	61147708	61147777	61147175	61147244	61148897	61150119	chr2:61147708-61147777|+|61147244|61148897	22,13,40	10,0,4	35,16,14	0,1,0	169	100	4.32853072013e-05	0.00188377386676	0.566,1.0,0.855	1.0,0.904,1.0	-0.161
chr4:48833243-48833513|+|48833069|48834636	ENSG00000109180.14_6	OCIAD1	chr4	+	48833243	48833513	48833025	48833069	48834636	48834699	chr4:48833243-48833513|+|48833069|48834636	211,155,215	30,34,29	242,325,261	14,17,25	200	100	1.04634734276e-05	0.000581023057784	0.779,0.695,0.788	0.896,0.905,0.839	-0.126
chr3:172473272-172473365|+|172473164|172474772	ENSG00000114346.13_5	ECT2	chr3	+	172473272	172473365	172473084	172473164	172474772	172474799	chr3:172473272-172473365|+|172473164|172474772	231,94,196	503,345,536	351,492,217	777,532,399	193	100	0.000187301160972	0.00613308312542	0.192,0.124,0.159	0.19,0.324,0.22	-0.086
chr2:134316620-134316688|-|134275158|134325786	ENSG00000176771.17_7	NCKAP5	chr2	-	134316620	134316688	134275028	134275158	134325786	134326031	chr2:134316620-134316688|-|134275158|134325786	63,39,50	1,14,4	12,13,12	0,1,0	168	100	0.000222632817258	0.00705279883904	0.974,0.624,0.882	1.0,0.886,1.0	-0.135
chr17:73733618-73733725|+|73733525|73735960	ENSG00000132470.14_5	ITGB4	chr17	+	73733618	73733725	73733402	73733525	73735960	73736152	chr17:73733618-73733725|+|73733525|73735960	973,2545,1676	54,365,143	439,789,484	8,7,7	200	100	0	0.0	0.9,0.777,0.854	0.965,0.983,0.972	-0.13
chr17:73735752-73735786|+|73733525|73735960	ENSG00000132470.14_5	ITGB4	chr17	+	73735752	73735786	73733402	73733525	73735960	73735986	chr17:73735752-73735786|+|73733525|73735960	333,906,711	54,365,143	180,293,184	8,7,7	134	100	0	0.0	0.821,0.649,0.788	0.944,0.969,0.951	-0.202
chr17:73751135-73751294|+|73750896|73752509	ENSG00000132470.14_5	ITGB4	chr17	+	73751135	73751294	73750656	73750896	73752509	73752698	chr17:73751135-73751294|+|73750896|73752509	12,48,22	210,527,271	27,78,35	79,116,80	200	100	0	0.0	0.028,0.044,0.039	0.146,0.252,0.179	-0.155
chr3:15457004-15457090|-|15455452|15457278	ENSG00000206562.11_4	METTL6	chr3	-	15457004	15457090	15455175	15455452	15457278	15457367	chr3:15457004-15457090|-|15455452|15457278	146,260,158	12,6,10	173,167,158	0,2,4	186	100	6.80593282739e-05	0.00273168107469	0.867,0.959,0.895	1.0,0.978,0.955	-0.071
chr3:183962388-183962509|-|183960464|183962985	ENSG00000214160.9_2	ALG3	chr3	-	183962388	183962509	183960088	183960464	183962985	183963146	chr3:183962388-183962509|-|183960464|183962985	710,579,628	11,27,33	735,747,857	1,13,8	200	100	4.30584135014e-09	6.18808319807e-07	0.97,0.915,0.905	0.997,0.966,0.982	-0.052
chr3:183962388-183962509|-|183961418|183962985	ENSG00000214160.9_2	ALG3	chr3	-	183962388	183962509	183961341	183961418	183962985	183963146	chr3:183962388-183962509|-|183961418|183962985	790,610,696	14,22,23	780,781,929	3,0,1	200	100	1.34892097492e-13	3.70693395335e-11	0.966,0.933,0.938	0.992,1.0,0.998	-0.051
chr3:183962388-183962509|-|183961418|183963255	ENSG00000214160.9_2	ALG3	chr3	-	183962388	183962509	183961341	183961418	183963255	183963403	chr3:183962388-183962509|-|183961418|183963255	92,43,88	3,13,4	54,53,86	0,0,0	200	100	3.76994335971e-07	3.36981952571e-05	0.939,0.623,0.917	1.0,1.0,1.0	-0.174
chr3:183962388-183962509|-|183961784|183963255	ENSG00000214160.9_2	ALG3	chr3	-	183962388	183962509	183961578	183961784	183963255	183963403	chr3:183962388-183962509|-|183961784|183963255	645,637,681	19,23,18	784,731,890	0,1,0	200	100	1.66533453694e-15	5.72570765091e-13	0.944,0.933,0.95	1.0,0.997,1.0	-0.057
chr2:122203024-122203072|-|122187753|122204912	ENSG00000074054.18_6	CLASP1	chr2	-	122203024	122203072	122187648	122187753	122204912	122205083	chr2:122203024-122203072|-|122187753|122204912	78,127,148	97,76,137	229,257,116	62,61,68	148	100	5.16005485172e-05	0.00217886744073	0.352,0.53,0.422	0.714,0.74,0.535	-0.228
chr4:3948352-3948666|-|3945099|3949468	ENSG00000251669.5_3	FAM86EP	chr4	-	3948352	3948666	3944493	3945099	3949468	3949734	chr4:3948352-3948666|-|3945099|3949468	10,17,14	1,9,3	17,5,8	1,0,0	200	100	1.01951368398e-05	0.000568283449966	0.833,0.486,0.7	0.895,1.0,1.0	-0.292
chr2:97267852-97268075|-|97267513|97268489	ENSG00000114982.19_5	KANSL3	chr2	-	97267852	97268075	97267379	97267513	97268489	97268599	chr2:97267852-97268075|-|97267513|97268489	582,703,786	49,50,40	818,994,722	20,20,12	200	100	8.25906010249e-12	1.83015162394e-09	0.856,0.875,0.908	0.953,0.961,0.968	-0.081
chr2:97279224-97279356|-|97278300|97285095	ENSG00000114982.19_5	KANSL3	chr2	-	97279224	97279356	97278198	97278300	97285095	97285281	chr2:97279224-97279356|-|97278300|97285095	207,199,299	3,6,14	298,394,249	0,0,0	200	100	1.33764620047e-07	1.34591871716e-05	0.972,0.943,0.914	1.0,1.0,1.0	-0.057
chr3:52456237-52456354|+|52455770|52457106	ENSG00000010318.21_4	PHF7	chr3	+	52456237	52456354	52455663	52455770	52457106	52457656	chr3:52456237-52456354|+|52455770|52457106	3,0,0	14,6,10	13,4,12	5,6,22	200	100	4.87410751038e-06	0.000302962233851	0.097,0.0,0.0	0.565,0.25,0.214	-0.311
chr3:52456775-52456897|+|52455770|52457106	ENSG00000010318.21_4	PHF7	chr3	+	52456775	52456897	52455663	52455770	52457106	52457656	chr3:52456775-52456897|+|52455770|52457106	17,8,7	14,6,10	38,43,71	5,6,22	200	100	1.85364156992e-05	0.000936547059095	0.378,0.4,0.259	0.792,0.782,0.617	-0.385
chr8:146221892-146221993|-|146219978|146224988	ENSG00000196922.10_4	ZNF252P	chr8	-	146221892	146221993	146219864	146219978	146224988	146225155	chr8:146221892-146221993|-|146219978|146224988	434,272,389	44,109,69	434,436,292	23,41,16	200	100	2.95114929355e-05	0.0013762522971	0.831,0.555,0.738	0.904,0.842,0.901	-0.174
chr19:45162009-45162033|+|45161178|45164558	ENSG00000073008.15_4	PVR	chr19	+	45162009	45162033	45161029	45161178	45164558	45164590	chr19:45162009-45162033|+|45161178|45164558	364,297,446	95,102,136	305,267,275	54,49,52	124	100	0.000169271405722	0.00566824514099	0.756,0.701,0.726	0.82,0.815,0.81	-0.087
chr19:45162009-45162168|+|45161178|45164558	ENSG00000073008.15_4	PVR	chr19	+	45162009	45162168	45161029	45161178	45164558	45164590	chr19:45162009-45162168|+|45161178|45164558	1056,1026,1168	95,102,136	1007,820,909	54,49,52	200	100	3.79334999234e-06	0.000245021807582	0.848,0.834,0.811	0.903,0.893,0.897	-0.067
chr6:3119518-3119746|+|3119081|3123890	ENSG00000137274.13_4	BPHL	chr6	+	3119518	3119746	3118609	3119081	3123890	3123994	chr6:3119518-3119746|+|3119081|3123890	68,59,80	128,296,209	73,107,104	85,106,84	200	100	2.28395080626e-12	5.37569802777e-10	0.21,0.091,0.161	0.3,0.335,0.382	-0.185
chr1:228456230-228456506|+|228452092|228460972	ENSG00000154358.21_4	OBSCN	chr1	+	228456230	228456506	228451816	228452092	228460972	228461248	chr1:228456230-228456506|+|228452092|228460972	25,6,9	10,1,10	17,20,6	0,2,0	200	100	2.85346203266e-06	0.000192079456428	0.556,0.75,0.31	1.0,0.833,1.0	-0.406
chr1:228459625-228459922|+|228452092|228460972	ENSG00000154358.21_4	OBSCN	chr1	+	228459625	228459922	228451816	228452092	228460972	228461248	chr1:228459625-228459922|+|228452092|228460972	44,29,28	10,1,10	23,35,31	0,2,0	200	100	6.3393259212e-06	0.000379351447833	0.688,0.935,0.583	1.0,0.897,1.0	-0.23
chr17:73143650-73143748|-|73132345|73150436	ENSG00000189159.16_7	JPT1	chr17	-	73143650	73143748	73131401	73132345	73150436	73150607	chr17:73143650-73143748|-|73132345|73150436	28,7,22	7,1,0	13,6,19	0,0,0	198	100	7.96543606629e-05	0.00309798613116	0.669,0.78,1.0	1.0,1.0,1.0	-0.184
chr22:37419792-37419968|+|37415913|37420232	ENSG00000128309.16_2	MPST	chr22	+	37419792	37419968	37415808	37415913	37420232	37420851	chr22:37419792-37419968|+|37415913|37420232	130,69,128	297,293,259	25,16,36	8,18,36	200	100	0.000131718804161	0.00462858059475	0.18,0.105,0.198	0.61,0.308,0.333	-0.256
chr3:12584678-12584728|-|12583521|12586745	ENSG00000225526.4_4	MKRN2OS	chr3	-	12584678	12584728	12583358	12583521	12586745	12587055	chr3:12584678-12584728|-|12583521|12586745	83,125,180	12,23,11	16,11,14	0,0,0	150	100	2.52208176199e-06	0.000173465944197	0.822,0.784,0.916	1.0,1.0,1.0	-0.159
chr12:58220778-58220906|-|58220185|58221334	ENSG00000175215.11_5	CTDSP2	chr12	-	58220778	58220906	58220128	58220185	58221334	58221373	chr12:58220778-58220906|-|58220185|58221334	554,811,757	52,47,63	818,972,658	20,32,40	200	100	3.90986839016e-06	0.000251594206302	0.842,0.896,0.857	0.953,0.938,0.892	-0.063
chr9:26917094-26917163|-|26913945|26919307	ENSG00000137055.15_5	PLAA	chr9	-	26917094	26917163	26913876	26913945	26919307	26919459	chr9:26917094-26917163|-|26913945|26919307	597,435,514	60,94,72	437,372,446	8,8,5	169	100	0	0.0	0.855,0.732,0.809	0.97,0.965,0.981	-0.173
chr1:211529708-211529810|+|211527809|211533253	ENSG00000082512.15_3	TRAF5	chr1	+	211529708	211529810	211527751	211527809	211533253	211533418	chr1:211529708-211529810|+|211527809|211533253	154,69,115	0,2,10	101,72,58	0,0,0	200	100	0.000320737728804	0.00937885682287	1.0,0.945,0.852	1.0,1.0,1.0	-0.068
chr19:10464203-10464322|-|10463774|10464717	ENSG00000105397.13_4	TYK2	chr19	-	10464203	10464322	10463601	10463774	10464717	10464779	chr19:10464203-10464322|-|10463774|10464717	631,908,785	57,55,78	934,1103,1071	12,11,19	200	100	0	0.0	0.847,0.892,0.834	0.975,0.98,0.966	-0.116
chr1:207963597-207963690|+|207959027|207966863	ENSG00000117335.19_4	CD46	chr1	+	207963597	207963690	207958963	207959027	207966863	207967218	chr1:207963597-207963690|+|207959027|207966863	1025,1382,1231	1468,2364,1723	1376,1637,1244	1200,1726,1248	193	100	5.20483769084e-07	4.4538103996e-05	0.266,0.232,0.27	0.373,0.329,0.341	-0.092
chr9:117185593-117185803|-|117170298|117186613	ENSG00000095397.14_6	WHRN	chr9	-	117185593	117185803	117170226	117170298	117186613	117186826	chr9:117185593-117185803|-|117170298|117186613	158,200,242	28,30,51	469,381,309	36,44,32	200	100	0.000186833792434	0.0061223551269	0.738,0.769,0.703	0.867,0.812,0.828	-0.099
chr1:207082806-207082865|-|207078492|207083069	ENSG00000162894.12_5	FCMR	chr1	-	207082806	207082865	207076661	207078492	207083069	207083213	chr1:207082806-207082865|-|207078492|207083069	145,27,78	25,8,21	89,42,94	5,3,8	159	100	6.2446362729e-05	0.00254435535453	0.785,0.68,0.7	0.918,0.898,0.881	-0.177
