ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr11:117094024-117094793|-|117093923|117094932	ENSG00000160613.12_3	PCSK7	chr11	-	117093923	117094932	117093923	117094024	117094793	117094932	chr11:117094024-117094793|-|117093923|117094932	83,110,84	357,247,389	53,62,46	393,409,422	200	100	4.2623839791e-08	3.26791651698e-06	0.104,0.182,0.097	0.063,0.07,0.052	0.066
chr10:76935974-76936145|+|76935823|76941881	ENSG00000156671.14_7	SAMD8	chr10	+	76935823	76941881	76935823	76935974	76936145	76941881	chr10:76935974-76936145|+|76935823|76941881	86,113,100	666,526,536	10,9,4	778,700,414	200	100	0	0.0	0.061,0.097,0.085	0.006,0.006,0.005	0.075
chr19:1611368-1611702|-|1609288|1611848	ENSG00000071564.16_7	TCF3	chr19	-	1609288	1611848	1609288	1611368	1611702	1611848	chr19:1611368-1611702|-|1609288|1611848	982,957,1019	518,569,681	874,865,942	757,730,891	200	100	1.4353196356e-05	0.000459780832792	0.487,0.457,0.428	0.366,0.372,0.346	0.096
chr19:2098126-2098285|+|2097927|2098333	ENSG00000099840.13_5	IZUMO4	chr19	+	2097927	2098333	2097927	2098126	2098285	2098333	chr19:2098126-2098285|+|2097927|2098333	7,7,25	0,1,0	13,42,18	0,15,1	200	100	0.000197582744165	0.00389670019722	1.0,0.778,1.0	1.0,0.583,0.9	0.098
chr16:733909-734065|-|733860|734155	ENSG00000161999.12_5	JMJD8	chr16	-	733860	734155	733860	733909	734065	734155	chr16:733909-734065|-|733860|734155	230,210,274	274,286,341	35,42,58	167,219,204	200	100	0	0.0	0.296,0.269,0.287	0.095,0.087,0.124	0.182
chr16:1836656-1837677|+|1836537|1837832	ENSG00000095906.17_5	NUBP2	chr16	+	1836537	1837832	1836537	1836656	1837677	1837832	chr16:1836656-1837677|+|1836537|1837832	66,79,84	82,103,81	58,66,73	114,166,175	200	100	3.91255929877e-06	0.000155492542931	0.287,0.277,0.341	0.203,0.166,0.173	0.121
chr22:42466370-42466766|-|42466285|42466834	ENSG00000198951.11_2	NAGA	chr22	-	42466285	42466834	42466285	42466370	42466766	42466834	chr22:42466370-42466766|-|42466285|42466834	330,251,334	5,3,0	276,299,241	13,14,11	200	100	2.59582686901e-07	1.5785202938e-05	0.971,0.977,1.0	0.914,0.914,0.916	0.068
chr16:28847443-28847769|+|28847253|28847806	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28847806	28847253	28847443	28847769	28847806	chr16:28847443-28847769|+|28847253|28847806	925,1414,984	16,19,31	752,752,842	40,36,49	200	100	8.19945444874e-09	7.56260960321e-07	0.967,0.974,0.941	0.904,0.913,0.896	0.056
chr16:28847443-28848048|+|28847253|28848558	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28848558	28847253	28847443	28848048	28848558	chr16:28847443-28848048|+|28847253|28848558	1106,1875,1156	109,116,90	864,939,1030	167,196,234	200	100	0	0.0	0.835,0.89,0.865	0.721,0.705,0.688	0.159
chr16:28847806-28848048|+|28847253|28848558	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28848558	28847253	28847806	28848048	28848558	chr16:28847806-28848048|+|28847253|28848558	1116,1956,1207	61,47,50	905,1009,1037	89,70,115	200	100	4.71434002947e-12	9.03606392836e-10	0.901,0.954,0.923	0.836,0.878,0.818	0.082
chr16:28847443-28848071|+|28847253|28848558	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28848558	28847253	28847443	28848071	28848558	chr16:28847443-28848071|+|28847253|28848558	1020,1731,1060	81,95,71	840,887,1010	88,84,120	200	100	7.63887938685e-05	0.00179170427225	0.863,0.901,0.882	0.827,0.841,0.808	0.057
chr20:31291260-31291824|-|31290504|31291873	ENSG00000149600.11_3	COMMD7	chr20	-	31290504	31291873	31290504	31291260	31291824	31291873	chr20:31291260-31291824|-|31290504|31291873	83,106,88	351,384,369	57,58,78	458,530,599	200	100	2.40664719264e-08	1.99027018733e-06	0.106,0.121,0.107	0.059,0.052,0.061	0.054
chr20:32247864-32248064|-|32247690|32248201	ENSG00000125967.16_3	NECAB3	chr20	-	32247690	32248201	32247690	32247864	32248064	32248201	chr20:32247864-32248064|-|32247690|32248201	216,220,185	2,7,1	178,204,156	13,11,7	200	100	8.09756447461e-05	0.00188130347368	0.982,0.94,0.989	0.873,0.903,0.918	0.072
chr20:44979163-44979399|-|44978166|44979529	ENSG00000080189.15_5	SLC35C2	chr20	-	44978166	44979529	44978166	44979163	44979399	44979529	chr20:44979163-44979399|-|44978166|44979529	229,317,282	302,670,471	255,223,230	569,632,730	200	100	7.12093482913e-06	0.000255167986998	0.275,0.191,0.23	0.183,0.15,0.136	0.076
chr21:45750799-45751725|-|45750345|45751897	ENSG00000160226.16_5	CFAP410	chr21	-	45750345	45751897	45750345	45750799	45751725	45751897	chr21:45750799-45751725|-|45750345|45751897	215,202,288	31,54,47	84,88,76	25,40,54	200	100	0.000112936773547	0.0024592817771	0.776,0.652,0.754	0.627,0.524,0.413	0.206
chr21:46642022-46645461|+|46641932|46646475	ENSG00000197381.16_4	ADARB1	chr21	+	46641932	46646475	46641932	46642022	46645461	46646475	chr21:46642022-46645461|+|46641932|46646475	316,214,351	16,7,22	517,330,410	42,32,53	200	100	0.000178912979222	0.00359791068216	0.908,0.939,0.889	0.86,0.838,0.795	0.081
chr7:75042210-75044162|+|75042066|75044301	ENSG00000223705.9_2	NSUN5P1	chr7	+	75042066	75044301	75042066	75042210	75044162	75044301	chr7:75042210-75044162|+|75042066|75044301	199,222,249	19,12,16	205,201,193	25,31,29	200	100	0.00041984629878	0.00717022487543	0.84,0.902,0.886	0.804,0.764,0.769	0.097
chr19:19257457-19257550|-|19257363|19257656	ENSG00000064489.23_4	BORCS8-MEF2B	chr19	-	19257363	19257656	19257363	19257457	19257550	19257656	chr19:19257457-19257550|-|19257363|19257656	26,21,27	54,168,56	11,14,8	67,119,83	193	100	0.000480404899084	0.00802878323851	0.2,0.061,0.2	0.078,0.057,0.048	0.093
chr19:14038803-14038939|+|14038684|14039001	ENSG00000132024.17_5	CC2D1A	chr19	+	14038684	14039001	14038684	14038803	14038939	14039001	chr19:14038803-14038939|+|14038684|14039001	66,66,59	0,0,0	20,16,34	15,8,0	200	100	3.02905164284e-08	2.45533324908e-06	1.0,1.0,1.0	0.4,0.5,1.0	0.367
chr20:2641011-2641131|-|2640908|2641199	ENSG00000101365.21_4	IDH3B	chr20	-	2640908	2641199	2640908	2641011	2641131	2641199	chr20:2641011-2641131|-|2640908|2641199	168,175,188	0,0,0	250,231,205	0,0,49	200	100	2.54732199769e-05	0.00073872337933	1.0,1.0,1.0	1.0,1.0,0.677	0.108
chr9:86589247-86589431|-|86589187|86589504	ENSG00000165119.21_4	HNRNPK	chr9	-	86589187	86589504	86589187	86589247	86589431	86589504	chr9:86589247-86589431|-|86589187|86589504	33,29,38	0,3,0	35,33,33	9,4,4	200	100	7.47092177518e-05	0.00176241918108	1.0,0.829,1.0	0.66,0.805,0.805	0.186
chr16:69147445-69147637|+|69147343|69147818	ENSG00000103044.11_4	HAS3	chr16	+	69147343	69147818	69147343	69147445	69147637	69147818	chr16:69147445-69147637|+|69147343|69147818	40,33,58	0,0,0	198,328,130	19,0,11	200	100	1.50565659875e-05	0.000476847405255	1.0,1.0,1.0	0.839,1.0,0.855	0.102
chr12:53447233-53447557|+|53447118|53447596	ENSG00000111077.17_2	TNS2	chr12	+	53447118	53447596	53447118	53447233	53447557	53447596	chr12:53447233-53447557|+|53447118|53447596	68,145,63	40,57,64	21,32,10	86,191,72	200	100	0	0.0	0.459,0.56,0.33	0.109,0.077,0.065	0.366
chr5:150518313-150518913|-|150518238|150519008	ENSG00000197043.14_3	ANXA6	chr5	-	150518238	150519008	150518238	150518313	150518913	150519008	chr5:150518313-150518913|-|150518238|150519008	243,288,397	0,0,0	910,1164,759	0,0,205	200	100	8.07545511022e-05	0.00187972690393	1.0,1.0,1.0	1.0,1.0,0.649	0.117
chr8:145693370-145693668|+|145693241|145693809	ENSG00000167702.12_3	KIFC2	chr8	+	145693241	145693809	145693241	145693370	145693668	145693809	chr8:145693370-145693668|+|145693241|145693809	110,75,117	38,32,43	75,92,66	69,51,54	200	100	0.000174872937771	0.00353987842844	0.591,0.54,0.576	0.352,0.474,0.379	0.167
chr8:145693789-145693966|+|145693711|145694029	ENSG00000167702.12_3	KIFC2	chr8	+	145693711	145694029	145693711	145693789	145693966	145694029	chr8:145693789-145693966|+|145693711|145694029	339,363,398	0,0,0	300,427,267	0,21,12	200	100	1.86979809413e-09	2.00613526712e-07	1.0,1.0,1.0	1.0,0.91,0.918	0.057
chr11:65111308-65111467|+|65111225|65111559	ENSG00000133884.10_4	DPF2	chr11	+	65111225	65111559	65111225	65111308	65111467	65111559	chr11:65111308-65111467|+|65111225|65111559	33,36,45	0,0,0	38,40,42	0,0,9	200	100	0.000623334469032	0.00990899861548	1.0,1.0,1.0	1.0,1.0,0.7	0.1
chr17:30807649-30808260|+|30807506|30808489	ENSG00000108671.11_6	PSMD11	chr17	+	30807506	30808489	30807506	30807649	30808260	30808489	chr17:30807649-30808260|+|30807506|30808489	317,211,271	0,0,0	163,189,217	20,0,0	200	100	7.55283865916e-06	0.000266748575332	1.0,1.0,1.0	0.803,1.0,1.0	0.066
chr12:53877804-53878040|-|53877694|53878112	ENSG00000139625.13_4	MAP3K12	chr12	-	53877694	53878112	53877694	53877804	53878040	53878112	chr12:53877804-53878040|-|53877694|53878112	17,19,18	72,74,86	13,29,24	210,251,207	200	100	0.000131343313427	0.00279558431314	0.106,0.114,0.095	0.03,0.055,0.055	0.058
chr12:53878998-53879100|-|53878819|53879167	ENSG00000139625.13_4	MAP3K12	chr12	-	53878819	53879167	53878819	53878998	53879100	53879167	chr12:53878998-53879100|-|53878819|53879167	38,21,59	43,48,43	30,26,26	175,205,150	200	100	1.20770060619e-11	2.1680287809e-09	0.306,0.179,0.407	0.079,0.06,0.08	0.224
chr12:53880031-53880222|-|53879961|53880406	ENSG00000139625.13_4	MAP3K12	chr12	-	53879961	53880406	53879961	53880031	53880222	53880406	chr12:53880031-53880222|-|53879961|53880406	43,34,31	29,45,55	28,43,32	106,166,132	200	100	5.60973856811e-07	2.97469724849e-05	0.426,0.274,0.22	0.117,0.115,0.108	0.193
chr2:74597472-74597597|-|74597312|74597665	ENSG00000204843.12_5	DCTN1	chr2	-	74597312	74597665	74597312	74597472	74597597	74597665	chr2:74597472-74597597|-|74597312|74597665	83,70,119	0,0,0	94,140,108	18,0,0	200	100	6.89163913388e-05	0.00165116674327	1.0,1.0,1.0	0.723,1.0,1.0	0.092
chr8:74867996-74868145|-|74867881|74868289	ENSG00000154582.16_3	ELOC	chr8	-	74867881	74868289	74867881	74867996	74868145	74868289	chr8:74867996-74868145|-|74867881|74868289	20,32,30	27,16,31	14,23,19	62,59,55	200	100	1.1107644089e-05	0.000367930363305	0.27,0.5,0.326	0.101,0.163,0.147	0.228
chr8:74868000-74868145|-|74867881|74868289	ENSG00000154582.16_3	ELOC	chr8	-	74867881	74868289	74867881	74868000	74868145	74868289	chr8:74868000-74868145|-|74867881|74868289	20,32,30	35,30,29	14,23,19	44,42,66	200	100	0.000551215904904	0.00898374513568	0.222,0.348,0.341	0.137,0.215,0.126	0.144
chr1:144614998-144615095|+|144614884|144615303	ENSG00000225241.3	RP11-640M9.2	chr1	+	144614884	144615303	144614884	144614998	144615095	144615303	chr1:144614998-144615095|+|144614884|144615303	568,293,442	23,10,27	335,229,274	28,31,23	197	100	7.88570720207e-05	0.00184271621555	0.926,0.937,0.893	0.859,0.789,0.858	0.083
chr8:42179719-42179864|+|42179571|42180012	ENSG00000104365.15_4	IKBKB	chr8	+	42179571	42180012	42179571	42179719	42179864	42180012	chr8:42179719-42179864|+|42179571|42180012	18,14,9	0,0,0	11,17,12	1,6,0	200	100	0.000274774769426	0.00508907211356	1.0,1.0,1.0	0.846,0.586,1.0	0.189
chr12:132633204-132633349|+|132633153|132633439	ENSG00000184967.7_3	NOC4L	chr12	+	132633153	132633439	132633153	132633204	132633349	132633439	chr12:132633204-132633349|+|132633153|132633439	76,78,96	0,0,0	66,31,42	0,23,27	200	100	7.45262063173e-09	6.96101248397e-07	1.0,1.0,1.0	1.0,0.403,0.438	0.386
chr5:80597866-80600559|+|80597421|80600960	ENSG00000131732.12_3	ZCCHC9	chr5	+	80597421	80600960	80597421	80597866	80600559	80600960	chr5:80597866-80600559|+|80597421|80600960	16,8,23	0,0,0	29,48,41	0,9,0	200	100	0.000495146259504	0.00822658126231	1.0,1.0,1.0	1.0,0.727,1.0	0.091
chr9:35064282-35064383|-|35064242|35064480	ENSG00000165280.16_5	VCP	chr9	-	35064242	35064480	35064242	35064282	35064383	35064480	chr9:35064282-35064383|-|35064242|35064480	7,16,7	1,2,0	5,5,7	7,4,8	200	100	1.82268871707e-06	8.17013002155e-05	0.778,0.8,1.0	0.263,0.385,0.304	0.542
chr7:148990583-148990845|+|148990467|148990853	ENSG00000244560.7_5	AC004890.2	chr7	+	148990467	148990853	148990467	148990583	148990845	148990853	chr7:148990583-148990845|+|148990467|148990853	26,48,61	0,0,0	38,76,38	3,7,6	200	100	1.99348408336e-07	1.25835690826e-05	1.0,1.0,1.0	0.864,0.844,0.76	0.177
chr21:33974273-33974581|-|33974012|33974677	ENSG00000159079.19_6	CFAP298	chr21	-	33974012	33974677	33974012	33974273	33974581	33974677	chr21:33974273-33974581|-|33974012|33974677	84,67,76	0,0,0	46,38,45	19,16,0	200	100	2.12871120731e-09	2.25111210173e-07	1.0,1.0,1.0	0.548,0.543,1.0	0.303
chr8:145066246-145066429|+|145066045|145066442	ENSG00000178719.17_4	GRINA	chr8	+	145066045	145066442	145066045	145066246	145066429	145066442	chr8:145066246-145066429|+|145066045|145066442	371,389,403	0,0,0	323,315,259	0,0,31	200	100	4.43848294673e-07	2.46365928993e-05	1.0,1.0,1.0	1.0,1.0,0.807	0.064
chr9:139835854-139835988|-|139835700|139836136	ENSG00000159069.14_4	FBXW5	chr9	-	139835700	139836136	139835700	139835854	139835988	139836136	chr9:139835854-139835988|-|139835700|139836136	158,90,162	0,0,0	86,114,126	0,33,17	200	100	5.61094504192e-11	8.63968152668e-09	1.0,1.0,1.0	1.0,0.633,0.787	0.193
chr9:139835897-139835988|-|139835700|139836136	ENSG00000159069.14_4	FBXW5	chr9	-	139835700	139836136	139835700	139835897	139835988	139836136	chr9:139835897-139835988|-|139835700|139836136	221,125,217	0,0,0	117,161,179	0,0,19	191	100	6.09548477837e-06	0.000223321449668	1.0,1.0,1.0	1.0,1.0,0.831	0.056
chr2:198365610-198365797|+|198365469|198365962	ENSG00000270757.1_3	HSPE1-MOB4	chr2	+	198365469	198365962	198365469	198365610	198365797	198365962	chr2:198365610-198365797|+|198365469|198365962	277,202,258	0,0,5	90,111,103	3,0,10	200	100	0.000238530666897	0.00452949797341	1.0,1.0,0.963	0.938,1.0,0.837	0.063
chr2:198365642-198365797|+|198365469|198365962	ENSG00000270757.1_3	HSPE1-MOB4	chr2	+	198365469	198365962	198365469	198365642	198365797	198365962	chr2:198365642-198365797|+|198365469|198365962	277,202,258	21,17,34	90,111,103	15,28,22	200	100	0.000162072932598	0.00331542300864	0.868,0.856,0.791	0.75,0.665,0.701	0.133
chr7:44155444-44155713|-|44155401|44155871	ENSG00000106628.10_4	POLD2	chr7	-	44155401	44155871	44155401	44155444	44155713	44155871	chr7:44155444-44155713|-|44155401|44155871	596,717,548	0,0,0	389,453,568	55,0,7	200	100	1.41132439069e-10	1.95993014724e-08	1.0,1.0,1.0	0.78,1.0,0.976	0.081
chr3:50306432-50306592|+|50306305|50306752	ENSG00000012171.19_4	SEMA3B	chr3	+	50306305	50306752	50306305	50306432	50306592	50306752	chr3:50306432-50306592|+|50306305|50306752	38,31,29	0,0,0	17,43,18	0,8,1	200	100	2.77238403554e-05	0.000784216025303	1.0,1.0,1.0	1.0,0.729,0.9	0.124
chr7:933452-933514|+|933376|933608	ENSG00000239857.7_6	GET4	chr7	+	933376	933608	933376	933452	933514	933608	chr7:933452-933514|+|933376|933608	62,66,79	0,0,0	61,52,84	11,0,0	162	100	0.000383882106572	0.00667323826356	1.0,1.0,1.0	0.774,1.0,1.0	0.075
chr19:55751482-55751608|-|55751366|55751656	ENSG00000105063.19_5	PPP6R1	chr19	-	55751366	55751656	55751366	55751482	55751608	55751656	chr19:55751482-55751608|-|55751366|55751656	172,115,196	0,0,0	148,109,108	0,28,32	200	100	1.23159260568e-11	2.2001863826e-09	1.0,1.0,1.0	1.0,0.661,0.628	0.237
chr9:130706963-130707055|-|130706893|130707188	ENSG00000167106.12_3	FAM102A	chr9	-	130706893	130707188	130706893	130706963	130707055	130707188	chr9:130706963-130707055|-|130706893|130707188	24,34,35	156,149,197	13,31,15	238,287,218	192	100	7.93492090978e-06	0.000279438300862	0.074,0.106,0.085	0.028,0.053,0.035	0.05
chr14:105935835-105936185|+|105935803|105936329	ENSG00000182979.18_7	MTA1	chr14	+	105935803	105936329	105935803	105935835	105936185	105936329	chr14:105935835-105936185|+|105935803|105936329	122,105,118	0,0,0	135,152,154	0,0,20	200	100	2.05451258323e-05	0.000617209123065	1.0,1.0,1.0	1.0,1.0,0.794	0.069
chr14:105935835-105936226|+|105935803|105936329	ENSG00000182979.18_7	MTA1	chr14	+	105935803	105936329	105935803	105935835	105936226	105936329	chr14:105935835-105936226|+|105935803|105936329	122,105,118	0,0,0	135,152,154	0,0,26	200	100	1.04419248419e-05	0.000349339341915	1.0,1.0,1.0	1.0,1.0,0.748	0.084
chr19:19313207-19313599|-|19313139|19313629	ENSG00000184162.14_2	NR2C2AP	chr19	-	19313139	19313629	19313139	19313207	19313599	19313629	chr19:19313207-19313599|-|19313139|19313629	128,98,102	30,22,25	69,54,72	45,18,55	200	100	0.000202259052336	0.00396766278519	0.681,0.69,0.671	0.434,0.6,0.396	0.204
chr6:46979834-46982416|-|46979742|46982580	ENSG00000153292.16_5	ADGRF1	chr6	-	46979742	46982580	46979742	46979834	46982416	46982580	chr6:46979834-46982416|-|46979742|46982580	153,238,218	0,0,0	151,309,93	12,18,0	200	100	9.19194942384e-10	1.0604167108e-07	1.0,1.0,1.0	0.863,0.896,1.0	0.08
chr6:30313350-30313627|+|30313267|30313706	ENSG00000248167.7_3	TRIM39-RPP21	chr6	+	30313267	30313706	30313267	30313350	30313627	30313706	chr6:30313350-30313627|+|30313267|30313706	103,118,116	0,0,0	78,53,106	6,0,9	200	100	9.1950790182e-07	4.56664106544e-05	1.0,1.0,1.0	0.867,1.0,0.855	0.093
chr11:64055418-64055536|+|64055126|64055561	ENSG00000173264.14_4	GPR137	chr11	+	64055126	64055561	64055126	64055418	64055536	64055561	chr11:64055418-64055536|+|64055126|64055561	160,175,153	87,125,121	167,160,163	215,316,303	200	100	3.70559138929e-12	7.45188353646e-10	0.479,0.412,0.387	0.28,0.202,0.212	0.195
chr6:35436216-35436583|+|35436196|35436649	ENSG00000198755.11_3	RPL10A	chr6	+	35436196	35436649	35436196	35436216	35436583	35436649	chr6:35436216-35436583|+|35436196|35436649	727,1074,1022	0,0,0	464,580,556	49,0,0	200	100	5.71757297063e-09	5.42300007454e-07	1.0,1.0,1.0	0.826,1.0,1.0	0.058
chr6:32943946-32944034|+|32943918|32944058	ENSG00000204256.13_7	BRD2	chr6	+	32943918	32944058	32943918	32943946	32944034	32944058	chr6:32943946-32944034|+|32943918|32944058	71,56,64	40,0,0	112,87,58	51,36,24	188	100	0.000270271654754	0.00502083148238	0.486,1.0,1.0	0.539,0.562,0.562	0.274
chr8:117863006-117864182|-|117862856|117864491	ENSG00000164754.14_3	RAD21	chr8	-	117862856	117864491	117862856	117863006	117864182	117864491	chr8:117863006-117864182|-|117862856|117864491	15,13,15	1,0,0	17,12,7	2,0,8	200	100	0.000264105347974	0.004936181265	0.882,1.0,1.0	0.81,1.0,0.304	0.256
chr6:31655677-31655805|-|31655600|31655902	ENSG00000204422.7_6	AL662899.1	chr6	-	31655600	31655902	31655600	31655677	31655805	31655902	chr6:31655677-31655805|-|31655600|31655902	12,10,16	1,0,0	8,18,20	1,6,13	200	100	5.48685405e-07	2.9179438713e-05	0.857,1.0,1.0	0.8,0.6,0.435	0.341
chr6:31118333-31118501|-|31118291|31118637	ENSG00000204536.14_5	CCHCR1	chr6	-	31118291	31118637	31118291	31118333	31118501	31118637	chr6:31118333-31118501|-|31118291|31118637	11,10,13	0,0,6	5,4,5	7,4,6	200	100	0.000121914848427	0.00262220241786	1.0,1.0,0.52	0.263,0.333,0.294	0.543
chr6:29910803-29911118|+|29910533|29911320	ENSG00000206503.13_4	HLA-A	chr6	+	29910533	29911320	29910533	29910803	29911118	29911320	chr6:29910803-29911118|+|29910533|29911320	127,152,147	0,0,0	92,134,123	7,5,10	200	100	5.32995081404e-09	5.06841136712e-07	1.0,1.0,1.0	0.868,0.931,0.86	0.114
chr6:26423505-26423578|+|26423160|26423987	ENSG00000124549.14_4	BTN2A3P	chr6	+	26423160	26423987	26423160	26423505	26423578	26423987	chr6:26423505-26423578|+|26423160|26423987	7,14,21	0,0,0	23,23,20	0,4,4	173	100	9.40978982562e-05	0.00211937637316	1.0,1.0,1.0	1.0,0.769,0.743	0.163
chr6:31928871-31929327|+|31928817|31929452	ENSG00000204351.12_3	SKIV2L	chr6	+	31928817	31929452	31928817	31928871	31929327	31929452	chr6:31928871-31929327|+|31928817|31929452	35,22,36	0,0,0	25,19,19	11,0,0	200	100	0.000496711477078	0.00824142428672	1.0,1.0,1.0	0.532,1.0,1.0	0.156
chr6:7181479-7182110|+|7181356|7182315	ENSG00000124782.20_6	RREB1	chr6	+	7181356	7182315	7181356	7181479	7182110	7182315	chr6:7181479-7182110|+|7181356|7182315	41,35,77	0,0,3	39,39,10	4,7,0	200	100	0.000587780349729	0.00947062375235	1.0,1.0,0.928	0.83,0.736,1.0	0.121
chr11:118888170-118888667|-|118888070|118888763	ENSG00000118181.11_3	RPS25	chr11	-	118888070	118888763	118888070	118888170	118888667	118888763	chr11:118888170-118888667|-|118888070|118888763	721,537,649	0,0,0	553,300,526	0,122,0	200	100	0.000271913350053	0.00504623459168	1.0,1.0,1.0	1.0,0.551,1.0	0.15
chr5:179225277-179225512|-|179225179|179225576	ENSG00000161013.17_5	MGAT4B	chr5	-	179225179	179225576	179225179	179225277	179225512	179225576	chr5:179225277-179225512|-|179225179|179225576	66,45,42	0,0,1	83,95,96	9,4,0	200	100	0.000337813705615	0.0060348942623	1.0,1.0,0.955	0.822,0.922,1.0	0.07
chr5:179226631-179226953|-|179226505|179227068	ENSG00000161013.17_5	MGAT4B	chr5	-	179226505	179227068	179226505	179226631	179226953	179227068	chr5:179226631-179226953|-|179226505|179227068	142,159,137	0,0,0	200,235,192	1,19,17	200	100	1.15368103959e-09	1.3103893808e-07	1.0,1.0,1.0	0.99,0.861,0.85	0.1
chr5:177580550-177580658|-|177580490|177580968	ENSG00000145912.8_2	NHP2	chr5	-	177580490	177580968	177580490	177580550	177580658	177580968	chr5:177580550-177580658|-|177580490|177580968	572,584,550	0,0,0	461,454,642	14,17,20	200	100	1.17905685215e-13	3.12161663424e-11	1.0,1.0,1.0	0.943,0.93,0.941	0.062
chr9:139887156-139887504|+|139887091|139887695	ENSG00000148362.11_6	PAXX	chr9	+	139887091	139887695	139887091	139887156	139887504	139887695	chr9:139887156-139887504|+|139887091|139887695	672,399,670	20,15,22	409,349,577	17,39,45	200	100	1.40277222808e-05	0.000452837024259	0.944,0.93,0.938	0.923,0.817,0.865	0.069
chr2:675627-675757|-|675608|676238	ENSG00000151353.15_5	TMEM18	chr2	-	675608	676238	675608	675627	675757	676238	chr2:675627-675757|-|675608|676238	220,188,224	0,2,3	176,158,201	5,10,4	200	100	0.000205748704343	0.00402538972277	1.0,0.979,0.974	0.946,0.888,0.962	0.052
chr16:67263833-67263968|-|67263700|67264131	ENSG00000135723.14_4	FHOD1	chr16	-	67263700	67264131	67263700	67263833	67263968	67264131	chr16:67263833-67263968|-|67263700|67264131	16,17,20	0,0,0	9,6,16	0,5,10	200	100	3.35579533606e-07	1.96823557432e-05	1.0,1.0,1.0	1.0,0.375,0.444	0.394
chr17:7214800-7214864|+|7214668|7214969	ENSG00000132507.18_3	EIF5A	chr17	+	7214668	7214969	7214668	7214800	7214864	7214969	chr17:7214800-7214864|+|7214668|7214969	128,82,87	0,0,0	72,54,56	0,15,0	164	100	4.97589226731e-05	0.00127608230891	1.0,1.0,1.0	1.0,0.687,1.0	0.104
chr6:31701132-31701342|-|31700980|31701449	ENSG00000213719.8_3	CLIC1	chr6	-	31700980	31701449	31700980	31701132	31701342	31701449	chr6:31701132-31701342|-|31700980|31701449	17,13,25	1,0,0	16,19,18	4,6,0	200	100	5.29306050013e-05	0.00134152837097	0.895,1.0,1.0	0.667,0.613,1.0	0.205
chr5:110836168-110836699|-|110835844|110836814	ENSG00000164211.13_3	STARD4	chr5	-	110835844	110836814	110835844	110836168	110836699	110836814	chr5:110836168-110836699|-|110835844|110836814	4,24,16	0,1,3	5,27,5	2,10,6	200	100	0.000578828272993	0.00935094788166	1.0,0.923,0.727	0.556,0.574,0.294	0.409
chr7:44609502-44609582|-|44609407|44609707	ENSG00000136271.10_3	DDX56	chr7	-	44609407	44609707	44609407	44609502	44609582	44609707	chr7:44609502-44609582|-|44609407|44609707	105,82,115	33,26,28	78,55,61	45,31,40	180	100	8.09656935901e-05	0.00188130347368	0.639,0.637,0.695	0.491,0.496,0.459	0.175
chr2:201680240-201680395|+|201680063|201680438	ENSG00000082153.18_5	BZW1	chr2	+	201680063	201680438	201680063	201680240	201680395	201680438	chr2:201680240-201680395|+|201680063|201680438	163,126,256	0,0,0	210,285,156	6,17,0	200	100	1.08377441754e-06	5.26868987317e-05	1.0,1.0,1.0	0.946,0.893,1.0	0.054
chr8:144917900-144917989|-|144917699|144918038	ENSG00000185189.18_4	NRBP2	chr8	-	144917699	144918038	144917699	144917900	144917989	144918038	chr8:144917900-144917989|-|144917699|144918038	338,313,354	104,148,147	157,193,161	203,368,137	189	100	1.89515070304e-12	4.10255535427e-10	0.632,0.528,0.56	0.29,0.217,0.383	0.277
chr6:139017841-139018039|+|139017733|139018425	ENSG00000225177.6_7	AL590617.2	chr6	+	139017733	139018425	139017733	139017841	139018039	139018425	chr6:139017841-139018039|+|139017733|139018425	16,51,19	0,0,0	25,39,33	1,4,4	200	100	4.35221375832e-05	0.00113997023858	1.0,1.0,1.0	0.926,0.83,0.805	0.146
chr12:56537117-56537369|+|56537011|56537410	ENSG00000139641.12_3	ESYT1	chr12	+	56537011	56537410	56537011	56537117	56537369	56537410	chr12:56537117-56537369|+|56537011|56537410	74,53,56	0,0,0	93,116,89	0,0,33	200	100	0.000281131440998	0.00517554685351	1.0,1.0,1.0	1.0,1.0,0.574	0.142
chr5:10258415-10258515|+|10258222|10258646	ENSG00000150753.12_4	CCT5	chr5	+	10258222	10258646	10258222	10258415	10258515	10258646	chr5:10258415-10258515|+|10258222|10258646	25,15,22	0,0,0	15,17,16	1,5,1	200	100	0.000134837828648	0.00285510180211	1.0,1.0,1.0	0.882,0.63,0.889	0.2
chr19:53935281-53935573|+|53935245|53935699	ENSG00000286261.1_1	AC022137.3	chr19	+	53935245	53935699	53935245	53935281	53935573	53935699	chr19:53935281-53935573|+|53935245|53935699	54,30,51	5,3,1	30,20,13	11,4,5	200	100	0.000191815429383	0.00380539062896	0.844,0.833,0.962	0.577,0.714,0.565	0.261
