ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1022	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96044222	96044322	96047681	96047804	96037295	96037433	96053797	96053854
1023	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96044222	96044326	96047681	96047804	96037295	96037433	96053797	96053854
1024	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96047681	96047804	96053797	96053854	96037295	96037433	96057772	96057875
1025	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96047681	96047804	96053797	96053854	96044222	96044322	96057772	96057875
1026	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96047681	96047804	96053797	96053854	96044222	96044326	96057772	96057875
1029	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96087860	96087980	96113359	96113454	96060693	96060786	96115203	96115239
1030	"ENSG00000156170.13_4"	"NDUFAF6"	chr8	+	96087860	96087980	96115203	96115239	96060693	96060786	96127763	96127965
1031	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95837120	95837295	95839949	95840021	95835517	95835789	95841202	95841254
1032	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95839490	95839631	95839949	95840021	95835525	95835789	95841202	95841254
1033	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95839490	95839631	95839949	95840021	95837120	95837295	95841202	95841254
1034	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95844219	95844402	95848751	95848859	95841202	95841254	95850690	95850846
1035	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95844219	95844402	95848751	95848859	95841202	95841254	95850721	95850846
1036	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95844219	95844402	95853718	95853819	95841202	95841254	95854574	95854716
1037	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95848751	95848859	95850690	95850846	95844219	95844402	95853718	95853819
1038	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95848751	95848859	95850721	95850846	95844219	95844402	95853718	95853819
1039	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95848751	95848859	95854574	95854716	95844219	95844402	95861689	95861760
1040	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95850690	95850846	95853718	95853819	95848751	95848859	95854574	95854716
1041	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95850721	95850846	95853718	95853819	95848751	95848859	95854574	95854716
1042	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95853718	95853819	95854574	95854716	95850690	95850846	95861689	95861760
1043	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95854574	95854716	95863780	95863914	95853718	95853819	95866032	95866143
1044	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95861689	95861760	95863780	95863914	95854574	95854716	95866032	95866143
1045	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95862143	95862319	95863780	95863914	95861689	95861760	95866032	95866143
1046	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95863780	95863914	95866032	95866143	95862143	95862319	95869004	95869206
1047	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95866032	95866143	95869004	95869206	95863780	95863914	95871738	95871860
1048	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95869004	95869206	95871738	95871860	95866032	95866143	95877733	95877918
1049	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95886779	95886830	95888301	95888375	95885601	95885705	95888448	95888513
1050	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70719561	70720005	70721837	70721913	70715925	70716068	70723046	70723225
1051	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70721837	70721913	70723046	70723225	70719561	70720005	70725132	70725250
1052	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70721837	70721913	70725132	70725250	70719561	70720005	70726773	70726959
1053	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70723046	70723225	70725132	70725250	70721837	70721913	70726773	70726959
1054	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70725132	70725250	70726773	70726959	70723046	70723225	70728731	70728877
1055	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70729956	70730106	70731646	70731808	70728731	70728877	70733300	70733420
1056	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70731646	70731808	70733300	70733420	70729956	70730106	70734425	70734499
1057	"ENSG00000165732.13_4"	"DDX21"	chr10	+	70737284	70737444	70741292	70741337	70734425	70734499	70742298	70744823
1058	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35608160	35608282	35610071	35610155	35607165	35607263	35610266	35610320
1059	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35610071	35610155	35610266	35610320	35607165	35607263	35611981	35612014
1060	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35610071	35610155	35610266	35610320	35608160	35608282	35611981	35612014
1061	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35612125	35612149	35613668	35613743	35611981	35612014	35613821	35613858
1062	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35612125	35612149	35613668	35613858	35611981	35612014	35614174	35614212
1063	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35613581	35613743	35613821	35613858	35612125	35612149	35614174	35614212
1064	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35613668	35613743	35613821	35613858	35612125	35612149	35614174	35614212
1065	"ENSG00000111786.9_3"	"SRSF9"	chr12	-	120901752	120901925	120903429	120903590	120899474	120899965	120907224	120907551
1066	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22606812	22606924	22607033	22607097	22605316	22605485	22607200	22607235
1067	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22606812	22606924	22607200	22607235	22605337	22605485	22607887	22607947
1068	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22606812	22606924	22607200	22607235	22605360	22605485	22607581	22607642
1069	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22607033	22607097	22607200	22607235	22606812	22606924	22607581	22607642
1070	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22607033	22607097	22607200	22607235	22606812	22606924	22607887	22607947
1071	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22607200	22607235	22607581	22607642	22607033	22607097	22607734	22607791
1072	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22607581	22607642	22607734	22607791	22607200	22607235	22607887	22607947
1073	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22607734	22607791	22607887	22607947	22607229	22607642	22615359	22615450
1074	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22615818	22615915	22616878	22616987	22615359	22615490	22617062	22617108
1075	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22616523	22616579	22616670	22616721	22615818	22615915	22616878	22616987
1076	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22616670	22616721	22616878	22616987	22616523	22616579	22617062	22617108
1077	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22616878	22616987	22617062	22617108	22616670	22616721	22617528	22617627
1078	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22617062	22617108	22617528	22617627	22616878	22616987	22617976	22618027
1079	"ENSG00000269897.5_3"	"COMMD3-BMI1"	chr10	+	22617528	22617627	22617976	22618057	22617062	22617108	22618141	22618471
1080	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133662	66133901	66134035	66133406	66133492	66134934	66135019
1081	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133662	66134934	66135019	66133406	66133492	66135242	66135340
1082	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133702	66133901	66134035	66133406	66133492	66134934	66135019
1083	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133702	66134934	66135019	66133406	66133492	66135242	66135340
1084	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133901	66134035	66134934	66135019	66133596	66133662	66135242	66135340
1085	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133901	66134035	66134934	66135019	66133596	66133702	66135242	66135340
1086	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66134934	66135019	66135242	66135340	66133596	66133702	66136007	66136142
1087	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66134934	66135019	66135242	66135340	66133901	66134035	66136007	66136142
1088	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66135242	66135340	66136007	66136142	66134934	66135019	66136530	66136602
1089	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66135242	66135340	66136530	66136602	66134934	66135019	66136839	66137003
1090	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66135242	66135340	66136530	66136670	66134934	66135019	66136839	66137003
1091	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66135242	66135340	66136839	66137003	66134934	66135019	66138714	66138796
1092	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66135242	66135340	66138714	66138796	66134934	66135019	66139033	66139082
1093	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136602	66135242	66135340	66136839	66137003
1094	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136670	66135242	66135340	66136839	66137003
1095	"ENSG00000011258.16_4"	"MBTD1"	chr17	-	49279382	49279438	49280061	49280296	49278952	49279057	49280500	49280589
1096	"ENSG00000011258.16_4"	"MBTD1"	chr17	-	49284248	49284366	49286674	49286791	49281151	49281286	49294694	49294777
1097	"ENSG00000011258.16_4"	"MBTD1"	chr17	-	49302368	49302570	49336503	49336567	49297690	49297824	49337195	49337302
1098	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89341500	89341599	89345479	89352057	89341221	89341365	89352446	89352594
1099	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89357032	89357236	89357420	89357591	89353076	89355078	89371613	89371752
1100	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89357420	89357591	89371613	89371752	89357032	89357236	89383340	89383427
1101	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383483	89484691	89484776	89371613	89371752	89556652	89556728
1102	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89484691	89484776	89371613	89371752	89556652	89556728
1109	"ENSG00000117533.15_3"	"VAMP4"	chr1	-	171688310	171688361	171697663	171697710	171679853	171679954	171707488	171707603
1110	"ENSG00000133740.11_3"	"E2F5"	chr8	+	86121376	86121644	86124391	86124439	86119659	86119724	86125987	86126137
1111	"ENSG00000133740.11_3"	"E2F5"	chr8	+	86124391	86124439	86125987	86126137	86121376	86121644	86128353	86128438
1112	"ENSG00000131016.17_3"	"AKAP12"	chr6	+	151626881	151627038	151669845	151674887	151561508	151561859	151676861	151677908
1113	"ENSG00000104497.14_5"	"SNX16"	chr8	-	82736026	82736175	82741664	82741751	82715326	82715463	82751846	82752317
1114	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82627221	82627349	82630416	82630459	82626908	82627130	82644433	82644608
1115	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82627221	82627349	82629483	82629523	82627038	82627130	82630416	82630459
1116	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82627221	82627349	82630416	82630459	82627038	82627130	82644987	82645116
1117	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74598663	74598855	74601449	74601467	74598105	74598303	74604558	74604593
1118	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74598663	74598855	74604558	74604593	74598105	74598303	74604774	74604853
1119	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74600054	74600075	74601449	74601467	74598663	74598855	74604558	74604593
1120	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74601449	74601467	74604558	74604593	74600054	74600075	74604774	74604853
1121	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74604558	74604593	74604774	74604853	74598663	74598855	74605126	74605372
1122	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74604558	74604593	74604774	74604853	74601449	74601467	74605126	74605372
1123	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74604774	74604853	74605126	74605372	74604558	74604593	74618920	74618992
1124	"ENSG00000204843.12_5"	"DCTN1"	chr2	-	74617709	74617855	74618314	74618355	74610869	74610933	74618862	74618907
1125	"ENSG00000170323.8_2"	"FABP4"	chr8	-	82391648	82391750	82392660	82392833	82390653	82391150	82395329	82395498
1126	"ENSG00000170323.8_2"	"FABP4"	chr8	-	82391648	82391750	82392660	82392699	82390923	82391150	82395329	82395471
1127	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57649772	57649857	57650196	57650294	57647544	57648896	57651772	57651920
1128	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57662704	57662865	57663105	57663232	57662085	57662240	57663534	57663777
1129	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57677606	57677839	57682791	57682823	57674140	57674313	57689181	57689290
1130	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57682791	57682823	57686354	57686450	57663534	57663777	57689181	57689290
1131	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57690193	57690334	57691110	57691170	57689181	57689290	57691872	57691951
1132	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57696958	57697000	57704046	57704246	57693877	57693964	57789531	57789601
1133	"ENSG00000179912.20_6"	"R3HDM2"	chr12	-	57699422	57699446	57704046	57704246	57696958	57697000	57789531	57789601
1134	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18643473	18643624	18644079	18644157	18642938	18643065	18648410	18648514
1135	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18644079	18644157	18650180	18650269	18643473	18643605	18650360	18650530
1136	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18644079	18644157	18650180	18650269	18643473	18643605	18652488	18652805
1137	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18648410	18648583	18650180	18650269	18644079	18644157	18652488	18652805
1138	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18648410	18648583	18650360	18650530	18644079	18644157	18652488	18652805
1139	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18649025	18649243	18650180	18650269	18648410	18648583	18652488	18652805
1140	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18649025	18649246	18650180	18650269	18648410	18648583	18652488	18652805
1141	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18650180	18650269	18650360	18650530	18644079	18644157	18652488	18652805
1144	"ENSG00000147586.10_4"	"MRPS28"	chr8	-	80915233	80915355	80940929	80941031	80831174	80831383	80941995	80942147
1145	"ENSG00000147586.10_4"	"MRPS28"	chr8	-	80915233	80915355	80940929	80941031	80831266	80831383	80942139	80942209
1146	"ENSG00000147586.10_4"	"MRPS28"	chr8	-	80915233	80915415	80940929	80941031	80831359	80831383	80942288	80942467
1147	"ENSG00000255036.6_8"	"STRA6LP"	chr9	+	100013073	100013125	100013822	100013839	100008377	100008468	100038850	100038979
1148	"ENSG00000255036.6_8"	"STRA6LP"	chr9	+	100079346	100079510	100080744	100080864	100077132	100077228	100082407	100082487
1149	"ENSG00000091656.18_7"	"ZFHX4"	chr8	+	77745573	77745642	77754890	77755007	77690443	77690675	77761230	77761364
1150	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74868145	74868289	74871999	74872053	74857353	74859055	74884479	74884522
1151	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74868145	74868289	74871999	74872053	74857372	74859055	74882813	74882869
1152	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74868145	74868289	74871999	74872053	74858635	74859055	74884276	74884341
1153	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74868145	74868289	74871999	74872053	74858707	74859055	74881794	74881908
1154	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74868145	74868289	74871999	74872053	74858768	74859055	74876721	74876860
1155	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74871999	74872053	74876721	74876860	74868145	74868289	74882813	74882869
1156	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74871999	74872053	74882813	74882869	74868145	74868289	74884104	74884143
1157	"ENSG00000154582.16_3"	"ELOC"	chr8	-	74876721	74876860	74882813	74882869	74871999	74872053	74884104	74884143
1159	"ENSG00000181085.15_3"	"MAPK15"	chr8	+	144802399	144803010	144803169	144803275	144801512	144801652	144803400	144803581
1160	"ENSG00000151773.13_4"	"CCDC122"	chr13	-	44442829	44442939	44443466	44443625	44433807	44434206	44448977	44449063
1161	"ENSG00000221947.7_4"	"XKR9"	chr8	+	71587052	71587134	71593015	71593565	71581599	71581773	71619167	71619388
1162	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133418103	133418182	133419596	133419669	133398772	133398897	133420612	133420720
1164	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133435653	133435813	133438052	133438220	133433990	133434145	133446204	133446384
1165	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133438052	133438220	133446204	133446384	133435653	133435813	133447309	133447369
1166	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133438052	133438220	133446204	133446420	133435653	133435813	133447309	133447369
1169	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133438918	133439011	133447309	133447369	133438052	133438220	133448870	133448980
1170	"ENSG00000140396.13_5"	"NCOA2"	chr8	-	71086990	71087094	71126137	71126310	71082436	71082614	71128894	71128999
1171	"ENSG00000140396.13_5"	"NCOA2"	chr8	-	71126137	71126310	71128894	71128999	71086990	71087094	71208978	71209035
1176	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	67986477	67986586	68015271	68015370	67976602	67976731	68018139	68018210
1177	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68005777	68005876	68007527	68007967	67998241	67998345	68015271	68015370
1178	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68005777	68005876	68007527	68007967	68004037	68004118	68015271	68015370
1179	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68007527	68007967	68015271	68015370	68005777	68005876	68018139	68018210
1180	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68049690	68049838	68062017	68062170	68044185	68044315	68066258	68066371
1181	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68062017	68062170	68066258	68066371	68049690	68049838	68070681	68070831
1182	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68089914	68089961	68102884	68102994	68087530	68087671	68107616	68107753
1183	"ENSG00000104218.14_6"	"CSPP1"	chr8	+	68089914	68089961	68105698	68105837	68087530	68087671	68107616	68107846
1184	"ENSG00000105618.14_4"	"PRPF31"	chr19	+	54627877	54628035	54629902	54629992	54627127	54627297	54631447	54631575
1185	"ENSG00000225241.3"	"RP11-640M9.2"	chr1	+	144598511	144598780	144606368	144606510	144593362	144593965	144614839	144614993
1186	"ENSG00000225241.3"	"RP11-640M9.2"	chr1	+	144606368	144606510	144615095	144615303	144598511	144598780	144617149	144617252
1188	"ENSG00000104205.15_6"	"SGK3"	chr8	+	67753258	67753345	67755686	67755782	67752445	67752482	67759427	67759583
1189	"ENSG00000104205.15_6"	"SGK3"	chr8	+	67755686	67755782	67759427	67759583	67753258	67753345	67763065	67763155
1190	"ENSG00000116117.18_4"	"PARD3B"	chr2	+	206265736	206265847	206305093	206305396	206166187	206166425	206364619	206364755
1191	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66517497	66517572	66525478	66525668	66514692	66516820	66534497	66534589
1192	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66517656	66517773	66525478	66525668	66517497	66517572	66534497	66534589
1193	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66517656	66517773	66534497	66534589	66517497	66517572	66539450	66539668
1194	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66525478	66525668	66539450	66539668	66517656	66517773	66546232	66546412
1195	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66534497	66534589	66539450	66539668	66517656	66517773	66546232	66546406
1196	"ENSG00000104442.10_5"	"ARMC1"	chr8	-	66534497	66534589	66545132	66545232	66525572	66525668	66546232	66546412
1197	"ENSG00000020256.20_4"	"ZFP64"	chr20	-	50704930	50705182	50713911	50713974	50668201	50668671	50714976	50715126
1198	"ENSG00000137563.12_3"	"GGH"	chr8	-	63942725	63942776	63948214	63948329	63939558	63939824	63951218	63951360
1199	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48733192	48733369	48734062	48734188	48712217	48712342	48734406	48734544
1200	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48733192	48733369	48735795	48735857	48712217	48712342	48736597	48736729
1201	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48733192	48733369	48742513	48742606	48712217	48712342	48744914	48745284
1202	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48734062	48734188	48734406	48734544	48733192	48733369	48735442	48735568
1203	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48734062	48734188	48735442	48735568	48733192	48733369	48735795	48735857
1204	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48734406	48734544	48735442	48735568	48734062	48734188	48735795	48735857
1205	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48734406	48734544	48735795	48735857	48734062	48734188	48736597	48736729
1206	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48735442	48735568	48735795	48735857	48734406	48734544	48736597	48736729
1207	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48738283	48738475	48742513	48742606	48736542	48736729	48744914	48745118
1208	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48761309	48761468	48762069	48762236	48760970	48761117	48764896	48765091
1209	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48762069	48762236	48764896	48765091	48761309	48761468	48768452	48769060
1210	"ENSG00000104388.15_5"	"RAB2A"	chr8	+	61484604	61484672	61496766	61496849	61429494	61429812	61497281	61497374
1211	"ENSG00000104388.15_5"	"RAB2A"	chr8	+	61484604	61484672	61496766	61496849	61471410	61471482	61497281	61497374
1212	"ENSG00000172819.17_5"	"RARG"	chr12	-	53609429	53609578	53621145	53621471	53609076	53609218	53624952	53625019
1213	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145583282	145584153	145582224	145582560	145584249	145584373
1214	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145583282	145584153	145582252	145582443	145584249	145584373
1215	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145583282	145583407	145583831	145584153	145582843	145583083	145584249	145584344
1216	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145583282	145584153	145584249	145584373	145582843	145583083	145584462	145584681
1217	"ENSG00000176623.12_6"	"RMDN1"	chr8	-	87482446	87482639	87489522	87489553	87480485	87480936	87491151	87491240
1218	"ENSG00000176623.12_6"	"RMDN1"	chr8	-	87487048	87487182	87489522	87489553	87484577	87486587	87491151	87491239
1219	"ENSG00000176623.12_6"	"RMDN1"	chr8	-	87489522	87489553	87519223	87519341	87487048	87487182	87520720	87520904
1221	"ENSG00000087111.21_4"	"PIGS"	chr17	-	26883183	26883284	26883844	26883990	26881868	26882079	26885493	26885608
1222	"ENSG00000087111.21_4"	"PIGS"	chr17	-	26883844	26883990	26885493	26885608	26883183	26883284	26887066	26887209
1223	"ENSG00000087111.21_4"	"PIGS"	chr17	-	26885493	26885608	26887066	26887209	26883844	26883990	26888439	26888647
1224	"ENSG00000087111.21_4"	"PIGS"	chr17	-	26887066	26887209	26888439	26888647	26885519	26885608	26890448	26890540
1236	"ENSG00000187735.14_3"	"TCEA1"	chr8	-	54891584	54891731	54922989	54923052	54882951	54883023	54934622	54934829
1237	"ENSG00000187735.14_3"	"TCEA1"	chr8	-	54912504	54912610	54922989	54923052	54906227	54906315	54934622	54935008
1238	"ENSG00000187735.14_3"	"TCEA1"	chr8	-	54912504	54912610	54922989	54923052	54906254	54906315	54934085	54934146
1241	"ENSG00000023287.13_5"	"RB1CC1"	chr8	-	53588928	53589131	53596108	53596279	53586404	53586834	53596446	53596573
1243	"ENSG00000170348.9_3"	"TMED10"	chr14	-	75602462	75602589	75614366	75614440	75598171	75601709	75618734	75618846
1244	"ENSG00000170348.9_3"	"TMED10"	chr14	-	75614366	75614440	75618734	75618846	75602462	75602589	75643057	75643315
1245	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48192449	48192605	48196616	48196683	48173547	48173583	48203621	48203726
1249	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48352884	48353104	48508372	48508568	48320422	48320523	48511507	48511605
1250	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48508372	48508568	48511507	48511758	48352884	48353104	48586362	48586503
1251	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48511507	48511758	48586362	48586503	48508372	48508568	48612964	48613052
1252	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48614517	48614577	48625223	48625434	48614282	48614426	48626050	48626095
1253	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48639761	48639855	48641494	48641609	48626050	48626203	48641973	48642027
1254	"ENSG00000164808.16_7"	"SPIDR"	chr8	+	48641494	48641609	48641973	48642027	48639757	48639855	48647868	48647936
1255	"ENSG00000214114.9_4"	"MYCBP"	chr1	-	39332551	39332671	39338689	39338762	39329907	39330386	39338962	39339040
1256	"ENSG00000214114.9_4"	"MYCBP"	chr1	-	39333233	39333282	39338689	39338762	39332551	39332681	39338962	39339020
1257	"ENSG00000164142.16_4"	"FAM160A1"	chr4	+	152375852	152375960	152487289	152487516	152330327	152330617	152498601	152499228
1258	"ENSG00000164142.16_4"	"FAM160A1"	chr4	+	152487289	152487516	152498601	152499228	152403675	152403800	152507792	152507951
1259	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138403466	138403645	138407716	138407816	138402519	138402629	138409841	138409985
1260	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138403466	138403645	138409841	138409985	138402519	138402629	138413627	138413749
1261	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138413627	138413749	138417748	138417937	138409841	138409985	138423284	138423335
1262	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138417748	138417937	138423284	138423335	138413627	138413749	138426000	138426131
1264	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138431049	138431146	138433309	138433561	138426000	138426131	138452202	138452280
1265	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138453475	138453646	138456548	138456728	138452202	138452280	138461399	138461623
1266	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138456548	138456728	138461399	138461597	138453475	138453646	138474595	138474821
1267	"ENSG00000051382.8_2"	"PIK3CB"	chr3	-	138456548	138456728	138461399	138461623	138453475	138453646	138474595	138474821
1268	"ENSG00000128654.14_4"	"MTX2"	chr2	+	177194028	177194154	177195311	177195388	177193601	177193640	177202220	177202407
1269	"ENSG00000128654.14_4"	"MTX2"	chr2	+	177194097	177194154	177195311	177195388	177193601	177193640	177202220	177202358
1270	"ENSG00000168522.13_5"	"FNTA"	chr8	+	42914234	42914320	42919243	42919358	42911815	42912450	42924697	42924802
1271	"ENSG00000168522.13_5"	"FNTA"	chr8	+	42919243	42919358	42924697	42924802	42914094	42914320	42927323	42927450
1272	"ENSG00000168522.13_5"	"FNTA"	chr8	+	42919243	42919358	42924697	42924802	42914234	42914320	42932358	42932415
1273	"ENSG00000120925.16_4"	"RNF170"	chr8	-	42716887	42716998	42725146	42725255	42708439	42711571	42729073	42729149
1274	"ENSG00000120925.16_4"	"RNF170"	chr8	-	42720558	42720632	42729073	42729149	42716472	42716998	42742870	42743014
1275	"ENSG00000120925.16_4"	"RNF170"	chr8	-	42720558	42720632	42725146	42725255	42716887	42716998	42742870	42743014
