ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1634	"ENSG00000154134.15_3"	"ROBO3"	chr11	+	124748479	124749237	124748479	124748692	124749360	124749471
1636	"ENSG00000165282.13_4"	"PIGO"	chr9	-	35091236	35092764	35092539	35092764	35090462	35090669
1637	"ENSG00000165282.13_4"	"PIGO"	chr9	-	35091236	35094356	35094212	35094356	35090462	35090669
1638	"ENSG00000180353.11_3"	"HCLS1"	chr3	-	121376048	121376199	121376125	121376199	121366165	121366295
1639	"ENSG00000180353.11_3"	"HCLS1"	chr3	-	121376048	121376199	121376125	121376199	121374905	121375113
1646	"ENSG00000106665.15_6"	"CLIP2"	chr7	+	73800850	73800934	73800850	73800927	73814699	73814885
1648	"ENSG00000113522.14_6"	"RAD50"	chr5	+	131911468	131911620	131911468	131911555	131923253	131923382
1653	"ENSG00000120705.13_4"	"ETF1"	chr5	-	137878322	137878625	137878393	137878625	137865243	137865367
1654	"ENSG00000120705.13_4"	"ETF1"	chr5	-	137878322	137878625	137878521	137878625	137865243	137865367
1655	"ENSG00000120705.13_4"	"ETF1"	chr5	-	137878393	137878625	137878521	137878625	137865243	137865367
1656	"ENSG00000138035.15_3"	"PNPT1"	chr2	-	55871771	55872567	55872483	55872567	55870453	55870560
1657	"ENSG00000138035.15_3"	"PNPT1"	chr2	-	55907846	55908053	55907989	55908053	55906816	55906930
1663	"ENSG00000116062.15_5"	"MSH6"	chr2	+	48010220	48010632	48010220	48010609	48018065	48018262
1664	"ENSG00000116062.15_5"	"MSH6"	chr2	+	48010220	48010632	48010220	48010609	48025749	48028294
1669	"ENSG00000071127.17_3"	"WDR1"	chr4	-	10086064	10086154	10086066	10086154	10084645	10084800
1670	"ENSG00000197321.14_2"	"SVIL"	chr10	-	29769465	29769742	29769478	29769742	29760066	29760172
1671	"ENSG00000197321.14_2"	"SVIL"	chr10	-	29769465	29769742	29769478	29769742	29762766	29762918
1675	"ENSG00000011021.23_5"	"CLCN6"	chr1	+	11886212	11886281	11886212	11886271	11887171	11887278
1683	"ENSG00000116906.13_5"	"GNPAT"	chr1	+	231403425	231403657	231403425	231403649	231405608	231405802
1684	"ENSG00000116906.13_5"	"GNPAT"	chr1	+	231403425	231403657	231403425	231403649	231406503	231406746
1688	"ENSG00000177000.12_6"	"MTHFR"	chr1	-	11854785	11855405	11855154	11855405	11854414	11854595
1691	"ENSG00000100911.16_4"	"PSME2"	chr14	-	24614918	24615449	24615416	24615449	24614587	24614674
1695	"ENSG00000184307.15_5"	"ZDHHC23"	chr3	+	113667532	113667810	113667532	113667581	113672546	113673257
1697	"ENSG00000143578.16_3"	"CREB3L4"	chr1	+	153940997	153941175	153940997	153941115	153945219	153945312
1698	"ENSG00000143578.16_3"	"CREB3L4"	chr1	+	153941405	153941931	153941405	153941652	153945219	153945312
1700	"ENSG00000231312.7_8"	"MAP4K3-DT"	chr2	+	39811744	39814493	39811744	39811950	39815588	39815707
1702	"ENSG00000143889.16_7"	"HNRNPLL"	chr2	-	38829579	38830178	38829998	38830178	38818671	38818790
1711	"ENSG00000160014.17_4"	"CALM3"	chr19	+	47111453	47111597	47111453	47111584	47111738	47112238
1713	"ENSG00000115762.16_3"	"PLEKHB2"	chr2	+	131890474	131890588	131890474	131890564	131897742	131897848
1715	"ENSG00000136935.13_3"	"GOLGA1"	chr9	-	127683990	127684171	127684001	127684171	127683407	127683519
1724	"ENSG00000085719.13_4"	"CPNE3"	chr8	+	87526691	87526801	87526691	87526769	87527369	87527429
1728	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138291	145138403	145138291	145138327	145138720	145138764
1729	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145139315	145139512	145139315	145139488	145139624	145140382
1735	"ENSG00000187118.13_4"	"CMC1"	chr3	+	28283114	28283392	28283114	28283303	28295221	28295256
1737	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74710448	74710690	74710448	74710537	74717151	74717600
1740	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74719265	74719572	74719265	74719356	74719772	74719874
1741	"ENSG00000258620.2_7"	"AL135838.1"	chr14	+	100873656	100873982	100873656	100873734	100874463	100875265
1743	"ENSG00000114062.20_7"	"UBE3A"	chr15	-	25653718	25653831	25653766	25653831	25650607	25650649
1747	"ENSG00000143314.12_4"	"MRPL24"	chr1	-	156710722	156710880	156710803	156710880	156708134	156708230
1750	"ENSG00000054277.14_4"	"OPN3"	chr1	-	241767561	241767881	241767721	241767881	241763681	241763955
1752	"ENSG00000234545.7_3"	"FAM133B"	chr7	-	92206968	92207496	92207463	92207496	92206416	92206509
1760	"ENSG00000113328.19_5"	"CCNG1"	chr5	+	162866262	162866526	162866262	162866352	162868083	162868337
1765	"ENSG00000183258.12_5"	"DDX41"	chr5	-	176940353	176940848	176940685	176940848	176939496	176939646
1766	"ENSG00000183258.12_5"	"DDX41"	chr5	-	176940353	176940848	176940685	176940848	176940011	176940083
1768	"ENSG00000183258.12_5"	"DDX41"	chr5	-	176943288	176943836	176943725	176943836	176943119	176943194
1769	"ENSG00000147124.12_4"	"ZNF41"	chrX	-	47326722	47326947	47326808	47326947	47315670	47315837
1774	"ENSG00000100823.12_4"	"APEX1"	chr14	+	20923736	20923932	20923736	20923862	20924826	20925019
1775	"ENSG00000100823.12_4"	"APEX1"	chr14	+	20923736	20924260	20923736	20923862	20924826	20925019
1776	"ENSG00000100823.12_4"	"APEX1"	chr14	+	20923736	20924260	20923736	20923932	20924826	20925019
1777	"ENSG00000115756.13_4"	"HPCAL1"	chr2	+	10563108	10566107	10563108	10563214	10566345	10566621
1780	"ENSG00000126524.10_3"	"SBDS"	chr7	-	66459198	66459328	66459206	66459328	66456123	66456288
1783	"ENSG00000072274.13_3"	"TFRC"	chr3	-	195808701	195808961	195808913	195808961	195802029	195802231
1788	"ENSG00000040933.15_3"	"INPP4A"	chr2	+	99172015	99172271	99172015	99172154	99179927	99180100
1790	"ENSG00000111247.14_2"	"RAD51AP1"	chr12	+	4652928	4653077	4652928	4653070	4654947	4654998
1793	"ENSG00000111247.14_2"	"RAD51AP1"	chr12	+	4662148	4662313	4662148	4662255	4665518	4665716
1799	"ENSG00000064933.17_4"	"PMS1"	chr2	+	190728468	190728954	190728468	190728700	190738221	190738382
1800	"ENSG00000074319.13_5"	"TSG101"	chr11	-	18502031	18502182	18502054	18502182	18490577	18490765
1801	"ENSG00000074319.13_5"	"TSG101"	chr11	-	18502031	18502182	18502054	18502182	18501449	18501593
1817	"ENSG00000109180.14_6"	"OCIAD1"	chr4	+	48853822	48854037	48853822	48853992	48859229	48859382
1818	"ENSG00000101457.13_4"	"DNTTIP1"	chr20	+	44430637	44430696	44430637	44430694	44431971	44432017
1826	"ENSG00000143420.18_3"	"ENSA"	chr1	-	150599787	150600068	150599873	150600068	150598954	150599002
1828	"ENSG00000143420.18_3"	"ENSA"	chr1	-	150599873	150600068	150599942	150600068	150598954	150599002
1829	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119271	155119120	155119210	155125285	155125343
1830	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119275	155119120	155119210	155125285	155125343
1831	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119210	155125285	155125343
1835	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119271	155119120	155119210	155127775	155127913
1837	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119210	155127775	155127913
1838	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119275	155119120	155119271	155127775	155127913
1839	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119271	155127775	155127913
1840	"ENSG00000124333.16_3"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119275	155127775	155127913
1841	"ENSG00000141084.11_5"	"RANBP10"	chr16	-	67778167	67778358	67778190	67778358	67768760	67768945
1842	"ENSG00000177463.15_4"	"NR2C2"	chr3	+	15079506	15080734	15079506	15079644	15084340	15084856
1843	"ENSG00000100473.18_5"	"COCH"	chr14	+	31343764	31344178	31343764	31343797	31344261	31344309
1852	"ENSG00000138760.10_5"	"SCARB2"	chr4	-	77100669	77102254	77102106	77102254	77097589	77097681
1858	"ENSG00000114416.18_6"	"FXR1"	chr3	+	180680670	180680878	180680670	180680728	180685838	180686042
1862	"ENSG00000026036.22_4"	"RTEL1-TNFRSF6B"	chr20	+	62327130	62328544	62327130	62327207	62328680	62328875
1863	"ENSG00000196295.12_8"	"GARS-DT"	chr7	-	30603338	30603614	30603346	30603614	30600879	30602997
1864	"ENSG00000153187.20_6"	"HNRNPU"	chr1	-	245022576	245025683	245023636	245025683	245022030	245022143
1871	"ENSG00000251669.5_3"	"FAM86EP"	chr4	-	3948870	3949947	3949816	3949947	3948352	3948666
1877	"ENSG00000166145.14_3"	"SPINT1"	chr15	+	41145908	41146127	41145908	41146079	41146836	41146887
1885	"ENSG00000177731.16_5"	"FLII"	chr17	-	18148868	18149376	18149247	18149376	18148667	18148733
1889	"ENSG00000118257.16_4"	"NRP2"	chr2	+	206631506	206631542	206631506	206631527	206631952	206633205
1892	"ENSG00000134291.12_4"	"TMEM106C"	chr12	+	48357991	48358245	48357991	48358206	48359064	48360012
1893	"ENSG00000134291.12_4"	"TMEM106C"	chr12	+	48357991	48358245	48357991	48358206	48360465	48360515
1896	"ENSG00000134291.12_4"	"TMEM106C"	chr12	+	48359871	48360012	48359871	48359955	48360990	48361044
1897	"ENSG00000154928.18_5"	"EPHB1"	chr3	+	134670212	134670894	134670212	134670560	134696807	134696919
1902	"ENSG00000140400.17_6"	"MAN2C1"	chr15	-	75650802	75651149	75651044	75651149	75650541	75650685
1904	"ENSG00000168958.19_7"	"MFF"	chr2	+	228193393	228195562	228193393	228193505	228197134	228197304
1905	"ENSG00000137274.13_4"	"BPHL"	chr6	+	3137595	3137727	3137595	3137656	3140619	3140743
1908	"ENSG00000170485.17_4"	"NPAS2"	chr2	+	101598692	101604738	101598692	101598839	101606717	101606908
1909	"ENSG00000170485.17_4"	"NPAS2"	chr2	+	101598692	101604738	101598692	101598839	101609808	101609989
1912	"ENSG00000137106.18_4"	"GRHPR"	chr9	+	37422692	37422830	37422692	37422802	37425918	37425991
1913	"ENSG00000137106.18_4"	"GRHPR"	chr9	+	37422692	37422830	37422692	37422802	37429728	37429833
1914	"ENSG00000137106.18_4"	"GRHPR"	chr9	+	37422692	37422830	37422692	37422802	37432004	37432135
1920	"ENSG00000215440.12_4"	"NPEPL1"	chr20	+	57288475	57289149	57288475	57288599	57289615	57289726
1928	"ENSG00000239779.7_7"	"WBP1"	chr2	+	74685576	74685798	74685576	74685664	74686604	74686689
1929	"ENSG00000239779.7_7"	"WBP1"	chr2	+	74685958	74686244	74685958	74686046	74686769	74686872
1936	"ENSG00000162910.19_5"	"MRPL55"	chr1	-	228296849	228297000	228296961	228297000	228295368	228295570
1940	"ENSG00000143793.13_3"	"C1orf35"	chr1	-	228290010	228290261	228290178	228290261	228289780	228289866
1942	"ENSG00000143761.16_4"	"ARF1"	chr1	+	228284778	228285153	228284778	228284963	228285291	228285416
1944	"ENSG00000125484.12_3"	"GTF3C4"	chr9	+	135553363	135555190	135553363	135553426	135558949	135559080
1952	"ENSG00000233673.7_6"	"ANAPC1P1"	chr2	+	87116189	87116399	87116189	87116302	87120210	87120304
1954	"ENSG00000143799.13_3"	"PARP1"	chr1	-	226553654	226555309	226555180	226555309	226552702	226552855
1956	"ENSG00000268350.7_6"	"FAM156A"	chrX	-	53024484	53024651	53024593	53024651	52976465	52977913
1960	"ENSG00000162923.16_5"	"WDR26"	chr1	-	224619178	224619283	224619226	224619283	224607219	224607317
1964	"ENSG00000116922.14_5"	"C1orf109"	chr1	-	38155887	38156192	38156005	38156192	38151944	38152124
1967	"ENSG00000175215.11_5"	"CTDSP2"	chr12	-	58221316	58221373	58221334	58221373	58218009	58218102
1968	"ENSG00000175215.11_5"	"CTDSP2"	chr12	-	58221316	58221373	58221334	58221373	58220128	58220185
1973	"ENSG00000156463.18_4"	"SH3RF2"	chr5	+	145435543	145435794	145435543	145435776	145458022	145461354
1978	"ENSG00000178922.16_5"	"HYI"	chr1	-	43919056	43919168	43919083	43919168	43918573	43918675
1980	"ENSG00000144635.9_3"	"DYNC1LI1"	chr3	-	32571775	32574589	32574477	32574589	32571031	32571152
1981	"ENSG00000227372.12_6"	"TP73-AS1"	chr1	-	3656259	3656951	3656399	3656951	3653729	3655971
1982	"ENSG00000227372.12_6"	"TP73-AS1"	chr1	-	3656259	3656951	3656687	3656951	3654102	3656115
1984	"ENSG00000283050.2_6"	"GTF2IP12"	chr4	-	120340094	120340261	120340196	120340261	120334443	120334562
1986	"ENSG00000119185.12_4"	"ITGB1BP1"	chr2	-	9562930	9563305	9563094	9563305	9554306	9554385
1987	"ENSG00000121753.12_5"	"ADGRB2"	chr1	-	32200783	32201266	32201180	32201266	32198117	32198213
1995	"ENSG00000143493.13_4"	"INTS7"	chr1	-	212125910	212126043	212125952	212126043	212119948	212119987
1999	"ENSG00000125107.18_3"	"CNOT1"	chr16	-	58658556	58658698	58658576	58658698	58657185	58657313
2002	"ENSG00000117650.13_3"	"NEK2"	chr1	-	211844510	211844626	211844543	211844626	211843622	211843735
2004	"ENSG00000082512.15_3"	"TRAF5"	chr1	+	211529708	211534121	211529708	211529810	211534429	211534504
2016	"ENSG00000224260.6_6"	"AL023754.1"	chr1	-	209719357	209719484	209719401	209719484	209716190	209716263
2017	"ENSG00000283189.2_5"	"AC104452.1"	chr3	-	49456692	49457775	49457142	49457775	49456403	49456584
2023	"ENSG00000117335.19_4"	"CD46"	chr1	+	207940357	207943707	207940357	207940540	207958415	207958451
2024	"ENSG00000260785.2_6"	"CASC17"	chr17	-	69128502	69128611	69128530	69128611	69127276	69127463
2027	"ENSG00000163516.13_3"	"ANKZF1"	chr2	+	220098854	220100034	220098854	220099010	220100195	220100307
2028	"ENSG00000163516.13_3"	"ANKZF1"	chr2	+	220098854	220100034	220098854	220099010	220100429	220100597
2041	"ENSG00000065717.15_5"	"TLE2"	chr19	-	3019280	3019771	3019696	3019771	3017837	3017857
2057	"ENSG00000115234.11_3"	"SNX17"	chr2	+	27594135	27594335	27594135	27594210	27595489	27595996
2058	"ENSG00000115234.11_3"	"SNX17"	chr2	+	27594135	27594335	27594135	27594210	27595906	27595980
2061	"ENSG00000008311.15_3"	"AASS"	chr7	-	121718915	121719766	121719650	121719766	121717891	121718068
2063	"ENSG00000231734.4"	"RP6-206I17.2"	chr1	+	143709265	143709317	143709265	143709277	143709988	143710303
2066	"ENSG00000226919.4_7"	"AL365184.1"	chr1	+	240931451	240931604	240931451	240931531	240934065	240934202
2069	"ENSG00000178852.16_6"	"EFCAB13"	chr17	+	45401390	45401465	45401390	45401440	45403591	45403753
2075	"ENSG00000176393.11_5"	"RNPEP"	chr1	+	201965274	201965537	201965274	201965391	201969029	201969143
2076	"ENSG00000176393.11_5"	"RNPEP"	chr1	+	201965274	201965537	201965274	201965391	201970503	201970616
2081	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70310638	70310819	70310669	70310819	70259264	70259387
2085	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70310638	70310819	70310669	70310819	70280862	70280924
2086	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70282787	70283042	70282845	70283042	70280862	70280944
2088	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70282787	70283042	70282845	70283042	70280862	70281126
2089	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70310638	70310819	70310669	70310819	70282787	70282881
2090	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70310638	70310819	70310669	70310819	70282845	70283042
2112	"ENSG00000169247.12_5"	"SH3TC2"	chr5	-	148406422	148408281	148408239	148408281	148406134	148406315
2114	"ENSG00000197958.13_4"	"RPL12"	chr9	-	130211888	130213684	130213328	130213684	130211559	130211641
2117	"ENSG00000243716.6"	"NPIPB5"	chr16	+	22503027	22503147	22503027	22503107	22524744	22524842
2125	"ENSG00000168096.14_5"	"ANKS3"	chr16	-	4751434	4752243	4752102	4752243	4750970	4751135
2128	"ENSG00000134686.18_4"	"PHC2"	chr1	-	33799690	33799893	33799785	33799893	33796948	33797063
2130	"ENSG00000134686.18_4"	"PHC2"	chr1	-	33799690	33799893	33799785	33799893	33799444	33799533
2144	"ENSG00000180228.13_4"	"PRKRA"	chr2	-	179312182	179312313	179312231	179312313	179310221	179310262
2150	"ENSG00000165060.14_7"	"FXN"	chr9	+	71679853	71679959	71679853	71679951	71714816	71715094
2153	"ENSG00000164362.20_6"	"TERT"	chr5	-	1293078	1294781	1293427	1294781	1282543	1282739
2154	"ENSG00000164362.20_6"	"TERT"	chr5	-	1293078	1294781	1293427	1294781	1286279	1287201
2170	"ENSG00000178685.14_6"	"PARP10"	chr8	-	145059888	145060143	145059892	145060143	145059736	145059816
2175	"ENSG00000143748.18_5"	"NVL"	chr1	-	224500735	224500853	224500751	224500853	224499501	224499559
2177	"ENSG00000128487.16_4"	"SPECC1"	chr17	+	20135512	20135727	20135512	20135718	20149238	20149384
2178	"ENSG00000128487.16_4"	"SPECC1"	chr17	+	20135512	20135727	20135512	20135718	20150531	20150632
2180	"ENSG00000111305.19_7"	"GSG1"	chr12	-	13241671	13241843	13241795	13241843	13240085	13240197
2185	"ENSG00000228409.6_2"	"CCT6P1"	chr7	+	65217150	65217297	65217150	65217189	65219513	65219648
2193	"ENSG00000048707.15_6"	"VPS13D"	chr1	+	12516053	12516186	12516053	12516127	12520294	12520451
2196	"ENSG00000007202.15_5"	"KIAA0100"	chr17	-	26970181	26970677	26970627	26970677	26969886	26970005
2201	"ENSG00000183426.17_4"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15031421	15031507
2202	"ENSG00000183426.17_4"	"NPIPA1"	chr16	+	15029016	15029254	15029016	15029133	15035668	15035797
2204	"ENSG00000120008.16_3"	"WDR11"	chr10	+	122648589	122649521	122648589	122648696	122659540	122659649
2207	"ENSG00000089195.15_3"	"TRMT6"	chr20	-	5921698	5922682	5922596	5922682	5918478	5919372
2210	"ENSG00000132950.19_4"	"ZMYM5"	chr13	-	20425494	20426330	20425828	20426330	20397621	20399375
2211	"ENSG00000132950.19_4"	"ZMYM5"	chr13	-	20425494	20426330	20425828	20426330	20409616	20409829
2212	"ENSG00000132950.19_4"	"ZMYM5"	chr13	-	20425494	20426330	20425828	20426330	20411604	20411961
2213	"ENSG00000132950.19_4"	"ZMYM5"	chr13	-	20425494	20426330	20425828	20426330	20412839	20413125
2218	"ENSG00000187091.13_3"	"PLCD1"	chr3	-	38049948	38050649	38050532	38050649	38049725	38049858
2219	"ENSG00000187091.13_3"	"PLCD1"	chr3	-	38051394	38051766	38051621	38051766	38051143	38051302
2221	"ENSG00000080823.23_4"	"MOK"	chr14	-	102698871	102700126	102700024	102700126	102695175	102695703
2225	"ENSG00000135506.16_6"	"OS9"	chr12	+	58109542	58109976	58109542	58109753	58110194	58110295
2229	"ENSG00000099797.15_5"	"TECR"	chr19	+	14674793	14675099	14674793	14674909	14675597	14675670
2231	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675597	14675804	14675597	14675670	14676013	14676102
2232	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675597	14675935	14675597	14675670	14676013	14676102
2233	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675597	14675935	14675597	14675804	14676013	14676102
2234	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675597	14675935	14675597	14675670	14676429	14676475
2235	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675877	14676102	14675877	14675935	14676429	14676475
2237	"ENSG00000258890.7_7"	"CEP95"	chr17	+	62527043	62527140	62527043	62527136	62528956	62529126
2238	"ENSG00000155256.17_4"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2239	"ENSG00000155256.17_4"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99504485	99504672
2241	"ENSG00000128694.12_3"	"OSGEPL1"	chr2	-	190626145	190626386	190626372	190626386	190619898	190620286
2243	"ENSG00000164088.18_4"	"PPM1M"	chr3	+	52282168	52282469	52282168	52282253	52282652	52282716
2244	"ENSG00000164088.18_4"	"PPM1M"	chr3	+	52282168	52282469	52282168	52282253	52282971	52283079
2246	"ENSG00000119979.18_5"	"FAM45A"	chr10	+	120864275	120864534	120864275	120864518	120867479	120867676
2247	"ENSG00000119979.18_5"	"FAM45A"	chr10	+	120867459	120867676	120867459	120867608	120871360	120871440
2248	"ENSG00000124839.13_3"	"RAB17"	chr2	-	238494640	238494800	238494684	238494800	238485899	238486025
2249	"ENSG00000124839.13_3"	"RAB17"	chr2	-	238494640	238494800	238494706	238494800	238485899	238486025
2250	"ENSG00000124839.13_3"	"RAB17"	chr2	-	238494684	238494800	238494706	238494800	238485899	238486025
2254	"ENSG00000065183.16_3"	"WDR3"	chr1	+	118475910	118476113	118475910	118476012	118476252	118476363
2255	"ENSG00000065183.16_3"	"WDR3"	chr1	+	118475910	118476113	118475910	118476012	118477095	118477305
2256	"ENSG00000065183.16_3"	"WDR3"	chr1	+	118475910	118476113	118475910	118476012	118479391	118479510
2257	"ENSG00000158669.11_7"	"GPAT4"	chr8	+	41455810	41456823	41455810	41455995	41466934	41467004
2259	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121756079	121756411	121756303	121756411	121746159	121746494
2260	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121756079	121756411	121756303	121756411	121747772	121747814
2262	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121783641	121784808	121784698	121784808	121775093	121775195
2264	"ENSG00000158850.15_3"	"B4GALT3"	chr1	-	161143394	161143839	161143648	161143839	161142016	161142121
2272	"ENSG00000167325.15_4"	"RRM1"	chr11	+	4141074	4141200	4141074	4141158	4142808	4142995
2275	"ENSG00000168876.9_4"	"ANKRD49"	chr11	+	94229769	94230222	94229769	94230117	94231067	94231130
2276	"ENSG00000168876.9_4"	"ANKRD49"	chr11	+	94229769	94230284	94229769	94230117	94231067	94231130
2277	"ENSG00000168876.9_4"	"ANKRD49"	chr11	+	94229769	94230284	94229769	94230222	94231067	94231130
2280	"ENSG00000112655.16_6"	"PTK7"	chr6	+	43109668	43109819	43109668	43109779	43109909	43111358
2281	"ENSG00000112655.16_6"	"PTK7"	chr6	+	43109909	43111358	43109909	43110037	43112188	43112344
2284	"ENSG00000102038.15_4"	"SMARCA1"	chrX	-	128582278	128582420	128582309	128582420	128580481	128581278
2285	"ENSG00000102038.15_4"	"SMARCA1"	chrX	-	128582278	128582420	128582309	128582420	128580822	128581210
2287	"ENSG00000134748.13_3"	"PRPF38A"	chr1	+	52871351	52871511	52871351	52871385	52874240	52874746
2288	"ENSG00000134748.13_3"	"PRPF38A"	chr1	+	52871351	52871511	52871351	52871385	52878185	52878296
2289	"ENSG00000162971.11_3"	"TYW5"	chr2	-	200813040	200813195	200813059	200813195	200803655	200803793
2290	"ENSG00000162971.11_3"	"TYW5"	chr2	-	200813040	200813195	200813059	200813195	200804811	200804856
2294	"ENSG00000074582.14_6"	"BCS1L"	chr2	+	219524759	219524941	219524759	219524889	219525029	219525205
2299	"ENSG00000074582.14_6"	"BCS1L"	chr2	+	219524759	219524968	219524759	219524889	219526128	219526268
2302	"ENSG00000108423.15_3"	"TUBD1"	chr17	-	57943956	57944110	57943969	57944110	57941143	57941208
2327	"ENSG00000181381.13_3"	"DDX60L"	chr4	-	169315611	169315768	169315615	169315768	169312690	169312791
2329	"ENSG00000175054.16_5"	"ATR"	chr3	-	142185165	142188411	142188178	142188411	142180781	142180932
2330	"ENSG00000175054.16_5"	"ATR"	chr3	-	142185165	142188411	142186775	142188411	142183938	142184082
2331	"ENSG00000144161.13_3"	"ZC3H8"	chr2	-	112990834	112990948	112990836	112990948	112989414	112989522
2334	"ENSG00000143303.12_6"	"RRNAD1"	chr1	+	156701782	156702265	156701782	156701907	156702776	156702839
2336	"ENSG00000116350.17_6"	"SRSF4"	chr1	-	29485885	29487029	29486886	29487029	29481207	29481422
2337	"ENSG00000198837.10_5"	"DENND4B"	chr1	-	153903167	153903540	153903422	153903540	153903014	153903079
2340	"ENSG00000122678.17_4"	"POLM"	chr7	-	44118338	44118410	44118354	44118410	44113381	44113624
2341	"ENSG00000122678.17_4"	"POLM"	chr7	-	44118152	44118410	44118338	44118410	44113460	44113624
2342	"ENSG00000122678.17_4"	"POLM"	chr7	-	44118338	44118410	44118354	44118410	44113996	44114121
2344	"ENSG00000122678.17_4"	"POLM"	chr7	-	44118152	44118410	44118338	44118410	44117920	44118037
2353	"ENSG00000014914.21_3"	"MTMR11"	chr1	-	149905502	149905835	149905747	149905835	149905298	149905423
2354	"ENSG00000126107.15_3"	"HECTD3"	chr1	-	45471465	45471788	45471668	45471788	45470271	45470478
2360	"ENSG00000073605.18_4"	"GSDMB"	chr17	-	38062363	38063240	38063213	38063240	38062099	38062238
2362	"ENSG00000245060.8_6"	"LINC00847"	chr5	+	180261311	180262002	180261311	180261736	180262421	180262727
2374	"ENSG00000121310.17_4"	"ECHDC2"	chr1	-	53370705	53372283	53372190	53372283	53370317	53370505
2380	"ENSG00000077454.16_4"	"LRCH4"	chr7	-	100174316	100174628	100174524	100174628	100173860	100173946
2382	"ENSG00000198492.16_6"	"YTHDF2"	chr1	+	29064770	29064850	29064770	29064841	29095440	29096287
2385	"ENSG00000180287.16_3"	"PLD5"	chr1	-	242511400	242511544	242511407	242511544	242428638	242428750
2389	"ENSG00000204410.15_5"	"MSH5"	chr6	+	31711680	31712076	31711680	31711802	31712322	31712358
2390	"ENSG00000204410.15_5"	"MSH5"	chr6	+	31726873	31727289	31726873	31726954	31727485	31727752
2406	"ENSG00000114270.17_3"	"COL7A1"	chr3	-	48607566	48607767	48607707	48607767	48607312	48607348
2407	"ENSG00000123066.8_6"	"MED13L"	chr12	-	116412975	116413543	116413319	116413543	116409882	116410041
2412	"ENSG00000205356.9_3"	"TECPR1"	chr7	-	97880705	97880860	97880730	97880860	97874196	97874379
2418	"ENSG00000213316.9_4"	"LTC4S"	chr5	+	179222584	179222857	179222584	179222684	179222941	179223023
2425	"ENSG00000105640.13_3"	"RPL18A"	chr19	+	17972101	17972281	17972101	17972116	17972902	17973032
2426	"ENSG00000105640.13_3"	"RPL18A"	chr19	+	17972101	17972281	17972101	17972116	17973726	17973836
2435	"ENSG00000164078.13_4"	"MST1R"	chr3	-	49933147	49933313	49933300	49933313	49932599	49932806
2436	"ENSG00000099326.8_4"	"MZF1"	chr19	-	59081710	59082796	59082360	59082796	59080882	59080953
2443	"ENSG00000117620.15_5"	"SLC35A3"	chr1	+	100459092	100459301	100459092	100459297	100472589	100472712
2456	"ENSG00000128463.13_4"	"EMC4"	chr15	+	34517736	34517859	34517736	34517851	34520629	34520790
2465	"ENSG00000157193.17_6"	"LRP8"	chr1	-	53741302	53741425	53741326	53741425	53732144	53732319
2467	"ENSG00000160058.18_2"	"BSDC1"	chr1	-	32844324	32844440	32844363	32844440	32843827	32843884
2475	"ENSG00000115649.16_4"	"CNPPD1"	chr2	-	220039499	220039830	220039709	220039830	220038867	220038929
2479	"ENSG00000286070.1_1"	"GGT1"	chr22	+	24963951	24964144	24963951	24964005	24967883	24967985
2480	"ENSG00000286070.1_1"	"GGT1"	chr22	+	24963951	24964144	24963951	24964005	24967985	24968029
2488	"ENSG00000280537.2_6"	"AC068946.1"	chr2	-	220033736	220033824	220033750	220033824	220033141	220033555
