ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
38222	82,80,132	2861,2317,3393	80,98,93	2744,2824,2547	204	100
38223	34,28,62	54,52,59	34,40,28	39,0,0	210	100
38225	39,61,85	6,26,9	58,54,39	6,6,7	386	100
38226	59,97,133	2,0,1	69,96,38	0,0,0	281	100
38227	0,0,4	2,0,0	0,4,0	0,0,0	380	100
38228	53,79,52	0,0,1	40,26,67	0,0,0	739	100
38229	5,9,3	2,0,0	4,3,7	0,0,0	513	100
38230	34,29,27	0,0,0	29,21,38	0,0,1	720	100
38231	82,102,106	0,1,0	59,29,42	1,0,0	203	100
38232	8925,7506,10308	0,1,0	9757,9932,8765	0,0,0	2543	100
38233	82,152,88	1,1,0	167,212,108	0,0,2	2136	100
38234	39,37,42	0,0,0	52,42,33	0,2,0	866	100
38235	39,37,42	2,2,2	52,42,33	0,1,4	955	100
38236	2164,1877,2046	0,12,0	2436,2463,2140	0,0,0	1085	100
38237	11,3,0	3,0,0	3,7,3	0,0,0	204	100
38238	533,656,495	2,1,8	643,655,579	2,0,3	415	100
38239	3056,4027,2926	6,5,20	3900,3936,3433	7,7,8	1130	100
38240	1256,1687,1155	12,10,7	1559,1620,1409	21,12,23	622	100
38241	3087,4052,2956	0,0,0	3948,3977,3480	2,0,0	1145	100
38242	1287,1712,1185	6,0,2	1607,1661,1456	4,8,6	637	100
38243	41,57,32	0,0,0	47,25,32	0,0,2	207	100
38244	119,143,99	12,18,16	129,115,103	13,18,14	263	100
38245	52,66,39	0,2,0	41,48,47	0,0,0	173	100
38246	3,9,2	6,5,18	13,13,8	12,34,28	177	100
38247	8,13,9	829,893,937	17,21,22	1584,1842,1665	208	100
38248	26,27,41	3,4,11	54,75,54	10,13,16	212	100
38249	583,693,679	0,0,0	1143,1369,1233	1,0,0	206	100
38250	49,30,55	0,0,0	57,57,59	1,0,0	179	100
38251	58,41,67	1239,1519,1395	69,73,68	2300,2606,2463	214	100
38252	8,13,8	1,0,0	2,8,4	0,0,0	3587	100
38253	8,13,8	1,0,0	2,8,4	0,0,0	3584	100
38254	383,291,416	21,24,18	377,256,264	42,31,31	246	100
38255	43,35,46	1,0,0	39,25,39	0,0,0	443	100
38256	43,35,44	0,0,7	39,25,39	0,9,0	437	100
38257	4216,4278,4399	21,8,26	3903,3021,4117	17,19,30	413	100
38258	2935,2917,2947	1,0,0	2592,2059,2728	1,0,0	396	100
38259	39,35,43	10,9,14	64,36,61	15,11,16	298	100
38260	39,35,43	1,0,0	64,36,61	0,0,0	212	100
38261	77,66,83	4670,4952,4592	112,84,97	4173,3341,4453	208	100
38262	55,64,93	0,3,2	107,152,62	2,1,4	228	100
38263	25,20,17	425,668,622	34,57,30	528,719,826	183	100
38264	2,2,0	395,428,365	2,3,1	426,525,538	182	100
38265	18,9,26	583,931,708	32,28,9	780,951,941	185	100
38266	42,38,62	0,1,0	63,62,34	0,0,0	189	100
38267	3,3,2	560,671,762	4,4,2	555,726,665	201	100
38268	0,1,0	1,0,0	6,5,0	0,0,2	213	100
38269	1,1,0	0,1,1	0,1,1	0,0,0	252	100
38270	4,4,2	96,133,107	3,1,3	16,16,31	434	100
38271	4,4,2	0,16,15	2,1,2	0,0,0	439	100
38272	648,984,795	0,0,0	831,851,899	0,0,1	1024	100
38273	21,22,16	534,1113,796	9,7,5	822,986,996	207	100
38274	38,30,41	1,0,0	45,58,33	0,0,0	359	100
38275	38,30,41	0,0,5	45,58,33	0,0,0	340	100
38276	72,49,77	10,4,3	88,90,73	8,13,5	1577	100
38277	5,5,7	237,246,228	14,15,9	477,427,433	219	100
38278	11,13,24	0,0,0	19,34,12	1,0,0	252	100
38279	1,0,7	210,153,220	12,23,4	330,344,303	485	100
38280	0,3,0	4,0,1	8,5,3	0,0,0	264	100
38281	0,3,0	0,0,1	8,5,3	2,0,2	318	100
38282	6,9,6	229,192,213	17,17,6	402,404,341	415	100
38283	0,1,2	1,0,0	0,0,0	1,3,0	198	100
38284	150,183,126	189,314,213	131,123,135	201,243,232	271	100
38285	73,86,62	38,89,58	66,55,73	30,60,32	208	100
38286	10,15,10	219,389,288	7,4,12	266,305,234	441	100
38287	50,44,24	5,3,3	38,38,47	0,5,5	243	100
38288	29,24,26	175,361,262	34,35,27	208,263,240	186	100
38289	14,13,16	0,0,0	21,17,20	0,3,0	167	100
38290	192,207,208	1,0,0	279,303,175	0,0,0	513	100
38291	68,49,100	0,0,0	159,110,79	1,7,2	175	100
38292	23,9,32	1971,1325,2208	34,34,26	2508,2050,1945	171	100
38293	4,3,6	1721,1226,1956	10,10,7	2262,1826,1801	214	100
38294	16,5,3	1712,1172,1431	4,12,9	2244,1925,1933	240	100
38295	8,15,18	2174,1659,2042	6,8,9	2361,1758,2231	197	100
38296	37,33,42	1,0,0	67,52,54	0,0,0	190	100
38297	37,33,42	13,14,16	67,52,54	14,4,21	291	100
38298	14,26,19	22,9,13	45,53,40	16,18,30	217	100
38299	15,13,20	946,868,958	20,12,13	1173,1131,1088	336	100
38300	13,9,16	1,0,0	13,10,9	0,0,0	345	100
38301	4,8,9	0,0,0	8,10,7	0,1,0	293	100
38304	4,7,8	0,1,0	7,9,4	0,0,0	344	100
38305	1344,1075,1506	0,0,1	1542,1462,1451	0,0,0	101	100
38306	1365,1071,1533	0,0,0	1548,1502,1438	0,0,1	101	100
38307	4,11,6	3,0,0	10,9,8	0,0,0	278	100
38308	15,6,4	0,0,0	4,4,2	0,1,0	246	100
38309	62,25,37	6,0,0	29,22,23	0,0,0	222	100
38310	62,25,37	0,0,0	29,22,23	2,2,0	393	100
38311	17,14,18	0,0,0	38,17,20	0,1,0	211	100
38312	43,63,53	0,2,2	64,96,55	0,0,2	1141	100
38313	27,24,20	0,0,2	35,37,21	0,0,0	189	100
38314	11,11,9	0,0,0	36,42,24	0,1,0	208	100
38315	2,2,0	5,14,17	2,0,1	2,4,3	198	100
38316	56,76,86	0,0,2	88,105,58	0,0,0	510	100
38317	7,4,3	2,0,0	16,12,8	1,0,0	270	100
38318	9,29,8	0,0,0	4,11,2	0,0,1	1182	100
38319	32,29,29	0,1,0	35,40,44	0,0,0	217	100
38320	32,31,32	16,24,24	35,40,48	26,31,35	219	100
38321	10,14,18	1,0,0	14,13,9	0,0,0	367	100
38322	32,10,30	2189,1657,2119	9,19,16	1939,2033,1902	339	100
38323	37,20,28	1,0,5	17,21,16	0,1,2	343	100
38324	18,1,18	0,2,4	3,7,6	0,0,0	327	100
38325	7,6,7	1104,1174,1176	9,19,5	1133,1109,1171	214	100
38326	31,23,45	1214,1204,1281	58,65,37	1392,1218,1438	181	100
38327	10,6,11	554,694,765	11,12,6	894,936,795	187	100
38328	7,2,7	0,2,0	15,18,7	0,1,0	272	100
38329	7,2,7	0,1,0	15,18,7	0,0,0	390	100
38330	19,15,27	2,0,0	18,44,34	0,0,0	170	100
38331	15,11,16	478,550,611	14,23,18	543,664,646	181	100
38332	19,11,27	0,6,0	18,41,34	0,4,0	213	100
38333	10,6,10	0,0,0	37,42,20	0,1,0	297	100
38334	10,6,10	0,0,0	37,42,20	0,0,2	277	100
38335	9,7,7	582,902,776	10,5,8	1123,1174,1149	440	100
38336	13,23,14	546,781,574	22,16,16	882,1133,986	179	100
38337	21,3,12	3,6,8	15,17,12	10,12,4	271	100
38338	3,5,0	7,13,4	7,3,1	9,13,8	261	100
38339	35,40,48	6303,8385,8431	93,100,83	14358,17773,16759	186	100
38340	43,51,64	1,0,0	114,137,115	2,0,0	187	100
38341	39,46,75	5045,7331,7793	106,78,75	12114,14106,13761	233	100
38342	131,173,239	2,1,1	341,351,330	0,0,0	234	100
38343	29,31,59	0,4,0	85,61,56	8,12,10	338	100
38344	136,203,187	0,0,2	330,363,371	2,0,0	200	100
38345	48,49,68	6639,9076,9715	79,101,80	14824,17763,17315	204	100
38346	1839,2451,2690	0,0,0	3915,4904,4616	0,2,0	224	100
38347	1070,1477,1679	1,9,0	2620,2933,2867	22,30,31	471	100
38348	25,38,20	4730,7307,6936	59,47,48	11618,13622,13685	246	100
38349	65,59,65	7953,11500,11557	126,124,111	18954,21850,22179	352	100
38350	31,21,33	7,5,5	53,56,52	10,11,10	348	100
38351	31,24,38	0,2,0	22,20,18	0,0,0	179	100
38352	47,38,58	1092,1113,1066	38,37,27	1154,988,1138	183	100
38353	50,29,37	4,3,4	50,45,48	7,11,2	414	100
38354	50,29,37	0,0,10	50,45,48	2,0,0	410	100
38357	0,0,1	0,0,0	2,1,0	2,3,1	215	100
38358	0,2,0	0,4,3	8,3,0	15,6,12	202	100
38359	0,1,0	4,4,4	0,1,0	13,7,11	192	100
38360	0,1,0	0,0,0	1,1,1	0,0,1	207	100
38361	0,2,0	0,0,0	5,17,6	1,3,0	417	100
38362	0,1,0	2,0,0	0,0,0	4,1,1	254	100
38363	74,170,132	0,2,0	372,440,237	1,0,0	1490	100
38364	99,202,174	0,6,0	420,527,267	0,7,9	1648	100
38365	3,16,16	3,13,1	19,21,15	0,2,4	418	100
38366	4,6,3	0,2,1	5,2,11	0,0,0	232	100
38367	2,0,5	0,0,0	0,6,0	2,1,2	315	100
38368	2,15,13	548,598,840	10,14,10	863,746,723	333	100
38369	19,16,19	16,24,26	32,28,23	22,25,19	201	100
38370	50,28,61	0,2,0	71,65,40	0,0,0	186	100
38371	51,29,64	0,0,0	71,65,40	0,0,1	225	100
38372	241,216,239	2763,1839,2780	327,453,317	1992,1849,2761	292	100
38373	191,143,208	0,0,0	323,349,255	0,0,1	293	100
38374	293,223,297	2460,1869,2511	471,529,415	1967,1930,2855	289	100
38375	321,241,232	3632,2881,3803	399,463,398	3304,2845,4194	284	100
38376	41,53,39	1165,1734,1476	45,38,42	1421,2020,1788	252	100
38377	41,70,54	0,0,0	56,69,56	0,0,1	253	100
38378	13,14,15	0,0,0	10,19,17	1,0,1	181	100
38379	20,20,38	1410,2140,1870	19,49,33	2241,2827,2374	196	100
38380	16,8,27	0,0,6	16,33,20	0,0,0	169	100
38381	13,14,15	9,0,2	10,19,17	4,8,4	200	100
38382	13,15,15	38,70,53	11,22,18	64,96,74	211	100
38383	384,491,383	0,2,0	666,803,553	0,0,0	203	100
38384	394,510,399	1002,1407,1204	696,825,577	1421,1964,1467	207	100
38385	1365,2042,1762	0,0,0	2298,2763,2287	1,4,3	320	100
38386	930,1445,1238	0,34,0	1605,1975,1623	0,11,48	296	100
38387	181,249,188	32,52,41	362,388,267	0,0,0	216	100
38388	56,66,57	773,1145,1036	99,98,64	934,1105,1065	192	100
38389	47,54,62	1157,1558,1471	76,83,74	943,1335,1492	172	100
38390	106,110,79	1503,2377,2038	101,122,125	2166,3229,2208	167	100
38391	45,41,47	132,112,134	55,60,48	55,118,115	178	100
38392	102,89,90	1486,1892,1873	90,118,103	988,1453,1589	193	100
38393	508,669,697	0,10,0	608,866,723	0,7,5	274	100
38394	41,28,40	988,1474,1372	43,58,46	1297,1795,1438	177	100
38395	20,13,17	0,0,13	16,31,22	1,12,0	211	100
38396	32,23,32	0,0,0	35,40,39	0,0,1	196	100
38397	19,14,14	0,0,2	17,14,13	2,6,2	203	100
38398	39,34,41	1227,1686,1490	46,49,34	1900,2431,1656	235	100
38399	82,78,85	1184,1613,1591	131,137,115	1842,2643,1743	222	100
38400	58,53,54	21,18,16	85,82,74	0,0,18	252	100
38401	58,53,54	8,7,6	85,82,74	11,17,21	249	100
38402	58,53,54	0,0,0	85,82,74	0,10,0	237	100
38403	51,49,51	2,0,1	76,67,67	0,8,2	191	100
38404	110,131,115	2,3,6	95,146,127	0,4,1	190	100
38405	114,138,121	1041,1292,1452	99,149,132	1271,1943,1427	199	100
38406	93,82,91	2,1,0	103,137,74	0,0,0	196	100
38407	167,165,194	1143,1310,1651	214,304,173	1513,2375,1573	207	100
38408	84,85,107	18,19,25	118,171,102	28,29,27	213	100
38409	121,157,144	0,0,55	220,317,196	0,75,56	183	100
38410	122,149,140	793,979,1161	230,314,187	1201,1713,1203	177	100
38411	14,4,13	2,0,0	32,34,24	0,0,0	174	100
38412	14,12,15	1079,1360,1560	50,49,34	1734,2438,1597	176	100
38413	26,17,10	0,2,0	47,27,28	4,7,1	204	100
38414	73,49,43	1638,2075,2363	105,115,78	2952,4094,2508	288	100
38415	76,51,44	0,0,0	106,119,81	1,0,0	289	100
38416	68,48,95	1092,1367,1474	131,140,102	1833,2356,1432	214	100
38417	42,24,46	0,0,0	67,67,54	6,0,5	255	100
38418	420,491,522	0,0,6	644,821,510	6,5,0	278	100
38419	49,30,30	942,1057,1227	94,100,57	1226,1894,1179	173	100
38420	39,25,26	28,23,29	72,77,49	26,53,24	178	100
38421	35,44,54	1053,1227,1347	68,54,57	1425,2221,1227	180	100
38422	19,28,33	0,0,0	33,27,38	0,3,0	164	100
38423	233,191,230	2,0,0	353,337,192	0,0,0	198	100
38424	233,192,230	0,3,0	353,337,194	0,0,0	202	100
38425	15,8,10	735,721,901	25,13,17	927,1386,846	262	100
38426	56,45,58	32,40,56	48,52,30	33,35,29	214	100
38427	56,45,58	0,0,0	48,52,30	4,0,0	200	100
38428	56,45,58	0,0,0	48,52,30	0,2,0	191	100
38429	32,18,37	754,927,1084	48,21,42	981,1625,826	169	100
38430	238,226,375	484,489,649	383,511,282	572,796,495	308	100
38431	15,7,20	683,682,894	24,23,18	1145,1583,794	323	100
38432	12,3,13	0,0,0	15,7,9	0,1,1	188	100
38433	12,3,11	595,710,958	14,8,5	1063,1599,608	204	100
38434	10,10,17	648,715,912	14,20,6	1164,1636,767	366	100
38435	29,6,8	729,716,1209	25,19,8	1132,1654,847	222	100
38436	13,6,14	22,0,0	13,12,10	0,0,0	191	100
38437	13,5,14	0,0,0	13,12,7	19,0,0	188	100
38438	19,11,22	855,860,1283	17,20,8	1488,2147,972	182	100
38439	12,8,7	569,611,858	12,10,13	831,1340,677	228	100
38440	62,24,48	0,0,0	97,67,50	0,1,0	327	100
38441	36,26,24	600,557,830	54,90,35	755,1225,534	231	100
38442	36,12,46	464,481,680	63,82,22	789,1267,508	182	100
38443	71,33,55	472,458,684	97,126,41	896,1412,488	294	100
38444	34,2,2	0,0,1	40,33,16	5,0,0	314	100
38445	173,155,226	0,0,0	271,489,178	6,0,3	349	100
38446	14,4,12	0,20,0	9,9,2	0,76,31	251	100
38447	16,6,17	721,640,1107	14,12,6	1298,2011,813	246	100
38448	9,5,7	447,452,846	5,11,9	934,1445,531	388	100
38449	15,3,19	1,1,1	28,28,5	1,2,0	197	100
38450	16,3,35	598,433,757	42,48,12	1044,1416,599	176	100
38451	15,3,19	1,0,0	28,28,6	0,0,0	160	100
38452	10,4,6	582,456,821	8,17,4	997,1558,567	177	100
38453	7,3,5	496,385,743	13,13,10	984,1467,465	181	100
38454	9,7,12	673,593,912	33,17,13	1327,2030,678	198	100
38455	8,5,6	0,0,2	19,9,9	0,5,2	240	100
38456	23,15,28	0,0,0	21,40,20	0,4,3	332	100
38457	184,206,306	0,0,1	385,570,189	0,0,0	331	100
38458	14,12,5	633,518,1029	20,22,10	1063,1840,643	303	100
38459	37,28,40	427,345,783	95,157,48	730,1147,430	185	100
38460	25,21,33	0,3,0	81,127,40	1,0,0	203	100
38461	91,71,161	4,7,8	214,292,89	10,8,3	211	100
38462	14,12,29	0,0,1	33,22,15	0,0,0	213	100
38463	5,7,15	584,446,969	18,12,7	1018,1457,569	212	100
38464	26,12,34	618,431,1057	27,28,3	1044,1326,541	207	100
38465	56,36,66	3,0,2	63,74,33	4,0,0	218	100
38466	17,9,17	0,0,0	13,10,4	1,1,0	216	100
38467	285,250,295	0,2,1	270,257,249	0,0,0	416	100
38468	259,215,296	799,832,915	280,258,238	712,691,846	406	100
38469	70,149,175	9,29,19	15,26,36	0,0,1	291	100
38470	29,21,7	157,152,199	24,22,13	108,139,112	182	100
38471	0,4,1	0,0,1	1,2,0	0,0,2	284	100
38472	6,7,3	0,0,2	7,8,8	0,0,0	177	100
38473	19,1,17	1,0,0	11,8,8	0,0,0	204	100
38474	20,12,29	245,157,218	3,6,7	141,185,183	269	100
38475	11,1,0	217,136,211	0,1,2	68,102,115	184	100
38476	11,3,2	319,206,320	3,4,3	218,214,181	242	100
38477	11,1,15	295,193,303	2,2,3	244,249,205	190	100
38479	3,4,5	1,0,0	1,0,1	0,0,0	212	100
38480	2,5,3	1,0,0	3,2,2	1,0,0	449	100
38481	2,2,3	1,0,0	4,7,3	0,0,0	231	100
38482	679,684,664	10695,15693,11368	758,829,634	8858,11806,10440	176	100
38483	617,634,617	10694,14547,14503	560,590,514	10844,12530,10629	331	100
38484	15,28,29	267,362,343	18,26,17	292,324,228	216	100
38485	14,22,27	0,18,0	17,24,15	0,14,0	221	100
38486	93,85,104	0,0,0	78,127,66	0,0,7	538	100
38487	218,249,281	0,3,0	211,295,183	0,0,0	233	100
38488	14,11,4	0,1,0	4,8,3	0,0,0	269	100
38489	14,10,5	0,6,10	13,9,2	0,2,0	996	100
38490	32,71,46	0,56,0	33,35,37	0,0,0	199	100
38491	28,32,45	6009,6376,5805	33,34,39	3801,3238,4212	178	100
38492	16,25,33	0,0,0	27,20,23	0,3,0	155	100
38493	135,119,141	5187,5703,4960	125,106,51	3320,2870,3556	184	100
38494	519,455,421	0,36,29	341,254,261	25,0,23	214	100
38495	135,128,147	55,77,50	117,105,56	20,24,38	193	100
38496	135,128,147	230,15,11	117,105,56	0,0,125	189	100
38497	142,134,150	0,0,0	128,111,57	0,1,0	185	100
38498	788,903,843	2,0,0	543,489,553	0,0,0	200	100
38499	989,1027,970	3,0,5	649,590,655	0,0,0	203	100
38500	121,98,89	3678,3882,3784	85,75,46	2365,2011,2508	174	100
38501	907,982,861	21,22,0	579,540,592	0,0,0	193	100
38502	46,33,59	11,5,5	35,36,21	6,5,5	231	100
38503	62,68,73	0,0,2	75,84,75	0,0,0	189	100
38504	20,31,31	449,488,553	22,36,35	606,680,609	196	100
38505	5,6,8	222,299,301	10,2,5	309,360,393	187	100
38506	177,207,150	0,0,0	259,264,193	0,0,2	1770	100
38507	7,7,3	7,2,5	7,12,17	4,2,6	189	100
38508	16,11,8	2,3,0	21,23,35	7,3,6	170	100
38509	27,30,38	16,8,24	39,34,35	16,18,17	185	100
38510	5,4,10	555,596,706	14,12,6	677,815,727	181	100
38512	3,1,0	396,380,443	0,2,2	312,264,249	186	100
38513	3,2,2	240,98,168	4,6,3	240,257,137	212	100
38514	1,1,0	367,140,336	0,1,1	319,348,256	198	100
38515	0,3,0	0,2,0	0,2,0	0,1,0	415	100
38516	15,11,12	0,6,0	1,8,10	0,0,5	273	100
38517	3,0,2	0,0,0	7,6,1	0,2,0	256	100
38518	235,228,274	0,0,1	212,202,152	0,0,0	959	100
38519	140,99,138	4,9,5	66,93,80	0,3,0	1273	100
38520	186,155,172	0,0,0	90,118,99	0,0,2	1331	100
38521	6,1,3	2,0,0	0,0,8	0,0,0	247	100
38522	240,127,294	17,6,22	114,116,121	2,0,1	294	100
38523	240,127,294	0,1,0	114,116,121	0,0,0	340	100
38524	16,7,10	0,0,2	6,4,8	0,0,0	407	100
38525	18,8,16	1,0,0	29,9,6	3,0,1	964	100
38526	64,37,46	0,0,1	61,51,34	0,0,0	1002	100
38527	64,37,46	1,0,0	61,51,34	0,0,0	1243	100
38528	46,29,30	0,0,0	35,42,28	0,0,2	1194	100
38529	54,32,66	0,0,0	35,56,29	0,0,2	236	100
38530	23,10,31	0,12,9	23,16,18	18,12,14	239	100
38531	2,1,12	156,150,199	8,7,6	264,191,184	206	100
38532	1,2,3	5,0,0	0,0,1	4,1,0	206	100
38533	1,0,1	27,23,26	0,5,0	8,9,20	331	100
38534	1,0,1	0,0,2	0,5,0	0,0,0	337	100
38535	2,5,3	0,0,0	1,7,0	0,2,0	421	100
38536	94,78,117	0,1,0	191,263,113	3,4,0	532	100
38537	2,1,3	4,8,11	3,5,2	8,26,0	355	100
38538	4,2,2	0,0,0	2,14,1	0,2,0	177	100
38539	1,1,4	11,13,31	2,7,0	30,20,28	191	100
38540	2,2,3	2,0,0	2,10,0	0,2,0	327	100
38541	0,1,3	1,0,2	2,5,1	0,0,0	299	100
38542	17,15,19	763,1470,994	9,33,5	1263,2000,1488	285	100
38543	11,11,13	0,19,30	5,22,4	0,0,0	295	100
38544	0,2,0	32,154,107	2,0,1	23,37,60	217	100
38545	0,1,1	0,0,0	0,0,0	4,1,3	224	100
38546	2,3,3	0,2,1	1,4,1	0,0,1	263	100
38548	22,7,34	855,1192,1210	10,22,9	685,790,625	306	100
38549	12,14,11	0,2,0	3,12,2	2,1,0	160	100
38550	16,21,20	838,1123,1143	3,21,6	626,749,539	184	100
38551	16,22,25	26,9,24	21,21,8	11,16,9	324	100
38552	17,26,31	0,0,0	22,24,10	0,0,7	479	100
38553	45,36,55	0,1,2	35,47,24	0,1,0	222	100
38554	31,32,31	0,1,4	27,18,25	0,0,0	204	100
38555	34,22,49	0,0,0	11,24,10	1,0,0	322	100
38556	13,1,9	10,2,3	8,7,3	6,3,0	261	100
38557	2,3,3	0,0,0	4,14,4	0,1,0	368	100
38558	87,80,80	0,2,0	63,77,56	0,0,0	1022	100
38559	1955,2000,1947	0,3,0	1611,1787,1271	0,0,0	1482	100
38560	29,30,34	32,32,27	43,33,23	23,25,22	186	100
38561	70,54,72	0,1,0	44,57,25	0,0,0	298	100
38562	498,328,458	12,23,18	346,348,183	10,6,1	439	100
38563	5602,4982,5799	0,0,1	4290,4414,3280	0,0,0	3129	100
38564	308,137,313	7679,6953,9305	232,184,160	4182,3707,4491	182	100
38565	1430,1240,1498	0,2,0	891,758,871	0,0,0	198	100
38566	417,268,474	1,0,0	320,236,229	0,0,0	183	100
38567	284,174,276	0,1,1	148,126,135	0,0,0	192	100
38568	330,161,330	31,5,22	234,202,166	3,6,11	305	100
38569	906,748,986	54,34,56	535,428,497	31,38,31	199	100
38570	490,364,525	1,0,0	296,242,253	0,0,0	194	100
38571	104,67,100	0,0,0	41,45,44	2,0,0	170	100
38572	267,157,232	0,2,1	134,141,157	0,0,0	289	100
38573	395,238,375	6137,5503,7976	145,158,184	1618,1535,2420	425	100
38574	0,0,4	1,37,15	1,4,1	5,8,14	195	100
38575	0,0,4	0,3,2	0,2,1	0,0,0	230	100
38576	1,1,2	33,108,44	0,0,2	50,109,96	189	100
38577	10,10,4	0,0,1	4,2,2	0,0,0	239	100
38578	0,0,0	2,0,0	0,0,1	0,0,0	217	100
38579	8,1,3	2,3,2	0,3,1	1,0,0	238	100
38580	8,1,3	0,0,2	0,3,1	0,0,0	273	100
38581	8,1,3	1,0,0	0,3,1	0,0,0	285	100
38582	8,1,3	0,0,0	0,3,1	0,4,0	370	100
38583	1,1,0	2,8,3	0,0,0	3,0,2	908	100
38584	1,1,0	0,0,0	0,0,0	2,0,0	759	100
38585	1,2,1	0,1,3	0,1,1	0,7,0	1690	100
38586	252,235,219	0,3,0	208,149,153	0,4,0	681	100
38589	8,1,2	9,1,5	3,3,0	1,0,5	197	100
38590	16,10,25	172,96,207	5,4,7	31,32,29	433	100
38591	1,0,3	304,141,285	1,0,0	58,32,70	193	100
38592	62,23,65	5,0,3	5,10,13	2,3,0	404	100
38593	5,0,2	187,104,214	1,0,0	29,30,54	188	100
38594	3,0,3	242,88,273	1,0,0	43,45,43	247	100
38595	0,2,5	130,97,188	1,0,0	40,25,23	337	100
38596	6,14,9	0,0,0	21,17,10	0,0,4	280	100
38597	0,0,2	0,0,1	3,0,0	5,3,0	211	100
38599	373,165,352	26,8,12	198,128,117	14,6,4	443	100
38600	1664,1398,1760	2,0,0	847,744,831	0,0,0	1327	100
38601	77,70,95	2396,2179,3106	54,46,51	1519,1629,1946	191	100
38602	34,28,42	1,2,0	26,24,18	0,0,0	203	100
38604	43,45,65	0,0,0	40,49,31	0,2,0	193	100
38605	102,107,116	3224,3020,3965	91,48,76	2344,2178,2790	257	100
38606	58,54,66	28,40,26	57,53,74	30,0,0	260	100
38607	42,39,55	0,0,0	42,17,30	2,0,0	219	100
38609	45,14,43	0,0,1	65,35,39	0,0,0	490	100
38610	611,448,662	0,0,0	725,646,381	0,1,0	3891	100
38611	2369,1778,2623	0,0,0	2222,2321,1613	1,0,0	3932	100
38612	398,417,432	0,2,0	270,295,309	1,3,0	759	100
38613	5,8,3	192,169,183	3,2,0	234,208,155	230	100
38614	6,1,11	5,3,8	4,4,0	0,2,0	246	100
38615	5,3,6	0,0,0	2,0,0	1,2,0	182	100
38616	924,1054,1180	10,23,16	272,351,461	7,9,21	560	100
38617	169,86,143	20,0,0	83,100,79	0,0,0	393	100
38618	185,97,169	0,0,0	92,109,86	1,0,0	364	100
38619	36,19,31	0,1,0	33,28,23	0,1,0	341	100
38620	36,19,31	5,8,15	33,28,23	9,2,1	294	100
38621	267,276,378	0,0,2	81,90,41	0,0,0	3250	100
38622	103,156,210	0,1,0	50,42,42	0,0,0	323	100
38625	22,15,14	0,0,1	13,6,9	0,0,1	252	100
38626	675,651,654	1478,1901,1759	124,144,264	448,633,841	282	100
38628	3,20,4	0,0,0	54,184,27	0,2,0	323	100
38629	29,43,35	3,15,1	56,48,26	0,2,9	223	100
38630	5,4,14	8,0,6	2,1,1	0,0,0	199	100
38631	3,4,4	1,0,0	2,0,2	0,0,0	237	100
38632	7,0,3	2,0,10	13,7,4	0,2,1	267	100
38633	3181,2103,3151	0,2,0	5074,2975,3706	0,0,0	3555	100
38634	1619,1200,1635	2,0,5	2698,1651,1997	0,1,3	3366	100
38635	23,10,25	1575,1666,1748	11,14,17	1096,809,1054	186	100
38636	55,53,81	55,47,56	30,37,48	35,33,25	189	100
38637	8,4,16	2,0,0	6,2,8	0,0,0	159	100
38638	8,23,20	1,2,0	15,20,18	0,1,0	285	100
38639	7,14,13	16,32,9	8,18,15	9,13,12	265	100
38640	0,2,0	1,7,2	2,3,2	9,7,7	237	100
38641	1,3,6	0,1,0	5,3,1	0,2,0	347	100
38642	9,5,6	0,1,0	4,3,0	0,0,0	206	100
38643	1,1,1	0,1,0	0,3,1	0,0,0	208	100
38644	206,117,181	19,43,28	69,109,96	13,14,6	185	100
38645	207,117,181	179,399,285	69,109,97	41,94,76	232	100
38646	1,3,5	0,0,0	4,1,0	0,1,0	383	100
38647	2,0,10	1,0,0	1,0,3	0,0,0	247	100
38648	54,35,32	6,10,12	11,23,14	2,1,0	201	100
38649	192,209,210	0,0,0	168,171,151	0,15,4	202	100
38650	12,15,9	0,0,5	4,11,3	0,0,0	254	100
38651	75,29,61	0,6,0	63,45,27	1,0,6	436	100
38652	1,0,1	135,161,110	3,0,4	281,368,232	393	100
38653	11,13,3	2040,2184,1697	3,11,10	1656,1734,1828	355	100
38654	1,0,0	0,1,0	1,1,1	1,0,1	290	100
38655	1,0,2	0,1,0	2,3,2	0,0,0	240	100
38656	2,14,26	0,3,4	12,1,3	0,0,0	385	100
38657	5,4,5	1,0,0	5,3,5	0,0,0	334	100
38658	0,3,1	0,0,0	1,0,3	2,9,8	298	100
38659	4,51,2	7,2,13	10,0,4	0,0,0	196	100
38660	26,37,35	4047,4290,5613	14,16,18	1674,2170,2108	242	100
38661	20,26,22	0,9,0	10,12,14	0,0,2	248	100
38662	19,19,19	3330,3954,4794	6,6,12	1667,1722,1866	320	100
38663	786,811,1154	0,296,0	425,457,483	0,0,0	330	100
38664	22,17,33	4981,7046,7648	14,7,8	2711,3043,3008	187	100
38665	182,248,276	13,8,8	100,96,120	0,4,4	191	100
38666	14,8,17	5,0,4	6,5,5	0,2,2	183	100
38667	121,76,138	7,8,4	122,114,88	4,4,0	268	100
38668	1,0,0	4,0,2	0,0,0	1,0,0	290	100
38670	24,5,7	403,356,374	21,16,24	310,273,294	225	100
