ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4831	"ENSG00000169738.7_3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
4832	"ENSG00000169738.7_3"	"DCXR"	chr17	-	79994066	79994519	79994066	79994198	79994419	79994519
4834	"ENSG00000169738.7_3"	"DCXR"	chr17	-	79994066	79994639	79994066	79994184	79994596	79994639
4835	"ENSG00000169738.7_3"	"DCXR"	chr17	-	79994066	79994639	79994066	79994324	79994596	79994639
4883	"ENSG00000198258.10_2"	"UBL5"	chr19	+	9939002	9939351	9939002	9939065	9939267	9939351
4886	"ENSG00000085998.14_3"	"POMGNT1"	chr1	-	46658976	46659597	46658976	46659060	46659526	46659597
4895	"ENSG00000161638.11_4"	"ITGA5"	chr12	-	54793428	54794779	54793428	54793542	54794629	54794779
4904	"ENSG00000198830.11_3"	"HMGN2"	chr1	+	26799973	26800626	26799973	26800018	26800575	26800626
4917	"ENSG00000065357.20_4"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
4937	"ENSG00000135473.15_4"	"PAN2"	chr12	-	56717590	56718277	56717590	56717697	56718077	56718277
4978	"ENSG00000197102.12_5"	"DYNC1H1"	chr14	+	102476612	102478450	102476612	102476796	102478211	102478450
4980	"ENSG00000197102.12_5"	"DYNC1H1"	chr14	+	102482192	102483336	102482192	102482423	102483102	102483336
5021	"ENSG00000064932.16_3"	"SBNO2"	chr19	-	1109133	1109597	1109133	1109210	1109504	1109597
5023	"ENSG00000135924.15_3"	"DNAJB2"	chr2	+	220147558	220148211	220147558	220147651	220148140	220148211
5040	"ENSG00000058673.16_5"	"ZC3H11A"	chr1	+	203765578	203772144	203765578	203765729	203772084	203772144
5067	"ENSG00000111011.18_3"	"RSRC2"	chr12	-	123003385	123005975	123003385	123003598	123005931	123005975
5071	"ENSG00000111325.16_5"	"OGFOD2"	chr12	+	123460357	123461314	123460357	123460414	123461130	123461314
5089	"ENSG00000174365.20_4"	"SNHG11"	chr20	+	37075314	37077373	37075314	37075655	37077304	37077373
5093	"ENSG00000174365.20_4"	"SNHG11"	chr20	+	37076108	37079090	37076108	37076266	37078978	37079090
5123	"ENSG00000089157.16_5"	"RPLP0"	chr12	-	120637112	120638913	120637112	120637288	120638885	120638913
5129	"ENSG00000088205.13_3"	"DDX18"	chr2	+	118583844	118587042	118583844	118583958	118586864	118587042
5178	"ENSG00000136450.13_5"	"SRSF1"	chr17	-	56082283	56083334	56082283	56082402	56083161	56083334
5181	"ENSG00000136155.17_3"	"SCEL"	chr13	+	78176199	78177270	78176199	78176259	78177210	78177270
5200	"ENSG00000203875.12_5"	"SNHG5"	chr6	-	86387141	86387906	86387141	86387593	86387853	86387906
5237	"ENSG00000092094.11_4"	"OSGEP"	chr14	-	20915773	20916330	20915773	20915849	20916264	20916330
5248	"ENSG00000100888.13_5"	"CHD8"	chr14	-	21863070	21864051	21863070	21863278	21863975	21864051
5273	"ENSG00000092010.15_4"	"PSME1"	chr14	+	24606193	24606640	24606193	24606226	24606529	24606640
5372	"ENSG00000142541.17_4"	"RPL13A"	chr19	+	49993106	49994804	49993106	49993179	49994681	49994804
5405	"ENSG00000140474.14_4"	"ULK3"	chr15	-	75134620	75135017	75134620	75134758	75134879	75135017
5444	"ENSG00000224078.15_5"	"SNHG14"	chr15	+	25287120	25288057	25287120	25287662	25287944	25288057
5445	"ENSG00000224078.15_5"	"SNHG14"	chr15	+	25298974	25300377	25298974	25299114	25300116	25300377
5449	"ENSG00000224078.15_5"	"SNHG14"	chr15	+	25298974	25300377	25298974	25299114	25300225	25300377
5458	"ENSG00000224078.15_5"	"SNHG14"	chr15	+	25353056	25354550	25353056	25353185	25354344	25354550
5485	"ENSG00000198690.10_4"	"FAN1"	chr15	+	31196714	31198100	31196714	31197556	31197927	31198100
5525	"ENSG00000166887.15_3"	"VPS39"	chr15	-	42456555	42458014	42456555	42456684	42457915	42458014
5544	"ENSG00000128951.14_4"	"DUT"	chr15	+	48633485	48634592	48633485	48633560	48634218	48634592
5557	"ENSG00000155066.16_3"	"PROM2"	chr2	+	95943677	95944892	95943677	95943752	95944732	95944892
5573	"ENSG00000179222.17_4"	"MAGED1"	chrX	+	51640890	51643392	51640890	51641289	51643277	51643392
5590	"ENSG00000140497.16_4"	"SCAMP2"	chr15	-	75144409	75146460	75144409	75144554	75146361	75146460
5594	"ENSG00000140398.13_3"	"NEIL1"	chr15	+	75644942	75646833	75644942	75645042	75646771	75646833
5604	"ENSG00000092929.11_4"	"UNC13D"	chr17	-	73835919	73836410	73835919	73836023	73836305	73836410
5607	"ENSG00000041357.16_4"	"PSMA4"	chr15	+	78832785	78834987	78832785	78832881	78834518	78834987
5610	"ENSG00000136378.15_3"	"ADAMTS7"	chr15	-	79068529	79069930	79068529	79068675	79069785	79069930
5619	"ENSG00000185163.10_3"	"DDX51"	chr12	-	132626042	132626735	132626042	132626151	132626663	132626735
5626	"ENSG00000164896.20_4"	"FASTK"	chr7	-	150773999	150774867	150773999	150774323	150774707	150774867
5671	"ENSG00000259275.4_7"	"AC087477.2"	chr15	+	96933512	96938245	96933512	96933690	96937535	96938245
5686	"ENSG00000185615.15_2"	"PDIA2"	chr16	+	334877	335703	334877	335015	335505	335703
5710	"ENSG00000103253.18_3"	"HAGHL"	chr16	+	778793	779715	778793	778895	779287	779715
5720	"ENSG00000103024.7_3"	"NME3"	chr16	-	1820881	1821411	1820881	1820994	1821269	1821411
5722	"ENSG00000103024.7_3"	"NME3"	chr16	-	1820881	1821411	1820881	1820994	1821280	1821411
5733	"ENSG00000167962.14_5"	"ZNF598"	chr16	-	2052521	2053729	2052521	2052733	2053616	2053729
5741	"ENSG00000167964.12_5"	"RAB26"	chr16	+	2202820	2203223	2202820	2202886	2203146	2203223
5771	"ENSG00000197363.9_4"	"ZNF517"	chr8	+	146028254	146029623	146028254	146028332	146029530	146029623
5783	"ENSG00000140650.12_4"	"PMM2"	chr16	+	8895937	8896246	8895937	8896002	8896117	8896246
5808	"ENSG00000108479.11_4"	"GALK1"	chr17	-	73758784	73759520	73758784	73758966	73759400	73759520
5830	"ENSG00000103042.9_4"	"SLC38A7"	chr16	-	58709843	58710250	58709843	58710025	58710192	58710250
5842	"ENSG00000159588.15_4"	"CCDC17"	chr1	-	46088626	46089324	46088626	46088789	46089228	46089324
5878	"ENSG00000196290.15_4"	"NIF3L1"	chr2	+	201756458	201757102	201756458	201756512	201756691	201757102
5893	"ENSG00000141738.14_4"	"GRB7"	chr17	+	37898818	37899307	37898818	37898969	37899185	37899307
5939	"ENSG00000163703.17_3"	"CRELD1"	chr3	+	9984760	9985199	9984760	9984937	9985064	9985199
5979	"ENSG00000131143.8_5"	"COX4I1"	chr16	+	85838542	85840608	85838542	85838710	85840343	85840608
6002	"ENSG00000185324.22_5"	"CDK10"	chr16	+	89759681	89760640	89759681	89759734	89760580	89760640
6038	"ENSG00000079337.16_6"	"RAPGEF3"	chr12	-	48142236	48143319	48142236	48142325	48143172	48143319
6054	"ENSG00000161960.15_4"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480008	7480373	7480483
6100	"ENSG00000175061.18_4"	"SNHG29"	chr17	+	16342351	16343567	16342351	16342374	16342894	16343567
6118	"ENSG00000108591.10_5"	"DRG2"	chr17	+	18002330	18003749	18002330	18002391	18003676	18003749
6119	"ENSG00000108591.10_5"	"DRG2"	chr17	+	18002330	18003749	18002330	18002407	18003676	18003749
6129	"ENSG00000148444.16_5"	"COMMD3"	chr10	+	22607734	22609235	22607734	22607791	22608867	22609235
6163	"ENSG00000109113.20_6"	"RAB34"	chr17	-	27042658	27042919	27042658	27042723	27042846	27042919
6166	"ENSG00000160602.14_6"	"AC010761.1"	chr17	+	27064323	27064754	27064323	27064597	27064692	27064754
6183	"ENSG00000278053.5_3"	"DDX52"	chr17	-	35979812	35981322	35979812	35979884	35981171	35981322
6189	"ENSG00000125691.13_5"	"RPL23"	chr17	-	37006333	37008985	37006333	37006467	37008856	37008985
6196	"ENSG00000131748.16_5"	"STARD3"	chr17	+	37815713	37816779	37815713	37815806	37816683	37816779
6199	"ENSG00000141736.13_3"	"ERBB2"	chr17	+	37871992	37872858	37871992	37872192	37872767	37872858
6212	"ENSG00000147403.16_5"	"RPL10"	chrX	+	153627678	153629254	153627678	153627737	153629042	153629254
6220	"ENSG00000131470.14_2"	"PSMC3IP"	chr17	-	40725495	40726228	40725495	40725605	40726213	40726228
6224	"ENSG00000126581.13_4"	"BECN1"	chr17	-	40970561	40971627	40970561	40970698	40971565	40971627
6226	"ENSG00000131469.14_4"	"RPL27"	chr17	+	41150435	41152119	41150435	41150488	41151949	41152119
6235	"ENSG00000170445.15_7"	"HARS"	chr5	-	140057239	140058712	140057239	140057338	140058586	140058712
6259	"ENSG00000141279.16_6"	"NPEPPS"	chr17	+	45656755	45660215	45656755	45656877	45660192	45660215
6268	"ENSG00000159199.14_5"	"ATP5MC1"	chr17	+	46970770	46972696	46970770	46970818	46972544	46972696
6273	"ENSG00000121073.14_4"	"SLC35B1"	chr17	-	47782485	47783671	47782485	47782643	47783565	47783671
6282	"ENSG00000006282.21_5"	"SPATA20"	chr17	+	48628358	48629541	48628358	48628551	48629329	48629541
6323	"ENSG00000204348.10_4"	"DXO"	chr6	-	31938119	31938602	31938119	31938255	31938369	31938602
6330	"ENSG00000167880.7_4"	"EVPL"	chr17	-	74013819	74014681	74013819	74013992	74014526	74014681
6363	"ENSG00000169660.16_6"	"HEXD"	chr17	+	80398872	80399142	80398872	80398951	80399028	80399142
6369	"ENSG00000079134.12_4"	"THOC1"	chr18	-	224923	225403	224923	224994	225336	225403
6371	"ENSG00000132199.20_4"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
6372	"ENSG00000132199.20_4"	"ENOSF1"	chr18	-	690548	691276	690548	690745	691203	691276
6375	"ENSG00000115464.14_3"	"USP34"	chr2	-	61463160	61463524	61463160	61463208	61463459	61463524
6412	"ENSG00000103510.20_5"	"KAT8"	chr16	+	31141776	31142714	31141776	31141927	31142515	31142714
6448	"ENSG00000099821.14_3"	"POLRMT"	chr19	-	617569	618586	617569	617655	618487	618586
6452	"ENSG00000011304.20_7"	"PTBP1"	chr19	+	805012	807902	805012	805187	807868	807902
6498	"ENSG00000077463.15_6"	"AC016586.1"	chr19	-	4175024	4175934	4175024	4175108	4175838	4175934
6505	"ENSG00000102226.9_3"	"USP11"	chrX	+	47106470	47107098	47106470	47106620	47107009	47107098
6507	"ENSG00000105426.16_4"	"PTPRS"	chr19	-	5218430	5219478	5218430	5218543	5219320	5219478
6527	"ENSG00000076944.16_5"	"STXBP2"	chr19	+	7711134	7712758	7711134	7711230	7712610	7712758
6534	"ENSG00000161999.12_5"	"JMJD8"	chr16	-	733684	734155	733684	733781	734065	734155
6552	"ENSG00000205517.12_4"	"RGL3"	chr19	-	11512686	11513217	11512686	11512808	11513130	11513217
6566	"ENSG00000100650.15_3"	"SRSF5"	chr14	+	70235514	70237257	70235514	70235613	70237183	70237257
6576	"ENSG00000104957.14_4"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869924	13870086
6605	"ENSG00000140043.11_3"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
6659	"ENSG00000267796.8_4"	"LIN37"	chr19	+	36243334	36243900	36243334	36243385	36243814	36243900
6667	"ENSG00000075702.18_5"	"WDR62"	chr19	+	36592115	36593753	36592115	36592219	36593638	36593753
6668	"ENSG00000075702.18_5"	"WDR62"	chr19	+	36592115	36593753	36592115	36592219	36593653	36593753
6701	"ENSG00000188493.15_6"	"C19orf54"	chr19	-	41246760	41248675	41246760	41247344	41248303	41248675
6702	"ENSG00000188493.15_6"	"C19orf54"	chr19	-	41246760	41248675	41246760	41247344	41248419	41248675
6703	"ENSG00000188493.15_6"	"C19orf54"	chr19	-	41246760	41248675	41246760	41247344	41248481	41248675
6704	"ENSG00000103245.14_6"	"CIAO3"	chr16	-	780842	782900	780842	781000	782300	782900
6713	"ENSG00000164889.14_6"	"SLC4A2"	chr7	+	150771125	150771928	150771125	150771380	150771761	150771928
6733	"ENSG00000063177.13_5"	"RPL18"	chr19	-	49119335	49120680	49119335	49119459	49120572	49120680
6758	"ENSG00000039650.12_5"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
6764	"ENSG00000213024.11_5"	"NUP62"	chr19	-	50430950	50432761	50430950	50431072	50432673	50432761
6765	"ENSG00000213024.11_5"	"NUP62"	chr19	-	50430950	50432761	50430950	50431105	50432673	50432761
6822	"ENSG00000237298.10_7"	"TTN-AS1"	chr2	+	179638953	179643482	179638953	179639046	179642584	179643482
6824	"ENSG00000237298.10_7"	"TTN-AS1"	chr2	+	179638953	179643482	179638953	179639046	179643438	179643482
6851	"ENSG00000168488.18_5"	"ATXN2L"	chr16	+	28847253	28847806	28847253	28847497	28847769	28847806
6855	"ENSG00000168488.18_5"	"ATXN2L"	chr16	+	28847253	28848558	28847253	28847497	28848068	28848558
6857	"ENSG00000101310.17_7"	"SEC23B"	chr20	+	18488583	18488941	18488583	18488616	18488734	18488941
6858	"ENSG00000101310.17_7"	"SEC23B"	chr20	+	18488583	18488941	18488583	18488634	18488734	18488941
6883	"ENSG00000137845.15_4"	"ADAM10"	chr15	-	58902495	58904190	58902495	58902716	58904006	58904190
6892	"ENSG00000214078.12_6"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
6900	"ENSG00000149636.15_4"	"DSN1"	chr20	-	35399275	35399876	35399275	35399427	35399827	35399876
7025	"ENSG00000188257.11_3"	"PLA2G2A"	chr1	-	20304507	20305372	20304507	20304614	20305226	20305372
7053	"ENSG00000182944.17_4"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684744	29687550	29687588
7055	"ENSG00000182944.17_4"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684744	29687553	29687588
7058	"ENSG00000182944.17_4"	"EWSR1"	chr22	+	29694722	29695841	29694722	29694885	29695588	29695841
7060	"ENSG00000185340.15_2"	"GAS2L1"	chr22	+	29703047	29704728	29703047	29703176	29704048	29704728
7069	"ENSG00000185133.14_5"	"INPP5J"	chr22	+	31522598	31523518	31522598	31522707	31523342	31523518
7084	"ENSG00000100360.15_4"	"IFT27"	chr22	-	37154254	37160080	37154254	37154453	37159962	37160080
7090	"ENSG00000100316.16_5"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
7118	"ENSG00000205593.12_4"	"DENND6B"	chr22	-	50754453	50754904	50754453	50754516	50754798	50754904
7120	"ENSG00000100258.18_5"	"LMF2"	chr22	-	50943485	50943966	50943485	50943582	50943831	50943966
7124	"ENSG00000223705.9_2"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045380	75045469
7144	"ENSG00000165195.15_3"	"PIGA"	chrX	-	15349337	15350114	15349337	15349421	15349711	15350114
7146	"ENSG00000007384.15_4"	"RHBDF1"	chr16	-	108971	109347	108971	109091	109246	109347
7149	"ENSG00000007384.15_4"	"RHBDF1"	chr16	-	108971	109347	108971	109125	109296	109347
7150	"ENSG00000007384.15_4"	"RHBDF1"	chr16	-	113584	115037	113584	113798	114896	115037
7174	"ENSG00000215301.10_7"	"DDX3X"	chrX	+	41201989	41203381	41201989	41202089	41203282	41203381
7223	"ENSG00000085224.22_5"	"ATRX"	chrX	-	76776265	76777866	76776265	76776394	76777740	76777866
7279	"ENSG00000196924.17_5"	"FLNA"	chrX	-	153578398	153580064	153578398	153578575	153579948	153580064
7286	"ENSG00000182484.15_3"	"WASH6P"	chrX	+	155252966	155254765	155252966	155253125	155254696	155254765
7287	"ENSG00000182484.15_3"	"WASH6P"	chrX	+	155253784	155255331	155253784	155253937	155254905	155255331
