ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2293	"ENSG00000049323.16_5"	"LTBP1"	chr2	+	33482350	33482578	33482509	33482578	33468728	33468851
2294	"ENSG00000049323.16_5"	"LTBP1"	chr2	+	33482434	33482578	33482509	33482578	33468728	33468851
2306	"ENSG00000249915.8_4"	"PDCD6"	chr5	+	304291	306869	306716	306869	272825	272887
2307	"ENSG00000071054.16_6"	"MAP4K4"	chr2	+	102476104	102476326	102476197	102476326	102460562	102460773
2308	"ENSG00000071054.16_6"	"MAP4K4"	chr2	+	102476104	102476326	102476197	102476326	102472438	102472600
2315	"ENSG00000137411.17_4"	"VARS2"	chr6	+	30881587	30882814	30882581	30882814	30881085	30881164
2323	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383011	33383106	33383037	33383106	33382501	33382606
2324	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383366	33383447	33383369	33383447	33383037	33383106
2328	"ENSG00000160255.18_6"	"ITGB2"	chr21	-	46340735	46340965	46340735	46340877	46351728	46351904
2340	"ENSG00000100211.10_2"	"CBY1"	chr22	+	39066771	39066994	39066888	39066994	39061599	39061690
2347	"ENSG00000168781.22_5"	"PPIP5K1"	chr15	-	43876555	43876819	43876555	43876730	43876996	43877090
2348	"ENSG00000168781.22_5"	"PPIP5K1"	chr15	-	43876555	43876819	43876555	43876787	43876996	43877090
2352	"ENSG00000143379.12_3"	"SETDB1"	chr1	+	150935449	150936217	150936005	150936217	150935062	150935195
2353	"ENSG00000245937.8_6"	"LINC01184"	chr5	-	127417664	127417886	127417664	127417883	127418661	127418789
2357	"ENSG00000161558.11_5"	"TMEM143"	chr19	-	48863328	48863440	48863328	48863433	48866547	48866931
2381	"ENSG00000122545.19_6"	"SEPT7"	chr7	+	35872407	35872510	35872413	35872510	35871101	35871106
2384	"ENSG00000185896.11_3"	"LAMP1"	chr13	+	113974659	113975785	113975718	113975785	113973783	113973971
2387	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552247	19552437	19552265	19552437	19552035	19552156
2388	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552247	19552437	19552275	19552437	19552035	19552156
2389	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552265	19552437	19552275	19552437	19552035	19552156
2390	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552247	19552437	19552265	19552437	19552063	19552143
2392	"ENSG00000154529.10"	"CNTNAP3B"	chr9	+	43861002	43861206	43861005	43861206	43828077	43828221
2394	"ENSG00000143549.21_5"	"TPM3"	chr1	-	154144504	154144580	154144504	154144567	154148590	154148724
2396	"ENSG00000138303.17_5"	"ASCC1"	chr10	-	73972944	73973089	73972944	73973035	73976578	73976892
2402	"ENSG00000137878.17_5"	"GCOM1"	chr15	+	58000911	58001556	58001382	58001556	57998689	57999153
2410	"ENSG00000168268.11_3"	"NT5DC2"	chr3	-	52558402	52558747	52558402	52558627	52558978	52559119
2412	"ENSG00000197223.11_2"	"C1D"	chr2	-	68273119	68273542	68273119	68273175	68274304	68274451
2413	"ENSG00000197223.11_2"	"C1D"	chr2	-	68274304	68274451	68274304	68274447	68290076	68290126
2419	"ENSG00000092621.12_4"	"PHGDH"	chr1	+	120284389	120285667	120285429	120285667	120279736	120279889
2443	"ENSG00000005238.19_2"	"FAM214B"	chr9	-	35107377	35108346	35107377	35107565	35108590	35108734
2444	"ENSG00000165282.13_4"	"PIGO"	chr9	-	35091236	35092764	35091236	35091288	35093026	35093206
2445	"ENSG00000165282.13_4"	"PIGO"	chr9	-	35091236	35092764	35091236	35091288	35093417	35093577
2453	"ENSG00000167118.10_2"	"URM1"	chr9	+	131151539	131154295	131151944	131154295	131150094	131150176
2455	"ENSG00000204580.13_3"	"DDR1"	chr6	+	30862282	30862448	30862364	30862448	30860844	30860940
2456	"ENSG00000204580.13_3"	"DDR1"	chr6	+	30864397	30864642	30864507	30864642	30860844	30860940
2462	"ENSG00000143947.13_2"	"RPS27A"	chr2	+	55461254	55462098	55461966	55462098	55460498	55460553
2468	"ENSG00000123473.15_3"	"STIL"	chr1	-	47765576	47765824	47765576	47765640	47767232	47767420
2470	"ENSG00000140931.20_5"	"CMTM3"	chr16	+	66643661	66643906	66643785	66643906	66642211	66642367
2472	"ENSG00000170638.9_3"	"TRABD"	chr22	+	50636251	50636615	50636503	50636615	50635877	50636017
2475	"ENSG00000164114.19_6"	"MAP9"	chr4	-	156296927	156297066	156296927	156297022	156297527	156297930
2480	"ENSG00000116062.15_5"	"MSH6"	chr2	+	48025749	48028294	48025753	48028294	48018065	48018262
2484	"ENSG00000135931.17_5"	"ARMC9"	chr2	+	232070910	232071002	232070912	232071002	232063466	232063655
2486	"ENSG00000071127.17_3"	"WDR1"	chr4	-	10084645	10084802	10084645	10084800	10086066	10086154
2491	"ENSG00000169682.18_5"	"SPNS1"	chr16	+	28986421	28986713	28986508	28986713	28986092	28986184
2492	"ENSG00000169682.18_5"	"SPNS1"	chr16	+	28986504	28986713	28986508	28986713	28986114	28986421
2495	"ENSG00000011021.23_5"	"CLCN6"	chr1	+	11887145	11887278	11887171	11887278	11886212	11886281
2501	"ENSG00000104368.17_4"	"PLAT"	chr8	-	42040236	42040408	42040236	42040283	42044915	42045090
2502	"ENSG00000104368.17_4"	"PLAT"	chr8	-	42042598	42042690	42042598	42042676	42045423	42045534
2506	"ENSG00000152527.14_6"	"PLEKHH2"	chr2	+	43937627	43939522	43939363	43939522	43937358	43937469
2511	"ENSG00000163374.19_4"	"YY1AP1"	chr1	-	155638417	155638568	155638417	155638508	155642350	155642522
2512	"ENSG00000163374.19_4"	"YY1AP1"	chr1	-	155642350	155642522	155642350	155642518	155644475	155644609
2516	"ENSG00000177000.12_6"	"MTHFR"	chr1	-	11862937	11863186	11862937	11863183	11865403	11865993
2517	"ENSG00000100911.16_4"	"PSME2"	chr14	-	24613608	24614364	24613608	24613677	24614451	24614482
2521	"ENSG00000118816.10_6"	"CCNI"	chr4	-	77977114	77977255	77977114	77977253	77977401	77977638
2524	"ENSG00000115524.16_3"	"SF3B1"	chr2	-	198283232	198285266	198283232	198283312	198285752	198285857
2528	"ENSG00000197548.12_2"	"ATG7"	chr3	+	11330331	11330426	11330334	11330426	11323878	11324124
2529	"ENSG00000204003.8_6"	"AL355987.1"	chr9	-	139636332	139636472	139636332	139636410	139637238	139637414
2531	"ENSG00000160957.13_4"	"RECQL4"	chr8	-	145740319	145740456	145740319	145740426	145740709	145740841
2542	"ENSG00000000971.15_2"	"CFH"	chr1	+	196709748	196711181	196711004	196711181	196706604	196706790
2551	"ENSG00000160014.17_4"	"CALM3"	chr19	+	47111738	47112238	47112180	47112238	47111453	47111584
2552	"ENSG00000115762.16_3"	"PLEKHB2"	chr2	+	131897739	131897848	131897742	131897848	131883325	131883478
2554	"ENSG00000115762.16_3"	"PLEKHB2"	chr2	+	131897739	131897848	131897742	131897848	131888293	131888333
2556	"ENSG00000115762.16_3"	"PLEKHB2"	chr2	+	131897739	131897848	131897742	131897848	131890474	131890588
2572	"ENSG00000124678.18_7"	"TCP11"	chr6	-	35103883	35103995	35103883	35103980	35116200	35116387
2574	"ENSG00000077232.18_5"	"DNAJC10"	chr2	+	183604271	183605115	183605025	183605115	183595756	183595834
2575	"ENSG00000077232.18_5"	"DNAJC10"	chr2	+	183604271	183605115	183605025	183605115	183597225	183597269
2585	"ENSG00000174080.11_4"	"CTSF"	chr11	-	66331558	66332119	66331558	66331617	66332212	66332277
2586	"ENSG00000174080.11_4"	"CTSF"	chr11	-	66331558	66332119	66331558	66331617	66332357	66332477
2589	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138291	145138764	145138616	145138764	145138026	145138206
2591	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138616	145138764	145138720	145138764	145138026	145138206
2592	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138616	145138764	145138720	145138764	145138291	145138327
2593	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138616	145138764	145138720	145138764	145138291	145138403
2598	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145139624	145140382	145140191	145140382	145139315	145139512
2599	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145140191	145140646	145140475	145140646	145139945	145140041
2600	"ENSG00000105926.15_5"	"MPP6"	chr7	+	24663281	24663403	24663284	24663403	24613631	24613897
2601	"ENSG00000105926.15_5"	"MPP6"	chr7	+	24663281	24663403	24663284	24663403	24659670	24659839
2603	"ENSG00000160679.13_4"	"CHTOP"	chr1	+	153614718	153614905	153614721	153614905	153609047	153609129
2605	"ENSG00000172037.14_3"	"LAMB2"	chr3	-	49158546	49159025	49158546	49158795	49159116	49159293
2609	"ENSG00000145014.17_5"	"TMEM44"	chr3	-	194336297	194336426	194336297	194336399	194337498	194337620
2610	"ENSG00000145014.17_5"	"TMEM44"	chr3	-	194336297	194336426	194336297	194336399	194343952	194344039
2615	"ENSG00000161036.13_4"	"LRWD1"	chr7	+	102108165	102109509	102109301	102109509	102106600	102106717
2630	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74717151	74717600	74717370	74717600	74710448	74710690
2631	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74717782	74718311	74718254	74718311	74717370	74717600
2633	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74719070	74719182	74719130	74719182	74718710	74718799
2644	"ENSG00000114062.20_7"	"UBE3A"	chr15	-	25578874	25585375	25578874	25584404	25599499	25599573
2652	"ENSG00000114062.20_7"	"UBE3A"	chr15	-	25652213	25652375	25652213	25652284	25654234	25654354
2653	"ENSG00000114062.20_7"	"UBE3A"	chr15	-	25652213	25652409	25652213	25652284	25654234	25654354
2654	"ENSG00000114062.20_7"	"UBE3A"	chr15	-	25652213	25652409	25652213	25652375	25654234	25654354
2675	"ENSG00000085552.17_3"	"IGSF9"	chr1	-	159903979	159904122	159903979	159904074	159904470	159904612
2676	"ENSG00000113328.19_5"	"CCNG1"	chr5	+	162868083	162868337	162868216	162868337	162866262	162866352
2678	"ENSG00000139174.12_6"	"PRICKLE1"	chr12	-	42866186	42866366	42866186	42866363	42982963	42983085
2688	"ENSG00000183258.12_5"	"DDX41"	chr5	-	176939496	176939877	176939496	176939646	176940353	176940485
2697	"ENSG00000147124.12_4"	"ZNF41"	chrX	-	47315670	47315837	47315670	47315797	47326722	47326947
2698	"ENSG00000147124.12_4"	"ZNF41"	chrX	-	47315670	47315837	47315670	47315797	47341857	47341984
2699	"ENSG00000100823.12_4"	"APEX1"	chr14	+	20923893	20923932	20923896	20923932	20923384	20923548
2700	"ENSG00000100823.12_4"	"APEX1"	chr14	+	20923893	20923932	20923896	20923932	20923406	20923497
2705	"ENSG00000117640.18_4"	"MTFR1L"	chr1	+	26150111	26150239	26150134	26150239	26149836	26149930
2710	"ENSG00000007341.19_4"	"ST7L"	chr1	-	113159434	113159517	113159434	113159466	113160868	113160991
2712	"ENSG00000007341.19_4"	"ST7L"	chr1	-	113159434	113159517	113159434	113159466	113161818	113162286
2713	"ENSG00000007341.19_4"	"ST7L"	chr1	-	113159434	113159517	113159434	113159466	113162531	113163447
2717	"ENSG00000234129.8_6"	"AC073529.1"	chrX	-	11074055	11074161	11074055	11074156	11125020	11125110
2719	"ENSG00000117410.14_4"	"ATP6V0B"	chr1	+	44442697	44443967	44443652	44443967	44442444	44442496
2734	"ENSG00000138778.11_3"	"CENPE"	chr4	-	104059507	104059609	104059507	104059606	104060945	104061236
2735	"ENSG00000138778.11_3"	"CENPE"	chr4	-	104059507	104059609	104059507	104059606	104061412	104061571
2736	"ENSG00000135624.16_3"	"CCT7"	chr2	+	73470100	73470257	73470131	73470257	73466770	73466924
2737	"ENSG00000135624.16_3"	"CCT7"	chr2	+	73470100	73470257	73470173	73470257	73466770	73466924
2738	"ENSG00000135624.16_3"	"CCT7"	chr2	+	73470131	73470257	73470173	73470257	73466770	73466924
2739	"ENSG00000135624.16_3"	"CCT7"	chr2	+	73470100	73470257	73470131	73470257	73467564	73467671
2750	"ENSG00000113119.12_2"	"TMCO6"	chr5	+	140022075	140022256	140022170	140022256	140021899	140022004
2785	"ENSG00000163684.11_4"	"RPP14"	chr3	+	58296016	58296133	58296035	58296133	58291988	58292378
2796	"ENSG00000224081.9_5"	"SLC44A3-AS1"	chr1	-	95207824	95208285	95207824	95207970	95235817	95235869
2797	"ENSG00000224081.9_5"	"SLC44A3-AS1"	chr1	-	95209393	95209549	95209393	95209517	95235817	95235869
2798	"ENSG00000198408.14_4"	"OGA"	chr10	-	103552595	103552700	103552595	103552658	103553442	103553501
2800	"ENSG00000198408.14_4"	"OGA"	chr10	-	103552595	103552700	103552595	103552658	103557736	103557911
2802	"ENSG00000074054.18_6"	"CLASP1"	chr2	-	122165046	122165291	122165046	122165288	122168441	122168545
2805	"ENSG00000164136.17_3"	"IL15"	chr4	+	142640518	142640629	142640530	142640629	142558099	142558377
2806	"ENSG00000164136.17_3"	"IL15"	chr4	+	142640518	142640629	142640530	142640629	142577338	142577460
2809	"ENSG00000026036.22_4"	"RTEL1-TNFRSF6B"	chr20	+	62323094	62324356	62324157	62324356	62322157	62322300
2810	"ENSG00000026036.22_4"	"RTEL1-TNFRSF6B"	chr20	+	62327130	62328544	62328112	62328544	62326418	62326574
2816	"ENSG00000153187.20_6"	"HNRNPU"	chr1	-	245023636	245025836	245023636	245023776	245025920	245026032
2818	"ENSG00000121892.15_4"	"PDS5A"	chr4	-	39868480	39868635	39868480	39868617	39871013	39871082
2824	"ENSG00000010318.21_4"	"PHF7"	chr3	+	52455663	52456897	52456775	52456897	52454918	52455078
2825	"ENSG00000168883.20_5"	"USP39"	chr2	+	85850748	85850905	85850768	85850905	85846342	85846412
2827	"ENSG00000106608.16_5"	"URGCP"	chr7	-	43927388	43927415	43927388	43927410	43945219	43945910
2828	"ENSG00000106608.16_5"	"URGCP"	chr7	-	43927388	43927415	43927388	43927410	43950329	43950451
2829	"ENSG00000106608.16_5"	"URGCP"	chr7	-	43927388	43927415	43927388	43927410	43965730	43966010
2837	"ENSG00000226711.7_6"	"FAM66C"	chr12	+	8346798	8347077	8347015	8347077	8341067	8341241
2849	"ENSG00000155975.10_5"	"VPS37A"	chr8	+	17132241	17132467	17132284	17132467	17126364	17126465
2853	"ENSG00000134291.12_4"	"TMEM106C"	chr12	+	48359064	48360012	48359871	48360012	48357991	48358206
2868	"ENSG00000182004.13_3"	"SNRPE"	chr1	+	203831309	203831350	203831323	203831350	203830726	203830841
2871	"ENSG00000140400.17_6"	"MAN2C1"	chr15	-	75651399	75651766	75651399	75651494	75651960	75652116
2874	"ENSG00000140400.17_6"	"MAN2C1"	chr15	-	75656339	75656529	75656339	75656475	75656828	75657006
2885	"ENSG00000167604.14_6"	"NFKBID"	chr19	-	36387627	36387960	36387627	36387733	36388552	36388758
2887	"ENSG00000139613.12_4"	"SMARCC2"	chr12	-	56574760	56575381	56574760	56574885	56575487	56575619
2889	"ENSG00000146904.9_3"	"EPHA1"	chr7	-	143095413	143096038	143095413	143095541	143096350	143096506
2892	"ENSG00000119787.14_5"	"ATL2"	chr2	-	38541749	38541806	38541749	38541796	38542425	38542476
2899	"ENSG00000168071.22_4"	"CCDC88B"	chr11	+	64118631	64119088	64118947	64119088	64117022	64117140
2901	"ENSG00000154358.21_4"	"OBSCN"	chr1	+	228527642	228527802	228527645	228527802	228525990	228526073
2905	"ENSG00000239779.7_7"	"WBP1"	chr2	+	74686564	74686872	74686769	74686872	74685576	74685664
2906	"ENSG00000239779.7_7"	"WBP1"	chr2	+	74686564	74686872	74686769	74686872	74685958	74686244
2912	"ENSG00000162910.19_5"	"MRPL55"	chr1	-	228296655	228296722	228296655	228296717	228296849	228297013
2913	"ENSG00000162910.19_5"	"MRPL55"	chr1	-	228295935	228296022	228295935	228296019	228296961	228297000
2914	"ENSG00000143793.13_3"	"C1orf35"	chr1	-	228289780	228290083	228289780	228289866	228290178	228290261
2915	"ENSG00000143793.13_3"	"C1orf35"	chr1	-	228289780	228290083	228289780	228289866	228290343	228290389
2916	"ENSG00000143793.13_3"	"C1orf35"	chr1	-	228290010	228290261	228290010	228290083	228290343	228290389
2917	"ENSG00000169189.17_5"	"NSMCE1"	chr16	-	27237046	27238157	27237046	27237167	27244321	27244468
2918	"ENSG00000169189.17_5"	"NSMCE1"	chr16	-	27252673	27253210	27252673	27252805	27268755	27268902
2923	"ENSG00000145734.19_6"	"BDP1"	chr5	+	70837280	70837509	70837283	70837509	70834868	70834905
2930	"ENSG00000100564.9_5"	"PIGH"	chr14	-	68060459	68060669	68060459	68060530	68066740	68066985
2934	"ENSG00000144228.8_3"	"SPOPL"	chr2	+	139308472	139308624	139308543	139308624	139307726	139307864
2949	"ENSG00000116922.14_5"	"C1orf109"	chr1	-	38155887	38156110	38155887	38156106	38157701	38157914
2954	"ENSG00000164294.14_3"	"GPX8"	chr5	+	54456821	54457083	54456947	54457083	54456157	54456224
2955	"ENSG00000164294.14_3"	"GPX8"	chr5	+	54456879	54457083	54456947	54457083	54456157	54456224
2961	"ENSG00000228106.6_8"	"AL392172.1"	chr1	+	223010264	223010726	223010560	223010726	223008460	223008557
2962	"ENSG00000228106.6_8"	"AL392172.1"	chr1	+	223010337	223010726	223010560	223010726	223008460	223008557
2980	"ENSG00000227372.12_6"	"TP73-AS1"	chr1	-	3662170	3662750	3662170	3662745	3663000	3663587
2986	"ENSG00000163468.15_3"	"CCT3"	chr1	-	156303337	156303434	156303337	156303413	156307944	156308083
2988	"ENSG00000126215.14_4"	"XRCC3"	chr14	-	104177802	104177998	104177802	104177904	104179211	104179305
2989	"ENSG00000126215.14_4"	"XRCC3"	chr14	-	104177802	104177998	104177802	104177904	104180441	104180587
2991	"ENSG00000175354.20_5"	"PTPN2"	chr18	-	12817154	12817364	12817154	12817264	12818942	12818999
2992	"ENSG00000175354.20_5"	"PTPN2"	chr18	-	12817154	12817364	12817154	12817264	12819212	12819281
2993	"ENSG00000175354.20_5"	"PTPN2"	chr18	-	12817154	12817364	12817154	12817264	12821334	12821424
2999	"ENSG00000166888.12_5"	"STAT6"	chr12	-	57492574	57493223	57492574	57492685	57493778	57493873
3000	"ENSG00000166888.12_5"	"STAT6"	chr12	-	57499250	57500122	57499250	57499382	57500310	57500363
3001	"ENSG00000160746.12_5"	"ANO10"	chr3	-	43694438	43694532	43694438	43694529	43732106	43732305
3008	"ENSG00000143493.13_4"	"INTS7"	chr1	-	212119948	212120047	212119948	212119987	212125952	212126043
3010	"ENSG00000143493.13_4"	"INTS7"	chr1	-	212141854	212142049	212141854	212141945	212151613	212151853
3014	"ENSG00000108825.17_4"	"PTGES3L-AARSD1"	chr17	-	41108420	41108577	41108420	41108521	41109154	41109212
3015	"ENSG00000117650.13_3"	"NEK2"	chr1	-	211843622	211843749	211843622	211843735	211844543	211844626
3016	"ENSG00000162909.18_3"	"CAPN2"	chr1	+	223957542	223958227	223958148	223958227	223954068	223954133
3021	"ENSG00000105397.13_4"	"TYK2"	chr19	-	10478970	10479094	10478970	10479047	10488889	10489184
3022	"ENSG00000105397.13_4"	"TYK2"	chr19	-	10478970	10479094	10478970	10479047	10490290	10490455
3023	"ENSG00000105397.13_4"	"TYK2"	chr19	-	10490290	10490455	10490290	10490365	10491185	10491241
3032	"ENSG00000168758.11_4"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97534152	97534325
3033	"ENSG00000168758.11_4"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97535612	97535817
3034	"ENSG00000168758.11_4"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97536114	97536494
3035	"ENSG00000253227.2_7"	"AC090192.2"	chr8	+	125288354	125288635	125288520	125288635	125287971	125288075
3039	"ENSG00000163006.12_6"	"CCDC138"	chr2	+	109408135	109408258	109408167	109408258	109404487	109404545
3047	"ENSG00000283189.2_5"	"AC104452.1"	chr3	-	49459536	49462307	49459536	49459704	49462381	49462486
3058	"ENSG00000157870.16_5"	"PRXL2B"	chr1	+	2520360	2520479	2520395	2520479	2519988	2520064
3059	"ENSG00000157870.16_5"	"PRXL2B"	chr1	+	2520392	2520479	2520395	2520479	2519988	2520064
3065	"ENSG00000117266.15_5"	"CDK18"	chr1	+	205498648	205499477	205499386	205499477	205498451	205498557
3067	"ENSG00000065717.15_5"	"TLE2"	chr19	-	3009539	3009700	3009539	3009575	3011019	3011158
3075	"ENSG00000159063.13_4"	"ALG8"	chr11	-	77817852	77817992	77817852	77817958	77830227	77830295
3077	"ENSG00000159063.13_4"	"ALG8"	chr11	-	77838403	77838485	77838403	77838482	77849755	77850304
3086	"ENSG00000176142.13_4"	"TMEM39A"	chr3	-	119180808	119180995	119180808	119180951	119187581	119187677
3090	"ENSG00000158793.14_4"	"NIT1"	chr1	+	161088575	161088671	161088593	161088671	161087929	161088029
3109	"ENSG00000197081.14_6"	"IGF2R"	chr6	+	160509064	160510285	160510138	160510285	160506026	160506163
3114	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70280944	70280862	70280924	70282787	70283042
3117	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70280947	70280862	70280944	70282787	70283042
3118	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70281126	70280862	70280944	70282787	70283042
3122	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70281126	70280862	70280924	70282845	70283042
3124	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70281126	70280862	70280944	70282845	70283042
3125	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70280862	70281126	70280862	70280947	70282845	70283042
3127	"ENSG00000179818.14_4"	"PCBP1-AS1"	chr2	-	70282787	70283042	70282787	70282881	70310669	70310819
3131	"ENSG00000163362.11_8"	"INAVA"	chr1	+	200867434	200867583	200867519	200867583	200860468	200860829
3132	"ENSG00000163362.11_8"	"INAVA"	chr1	+	200867434	200867583	200867519	200867583	200864027	200864215
3135	"ENSG00000213793.5_4"	"ZNF888"	chr19	-	53421111	53421250	53421111	53421184	53422071	53422190
3147	"ENSG00000106976.20_2"	"DNM1"	chr9	+	131010202	131011032	131010861	131011032	131009653	131009765
3154	"ENSG00000227953.7_5"	"LINC01341"	chr1	+	246952809	246953000	246952918	246953000	246944780	246944929
3159	"ENSG00000168096.14_5"	"ANKS3"	chr16	-	4776659	4776781	4776659	4776777	4779980	4780152
3160	"ENSG00000147677.11_5"	"EIF3H"	chr8	-	117738254	117738411	117738254	117738399	117767904	117768062
3165	"ENSG00000063601.17_5"	"MTMR1"	chrX	+	149867667	149867773	149867675	149867773	149861868	149862149
3173	"ENSG00000128604.20_5"	"IRF5"	chr7	+	128587283	128587589	128587390	128587589	128587076	128587110
3174	"ENSG00000128604.20_5"	"IRF5"	chr7	+	128587331	128587589	128587390	128587589	128587076	128587110
3180	"ENSG00000100083.19_5"	"GGA1"	chr22	+	38009030	38009198	38009125	38009198	38005072	38005363
3187	"ENSG00000137310.12_3"	"TCF19"	chr6	+	31129223	31129782	31129527	31129782	31126919	31127484
3193	"ENSG00000197603.14_7"	"CPLANE1"	chr5	-	37206298	37206527	37206298	37206398	37221425	37221590
3197	"ENSG00000087191.13_4"	"PSMC5"	chr17	+	61905497	61906923	61906853	61906923	61904819	61904874
3201	"ENSG00000135837.16_6"	"CEP350"	chr1	+	180080131	180082515	180081571	180082515	180067997	180068120
3216	"ENSG00000160766.14_2"	"GBAP1"	chr1	-	155186174	155186820	155186174	155186412	155187030	155187164
3217	"ENSG00000203965.13_4"	"EFCAB7"	chr1	+	64022783	64022918	64022784	64022918	64017395	64017505
3222	"ENSG00000117569.18_2"	"PTBP2"	chr1	+	97278828	97279003	97278831	97279003	97278267	97278484
3224	"ENSG00000048707.15_6"	"VPS13D"	chr1	+	12401836	12401942	12401839	12401942	12395761	12395884
3226	"ENSG00000048707.15_6"	"VPS13D"	chr1	+	12520255	12520451	12520294	12520451	12516053	12516186
3228	"ENSG00000245498.7_6"	"AP000866.1"	chr11	+	124671879	124672053	124671883	124672053	124670657	124670790
3229	"ENSG00000245498.7_6"	"AP000866.1"	chr11	+	124675162	124675400	124675215	124675400	124671879	124672053
3231	"ENSG00000213199.8_5"	"ASIC3"	chr7	+	150749252	150749561	150749502	150749561	150749069	150749149
3243	"ENSG00000120008.16_3"	"WDR11"	chr10	+	122648589	122649521	122649406	122649521	122646200	122646348
3245	"ENSG00000120008.16_3"	"WDR11"	chr10	+	122665387	122666367	122666287	122666367	122664830	122664928
3247	"ENSG00000231074.9_6"	"HCG18"	chr6	-	30259313	30260376	30259313	30259759	30263908	30264014
3248	"ENSG00000231074.9_6"	"HCG18"	chr6	-	30259313	30262741	30259313	30259759	30263908	30264014
3250	"ENSG00000118200.14_4"	"CAMSAP2"	chr1	+	200816337	200816420	200816385	200816420	200811121	200811215
3261	"ENSG00000153048.11_5"	"CARHSP1"	chr16	-	8953961	8954166	8953961	8954075	8961905	8962258
3264	"ENSG00000168894.9_5"	"RNF181"	chr2	+	85824075	85824301	85824226	85824301	85823641	85823772
3265	"ENSG00000168894.9_5"	"RNF181"	chr2	+	85824226	85824704	85824567	85824704	85823641	85823772
3266	"ENSG00000168894.9_5"	"RNF181"	chr2	+	85824226	85824704	85824567	85824704	85823944	85824054
3268	"ENSG00000080823.23_4"	"MOK"	chr14	-	102700024	102700146	102700024	102700126	102717148	102717327
3276	"ENSG00000099797.15_5"	"TECR"	chr19	+	14674469	14674715	14674611	14674715	14674017	14674069
3280	"ENSG00000099797.15_5"	"TECR"	chr19	+	14675877	14676102	14676013	14676102	14675760	14675804
3292	"ENSG00000128694.12_3"	"OSGEPL1"	chr2	-	190611385	190612057	190611385	190611894	190617378	190617450
3293	"ENSG00000128694.12_3"	"OSGEPL1"	chr2	-	190611385	190612057	190611385	190611894	190617574	190617705
3294	"ENSG00000128694.12_3"	"OSGEPL1"	chr2	-	190618641	190619071	190618641	190618790	190619898	190620286
3295	"ENSG00000119979.18_5"	"FAM45A"	chr10	+	120867459	120867676	120867479	120867676	120864275	120864518
3305	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121766118	121766300	121766118	121766261	121769149	121769231
3306	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121766118	121766300	121766118	121766261	121773335	121773526
3307	"ENSG00000089053.13_3"	"ANAPC5"	chr12	-	121783641	121784808	121783641	121783834	121785604	121785684
3308	"ENSG00000158828.8_4"	"PINK1"	chr1	+	20974997	20975724	20975487	20975724	20972052	20972216
3309	"ENSG00000166689.16_5"	"PLEKHA7"	chr11	-	16811321	16811425	16811321	16811416	16812344	16812462
3311	"ENSG00000166689.16_5"	"PLEKHA7"	chr11	-	16812557	16812749	16812557	16812746	16822520	16822622
3321	"ENSG00000158850.15_3"	"B4GALT3"	chr1	-	161146223	161146369	161146223	161146298	161146701	161146896
3326	"ENSG00000167325.15_4"	"RRM1"	chr11	+	4142808	4142995	4142833	4142995	4141074	4141200
3335	"ENSG00000125633.11_4"	"CCDC93"	chr2	-	118715940	118716057	118715940	118716054	118732425	118732476
3338	"ENSG00000150593.18_5"	"PDCD4"	chr10	+	112640990	112641293	112641032	112641293	112636427	112636511
3339	"ENSG00000112655.16_6"	"PTK7"	chr6	+	43109909	43111358	43111154	43111358	43109668	43109779
3341	"ENSG00000162729.14_5"	"IGSF8"	chr1	-	160064658	160065122	160064658	160065036	160068198	160068479
3362	"ENSG00000126705.14_5"	"AHDC1"	chr1	-	27929907	27930005	27929907	27930002	27930670	27930942
3367	"ENSG00000217801.10_6"	"AL390719.1"	chr1	+	995656	995773	995659	995773	995087	995162
